gate,net_ID,CC0,CC1,CO,is_trojan
g0,504,5,5,77,0
g1,490,3,3,61,0
g10,852,48,40,3,0
g100,146,3,14,85,0
g101,634,5,35,46,0
g102,679,11,56,39,0
g103,892,10,596,5,1
g104,109,3,20,94,0
g105,829,16,4,119,0
g106,475,3,3,87,0
g107,762,50,6,588,0
g108,481,5,5,650,0
g109,761,55,60,624,0
g11,505,7,11,88,0
g110,435,5,5,129,0
g111,470,3,3,63,0
g112,113,3,15,67,0
g113,221,3,19,86,0
g114,803,12,4,92,0
g115,756,30,55,559,0
g116,305,3,12,665,0
g117,632,5,33,45,0
g118,408,5,27,73,0
g119,881,83,7,518,1
g12,517,5,5,61,0
g120,400,5,60,541,1
g121,431,5,5,672,0
g122,789,16,4,66,0
g123,539,71,4,647,0
g124,518,5,5,56,0
g125,119,3,10,66,0
g126,160,3,4,114,0
g127,767,7,50,586,0
g128,76,3,10,123,0
g129,817,23,4,67,0
g13,660,11,46,39,0
g130,397,5,61,596,1
g131,791,20,4,77,0
g132,760,56,61,628,0
g133,771,61,66,747,0
g134,483,7,8,70,0
g135,740,6,69,599,0
g136,795,14,4,67,0
g137,645,5,63,45,0
g138,627,5,133,600,0
g139,804,17,4,67,0
g14,452,5,5,69,0
g140,502,7,8,88,0
g141,493,5,5,630,0
g142,758,5,65,633,0
g143,737,48,53,596,0
g144,254,3,13,78,0
g145,591,5,89,46,0
g146,558,42,5,58,0
g147,805,8,4,92,0
g148,580,5,25,45,0
g149,863,60,56,545,0
g15,748,57,52,631,0
g150,755,5,57,631,0
g151,497,3,3,61,0
g152,797,14,4,84,0
g153,754,11,61,627,0
g154,434,5,5,668,0
g155,273,3,11,62,0
g156,161,3,9,111,0
g157,831,21,4,101,0
g158,765,8,86,593,0
g159,725,40,45,590,0
g16,848,16,4,118,0
g160,215,3,10,88,0
g161,690,23,65,27,0
g162,399,5,61,596,1
g163,536,38,4,62,0
g164,732,53,44,624,0
g165,376,3,8,108,0
g166,118,3,16,68,0
g167,716,45,36,610,0
g168,276,3,9,70,0
g169,807,12,4,76,0
g17,451,5,5,649,0
g170,117,3,22,68,0
g171,682,11,107,590,0
g172,572,54,5,54,0
g173,710,12,43,582,0
g174,843,17,4,59,0
g175,158,3,16,102,0
g176,816,19,4,111,0
g177,375,3,8,108,0
g178,123,3,16,63,0
g179,697,23,80,578,0
g18,778,47,6,600,0
g180,446,7,11,96,0
g181,667,11,69,40,0
g182,663,11,83,40,0
g183,865,44,56,545,0
g184,811,16,4,76,0
g185,556,21,7,63,0
g186,533,10,55,6,0
g187,59,3,34,0,0
g188,407,8,7,79,0
g189,494,7,11,70,0
g19,619,5,47,45,0
g190,277,3,9,64,0
g191,885,87,34,514,1
g192,352,3,8,84,0
g193,235,3,16,71,0
g194,571,72,5,54,0
g195,691,23,67,28,0
g196,303,3,8,641,0
g197,328,3,20,67,0
g198,404,5,42,559,1
g199,617,5,54,46,0
g2,808,17,4,93,0
g20,516,7,7,644,0
g200,867,8,14,73,0
g201,705,23,57,27,0
g202,750,19,54,586,0
g203,248,3,4,84,0
g204,270,3,6,55,0
g205,163,3,12,115,0
g206,329,3,37,63,0
g207,729,12,53,577,0
g208,69,2,2,0,0
g209,671,11,29,39,0
g21,550,9,4,653,0
g210,392,3,8,126,0
g211,153,3,15,101,0
g212,531,7,7,77,0
g213,875,43,6,558,1
g214,717,41,36,594,0
g215,720,26,12,587,0
g216,569,64,5,54,0
g217,826,10,4,118,0
g218,141,3,22,60,0
