gate,net_ID,CC0,CC1,CO,is_trojan
g0,3876,625,90,4303,1
g1,4926,48,20,5103,1
g10,5097,53,34,4817,1
g100,3154,68,83,4530,1
g1000,6503,83,14,6448,1
g1001,2845,181,360,4203,1
g1002,3571,16,29128,4346,1
g1003,6655,84,24,6530,1
g1004,4984,17,52,4818,1
g1005,8117,15,593,3305,1
g1006,3067,84,53,4612,1
g1007,1068,371,251,1875,0
g1008,3737,29131,41,38907,1
g1009,7028,108,35,7576,1
g101,1064,404,318,1979,0
g1010,5164,84,49,4333,1
g1011,2663,70,55,3543,1
g1012,7597,412,405,4989,1
g1013,8226,1298,1333,3342,1
g1014,6073,41,11,6923,1
g1015,6028,40,11,7544,1
g1016,153,3,58,1721,0
g1017,3352,296,249,4416,1
g1018,6339,7,84,5387,1
g1019,322,3,4161,5072,0
g102,6091,41,11,7646,1
g1020,3934,63,30074,4354,1
g1021,757,7,83,1837,0
g1022,1804,5,1964,846,0
g1023,7313,129,196,9225,1
g1024,7874,68,53,3342,1
g1025,2702,86,101,4134,1
g1026,7146,73,140,7538,1
g1027,1277,3314,4,3245,0
g1028,3688,38,23836,31714,1
g1029,3609,20,8977,4322,1
g103,2460,6,58,3612,1
g1030,8188,2490,2475,21281,1
g1031,3667,5504,37,4160,1
g1032,1805,5,2537,2568,0
g1033,6124,7,82,7502,1
g1034,6741,97,29,6433,1
g1035,2040,26,47,1724,0
g1036,1914,3,14,1762,0
g1037,4677,41,6,4677,1
g1038,3814,14501,52,4307,1
g1039,7718,2049,2015,8581,1
g104,8073,14,813,3306,1
g1040,4858,6,82,3588,1
g1041,3485,11,5512,4020,1
g1042,5568,5,41,7606,1
g1043,6221,45,11,4108,1
g1044,8035,6,7758,3313,1
g1045,4194,1415,4538,11955,1
g1046,3032,26,98,4383,1
g1047,1797,5,4027,3256,0
g1048,2323,28,16,3557,1
g1049,485,20,5,1782,0
g105,1213,2,2,1695,0
g1050,2683,14,150,3761,1
g1051,253,3,2717,76,0
g1052,7981,6,222,3313,1
g1053,6247,45,11,7444,1
g1054,6815,19,106,5375,1
g1055,798,6,82,1896,0
g1056,4748,41,11,3924,1
g1057,4287,23,8,3782,1
g1058,7736,1282,2533,9766,1
g1059,3691,3185,28,3828,1
g106,1245,2,2,3400,0
g1060,3846,62,14215,4298,1
g1061,7316,188,120,4508,1
g1062,6431,16,85,6513,1
g1063,2626,29,50,4128,1
g1064,7455,250,111,8717,1
g1065,1365,4056,4,19,0
g1066,2217,9,15,2782,0
g1067,833,84,15,1874,0
g1068,6766,16,168,6446,1
g1069,2374,5,39,3726,1
g107,3392,219,506,4492,1
g1070,5405,129,307,4169,1
g1071,7221,135,101,6987,1
g1072,3011,11,73,4129,1
g1073,1852,5,109,1685,0
g1074,8076,28,796,3291,1
g1075,3380,106,349,4463,1
g1076,1134,19,4,1786,0
g1077,6146,7,82,7507,1
g1078,7476,300,334,8627,1
g1079,5126,60,25,5009,1
g108,7101,32,238,8884,1
g1080,6842,69,35,6427,1
g1081,2721,44,147,4028,1
g1082,7847,6502,1002,3358,1
g1083,6166,7,83,7238,1
g1084,5288,46,204,4988,1
g1085,7456,112,251,8932,1
g1086,3355,140,284,4594,1
g1087,896,28,63,2271,0
g1088,3181,68,173,4341,1
g1089,7537,420,265,10429,1
g109,5717,41,6,9171,1
g1090,1251,5834,4,2578,0
g1091,3721,969,41,3906,1
g1092,7315,138,172,10877,1
g1093,2121,13,161,1714,0
g1094,411,4,19,1753,0
g1095,3789,29,42169,4333,1
g1096,5486,185,725,4455,1
g1097,4073,420,405,10971,1
g1098,4986,17,52,4281,1
g1099,4033,67,32,3873,1
g11,2213,9,17,3380,0
g110,1870,5,45,2510,0
g1100,2817,202,118,4489,1
g1101,4107,2976,2961,13417,1
g1102,1917,25,52,1730,0
g1103,8122,29,13082,3290,1
g1104,869,17,52,2036,0
g1105,737,41,11,2181,0
g1106,2051,12,3308,3,0
g1107,5411,165,101,3685,1
g1108,4558,5,42,3411,1
g1109,6738,99,31,4597,1
g111,4853,41,13,4034,1
g1110,8006,21,654,3301,1
g1111,7387,53,200,10443,1
g1112,5675,41,6,7017,1
g1113,4983,53,18,5551,1
g1114,5562,5,40,4623,1
g1115,5020,41,22,3917,1
g1116,8057,14,6361,3306,1
g1117,3149,74,89,3862,1
g1118,4480,5,40,3368,1
