gate,net_ID,CC0,CC1,CO,is_trojan
g0,107,2,2,0,0
g1,108,2,2,0,0
g10,81,2,2,0,0
g100,115,3,62,0,0
g101,156,3,44,53,0
g102,159,3,44,7,0
g103,157,3,44,53,0
g104,154,3,44,53,0
g105,155,3,44,53,0
g106,158,3,44,7,0
g107,713,11,89,3,0
g108,712,6,72,8,0
g109,711,6,114,8,0
g11,82,2,2,0,0
g110,710,6,156,8,0
g111,708,3,61,3,0
g112,707,11,89,3,0
g113,706,11,89,3,0
g114,705,9,19,15,0
g115,704,7,38,21,0
g116,703,9,266,38,0
g117,702,11,89,3,0
g118,701,11,89,3,0
g119,700,11,89,3,0
g12,83,2,2,0,0
g120,699,6,114,8,0
g121,698,11,89,3,0
g122,697,11,89,3,0
g123,696,11,89,3,0
g124,695,11,89,3,0
g125,694,11,89,3,0
g126,693,11,89,3,0
g127,692,11,89,3,0
g128,691,11,89,3,0
g129,690,11,89,3,0
g13,84,2,2,0,0
g130,689,11,89,3,0
g131,688,11,89,3,0
g132,687,11,89,3,0
g133,686,11,89,3,0
g134,685,11,89,3,0
g135,144,3,44,53,0
g136,145,3,44,53,0
g137,146,3,44,53,0
g138,143,3,44,53,0
g139,714,11,3,216,0
g14,85,2,2,0,0
g140,682,5,196,23,0
g141,681,5,99,9,0
g142,680,5,99,9,0
g143,679,5,88,9,0
g144,678,5,88,9,0
g145,677,5,88,9,0
g146,676,5,88,9,0
g147,675,5,88,9,0
g148,674,5,88,9,0
g149,673,5,88,9,0
g15,86,2,2,0,0
g150,672,5,88,9,0
g151,671,5,88,9,0
g152,670,5,88,9,0
g153,669,5,88,9,0
g154,668,5,88,9,0
g155,667,5,88,9,0
g156,666,5,88,9,0
g157,665,5,88,9,0
g158,664,5,88,9,0
g159,663,5,88,9,0
g16,87,2,2,0,0
g160,662,5,88,9,0
g161,661,5,88,9,0
g162,660,5,88,9,0
g163,659,5,99,9,0
g164,658,5,99,9,0
g165,657,5,99,9,0
g166,656,5,99,9,0
g167,655,5,99,9,0
g168,654,5,99,9,0
g169,653,5,99,9,0
g17,88,2,2,0,0
g170,652,5,99,9,0
g171,651,5,99,9,0
g172,650,5,99,9,0
g173,649,5,99,9,0
g174,648,5,99,9,0
g175,647,5,99,9,0
g176,646,5,99,9,0
g177,645,5,99,9,0
g178,644,5,99,9,0
g179,643,5,99,9,0
g18,89,2,2,0,0
g180,642,5,99,9,0
g181,684,3,20009,25,0
g182,94,3,40,0,0
g183,683,106,5,16,0
g184,639,58,14,6,0
g185,638,5,176,19,0
g186,637,5,265,42,0
g187,636,5,108,42,0
g188,635,3,41,56,0
g189,634,3,41,56,0
g19,90,2,2,0,0
g190,633,3,41,56,0
g191,632,3,41,56,0
g192,631,3,41,56,0
g193,630,3,41,56,0
g194,629,3,41,56,0
g195,628,3,41,56,0
g196,627,3,41,56,0
g197,626,3,41,56,0
g198,625,3,41,56,0
g199,624,3,41,56,0
g2,99,2,2,0,0
g20,91,2,2,0,0
g200,623,3,59,3,0
g201,622,3,128,3,0
g202,621,3,262,3,0
g203,620,3,530,3,0
g204,619,3,1066,3,0
g205,618,3,41,10,0
g206,617,3,2138,3,0
g207,616,3,4282,3,0
g208,615,3,8570,3,0
g209,614,3,17146,3,0
g21,92,2,2,0,0
g210,613,3,41,10,0
g211,612,3,34298,3,0
g212,611,3,68602,3,0
g213,610,3,41,56,0
g214,609,3,137210,3,0
g215,608,3,41,56,0
g216,607,3,274426,3,0
g217,606,3,41,56,0
g218,605,3,548858,3,0
g219,604,3,1097722,3,0
g22,734,98,12,174,0
g220,603,3,2195447,3,0
g221,602,3,41,56,0
g222,601,3,41,56,0
g223,600,3,41,56,0
g224,599,3,41,56,0
g225,598,3,41,56,0
g226,641,8,150,122,0
g227,640,64,5,16,0
g228,593,42,6,55,0
g229,592,4,86,10,0
g23,133,3,95,106,0
g230,591,4,128,10,0
g231,590,4,128,10,0
g232,589,4,170,10,0
g233,588,3,18,21,0
g234,587,5,95,15,0
g235,586,4,65,24,0
g236,584,38,9,59,0
g237,583,38,9,59,0
g238,582,4,60,20,0
g239,581,38,9,59,0
g24,131,3,162,106,0
g240,580,17,2,20017,0
g241,579,62,4,88,0
g242,578,8,57,12,0
g243,577,38,9,59,0
g244,576,38,9,59,0
g245,575,38,9,59,0
g246,574,38,9,59,0
g247,573,38,9,59,0
g248,572,38,9,59,0
g249,571,38,9,59,0
g25,733,14,92,109,0
g250,570,38,9,59,0
g251,597,60,4,20,0
g252,596,4,90,119,0
g253,595,151,5,44,0
g254,594,5,41,56,0
g255,569,56,10,6,0
g256,568,125,14,6,0
g257,567,9,37,3,0
g258,566,259,14,6,0
g259,565,527,14,6,0
g26,132,3,167,106,0
g260,564,38,9,59,0
g261,563,1063,14,6,0
g262,562,38,9,13,0
g263,561,2135,14,6,0
g264,560,38,9,13,0
g265,559,4279,14,6,0
g266,558,8567,14,6,0
g267,557,17143,14,6,0
g268,556,34295,14,6,0
g269,555,38,9,59,0
g27,732,9,159,109,0
g270,554,68599,14,6,0
g271,553,137207,14,6,0
g272,552,274423,14,6,0
g273,551,548855,14,6,0
g274,550,38,9,59,0
g275,549,1097719,14,6,0
g276,548,38,9,59,0
g277,547,2195444,14,6,0
g278,546,38,9,59,0
g279,545,38,9,59,0
g28,136,3,43,7,0
g280,544,38,9,59,0
g281,543,38,9,59,0
g282,542,38,9,59,0
g283,541,8,2195443,12,0
g284,161,3,37,19997,0
g285,162,3,77,19957,0
g286,163,3,157,19877,0
g287,164,3,317,19717,0
g288,165,3,637,19397,0
g289,166,3,1277,18757,0
g29,731,9,164,109,0
g290,167,3,2557,17477,0
g291,168,3,5117,14917,0
g292,169,3,10234,9800,0
g293,540,4,89,8,0
g294,539,8,124,12,0
g295,538,8,258,12,0
