gate,net_ID,CC0,CC1,CO,is_trojan
g0,50,2,2,0,0
g1,51,2,2,0,0
g10,46,2,2,0,0
g100,122,3,13772,350,0
g1000,1954,11,858,4160,0
g1001,1953,11,515,4160,0
g1002,1952,11,182,4160,0
g1003,1951,11,211,3566,0
g1004,1950,11,2214,3566,0
g1005,1949,11,1191,3566,0
g1006,1948,11,858,3566,0
g1007,1947,11,182,3566,0
g1008,1946,11,515,596,0
g1009,1945,11,211,2972,0
g101,123,3,14021,350,0
g1010,1944,11,182,1190,0
g1011,1943,11,858,2972,0
g1012,1942,11,515,2972,0
g1013,1941,11,182,2972,0
g1014,1940,11,1871,2378,0
g1015,1939,11,211,2378,0
g1016,1938,11,2214,2378,0
g1017,1937,11,1191,2378,0
g1018,1936,11,858,2378,0
g1019,1935,11,182,2378,0
g102,124,3,7,396,0
g1020,1934,11,1871,1784,0
g1021,1933,11,211,1784,0
g1022,1932,11,2214,1784,0
g1023,1931,11,858,1784,0
g1024,1930,11,182,1784,0
g1025,1929,11,211,1190,0
g1026,1928,11,2214,1190,0
g1027,1927,11,515,2378,0
g1028,1926,11,1191,1190,0
g1029,1925,11,1871,596,0
g103,125,3,14580,396,0
g1030,1924,11,211,596,0
g1031,1923,11,2214,596,0
g1032,1922,11,1191,596,0
g1033,2120,9,3,619,0
g1034,2119,9,3,538,0
g1035,2118,9,3,503,0
g1036,2117,9,3,450,0
g1037,2116,9,3,415,0
g1038,2115,9,3,369,0
g1039,2114,9,3,334,0
g104,126,3,14829,396,0
g1040,2113,10,3,283,0
g1041,2112,10,3,248,0
g1042,2111,10,3,202,0
g1043,2110,10,3,167,0
g1044,2109,9,3,584,0
g1045,2108,9,3,751,0
g1046,2107,9,3,705,0
g1047,2106,9,3,670,0
g1048,2105,9,3,787,0
g1049,1918,24551,7,614,0
g105,127,3,15078,396,0
g1050,1916,30700,7,746,0
g1051,1914,6137,8,243,0
g1052,1912,20460,7,533,0
g1053,1910,2046,8,162,0
g1054,1908,28647,7,700,0
g1055,1906,32738,7,782,0
g1056,1904,18422,7,498,0
g1057,1902,26609,7,665,0
g1058,1900,14324,7,410,0
g1059,1898,12271,7,364,0
g106,128,3,15327,396,0
g1060,1896,10233,7,329,0
g1061,1894,8175,8,278,0
g1062,1892,4084,8,197,0
g1063,1890,22513,7,579,0
g1064,1888,16362,7,445,0
g1065,1886,5,857,602,0
g1066,1885,6,3,6812,0
g1067,1884,6,3,6669,0
g1068,1883,8,3,6540,0
g1069,1882,8,3,6392,0
g107,129,3,15576,396,0
g1070,1881,6,3,6267,0
g1071,1880,6,3,6124,0
g1072,1879,6,61,793,0
g1073,1878,6,129,793,0
g1074,1877,6,262,793,0
g1075,1876,6,79,160,0
g1076,1875,6,165,160,0
g1077,1874,6,334,160,0
g1078,1873,5,1537,4166,0
g1079,1872,5,181,1790,0
g108,130,3,15825,396,0
g1080,1871,5,1689,4166,0
g1081,1870,5,2022,4166,0
g1082,1869,5,1870,1196,0
g1083,1868,5,963,4755,0
g1084,1867,5,1009,1790,0
g1085,1866,5,857,2978,0
g1086,1865,5,1537,1196,0
g1087,1864,5,333,4166,0
g1088,1863,5,1009,4166,0
g1089,1862,5,2546,1196,0
g109,131,3,16074,396,0
g1090,1861,5,1342,602,0
g1091,1860,5,2213,1790,0
g1092,1859,5,1510,4755,0
g1093,1858,5,1090,4755,0
g1094,1857,5,2546,1790,0
g1095,1856,5,1912,4755,0
g1096,1855,5,1785,4755,0
g1097,1854,5,2055,4755,0
g1098,1853,5,1240,4755,0
g1099,1852,5,820,4755,0
g11,47,2,2,0,0
g110,132,3,7,431,0
g1100,1851,5,693,4755,0
g1101,1850,5,418,4755,0
g1102,1849,5,275,4755,0
g1103,1848,5,148,4755,0
g1104,1847,5,1342,4166,0
g1105,1846,5,2546,4166,0
g1106,1845,5,1190,4166,0
g1107,1844,5,181,4166,0
g1108,1843,5,857,4166,0
g1109,1842,5,2022,3572,0
g111,133,3,16618,431,0
g1110,1841,5,2365,3572,0
g1111,1840,5,2546,3572,0
g1112,1839,5,1870,1790,0
g1113,1838,5,1009,3572,0
g1114,1837,5,514,3572,0
g1115,1836,5,666,3572,0
g1116,1835,5,181,3572,0
g1117,1834,5,1689,2978,0
g1118,1833,5,1870,2978,0
g1119,1832,5,1342,2978,0
g112,134,3,16867,431,0
g1120,1831,5,2213,4166,0
g1121,1830,5,2213,2978,0
g1122,1829,5,2546,2978,0
g1123,1828,5,1689,3572,0
g1124,1827,5,1009,2978,0
g1125,1826,5,333,2978,0
g1126,1825,5,333,1196,0
g1127,1824,5,2546,602,0
g1128,1823,5,1537,602,0
g1129,1822,5,2022,2384,0
g113,135,3,17116,431,0
g1130,1821,5,1342,2384,0
g1131,1820,5,2365,2384,0
g1132,1819,5,2546,2384,0
g1133,1818,5,1637,4755,0
g1134,1817,5,666,2384,0
g1135,1816,5,333,2384,0
g1136,1815,5,1689,1790,0
g1137,1814,5,181,2384,0
g1138,1813,5,1342,1790,0
g1139,1812,5,2365,1790,0
g114,136,3,17365,431,0
g1140,1811,5,2213,2384,0
g1141,1810,5,1537,2384,0
g1142,1809,5,1190,1790,0
g1143,1808,5,514,4166,0
g1144,1807,5,514,1790,0
g1145,1806,5,333,1790,0
g1146,1805,5,1689,1196,0
g1147,1804,5,1367,4755,0
g1148,1803,5,514,2384,0
g1149,1802,5,1009,2384,0
g115,137,3,17614,431,0
g1150,1801,5,1870,4166,0
g1151,1800,5,1009,1196,0
g1152,1799,5,666,1196,0
g1153,1798,5,857,2384,0
g1154,1797,5,181,1196,0
g1155,1796,5,1870,602,0
g1156,1795,8,3,5995,0
g1157,1794,5,2365,602,0
g1158,1793,5,2365,1196,0
g1159,1792,5,1190,602,0
g116,138,3,17863,431,0
g1160,1791,5,1009,602,0
g1161,1790,5,514,602,0
g1162,1789,5,666,602,0
g1163,1788,5,333,602,0
g1164,1787,5,1190,2384,0
g1165,1786,5,666,4166,0
g1166,1785,5,2213,1196,0
g1167,1784,5,2022,1196,0
g1168,1783,5,2213,602,0
g1169,1782,5,2022,602,0
g117,139,3,18112,431,0
g1170,1781,5,1537,1790,0
g1171,1780,5,2365,4166,0
g1172,1779,5,1870,2384,0
g1173,1778,5,1689,2384,0
g1174,1777,5,666,2978,0
g1175,1776,5,1190,1196,0
g1176,1775,5,181,2978,0
g1177,1774,5,514,2978,0
g1178,1773,5,514,1196,0
g1179,1772,5,1537,2978,0
g118,140,3,7,484,0
g1180,1771,5,857,1790,0
g1181,1770,5,666,1790,0
g1182,1769,5,2365,2978,0
g1183,1768,5,1190,2978,0
g1184,1767,5,545,4755,0
g1185,1766,5,2022,2978,0
g1186,1765,5,1689,602,0
g1187,1764,5,333,3572,0
g1188,1763,5,1537,3572,0
g1189,1762,5,857,3572,0
g119,141,3,18678,484,0
g1190,1761,5,857,1196,0
g1191,1760,5,1870,3572,0
g1192,1759,5,1342,1196,0
g1193,1758,5,1190,3572,0
g1194,1757,5,181,602,0
g1195,1756,5,2022,1790,0
g1196,1755,5,2213,3572,0
g1197,1754,5,1342,3572,0
g1198,1753,5,2183,4755,0
g1199,1752,5,2700,3572,0
g12,48,2,2,0,0
g120,142,3,18927,484,0
g1200,1751,5,2700,1790,0
g1201,1750,5,2700,1196,0
g1202,1749,5,2700,4166,0
g1203,1748,5,2700,2384,0
g1204,1747,5,2700,602,0
g1205,1746,5,2700,2978,0
g1206,1745,5,42,16,0
g1207,1744,5,158,15,0
g1208,1743,8,3,5845,0
g1209,1742,6,3,5720,0
g121,143,3,19176,484,0
g1210,1741,6,3,5577,0
g1211,1740,8,3,5448,0
g1212,1739,6,3,5302,0
g1213,1738,4,130,16,0
g1214,1737,8,3,5173,0
g1215,1736,8,3,5030,0
g1216,1735,8,3,4903,0
g1217,1734,19,104,25,0
g1218,1733,19,142,25,0
g1219,1732,5,14,16,0
g122,144,3,19425,484,0
g1220,1731,19,147,25,0
g1221,1730,19,49,25,0
g1222,1921,129,7,928,0
g1223,1920,2033,3,62,0
g1224,1919,12,3,2033,0
g1225,1917,6,24550,615,0
g1226,1915,6,30699,747,0
g1227,1913,7,6136,244,0
g1228,1911,6,20459,534,0
g1229,1909,7,2045,163,0
g123,145,3,19674,484,0
g1230,1907,6,28646,701,0
g1231,1905,6,32737,783,0
g1232,1903,6,18421,499,0
g1233,1901,6,26608,666,0
g1234,1899,6,14323,411,0
g1235,1897,6,12270,365,0
g1236,1895,6,10232,330,0
g1237,1893,7,8174,279,0
g1238,1891,7,4083,198,0
g1239,1889,6,22512,580,0
g124,146,3,19923,484,0
g1240,1887,6,16361,446,0
g1241,1729,30,9,170,0
g1242,1727,18,5,47,0
g1243,1725,9,521,5751,0
g1244,1724,6,3,6940,0
g1245,1723,9,521,5157,0
g1246,1722,11,2031,2045,0
g1247,1721,9,521,4563,0
g1248,1720,9,521,3969,0
g1249,1719,11,7521,92,0
g125,147,3,20172,484,0
g1250,1718,9,521,3375,0
g1251,1717,9,521,2781,0
g1252,1716,10,16,25,0
g1253,1715,11,3349,92,0
g1254,1714,11,1014,1031,0
g1255,1713,9,364,2108,0
g1256,1712,10,24,788,0
g1257,1711,11,24482,92,0
g1258,1710,11,28664,92,0
