gate,net_ID,CC0,CC1,CO,is_trojan
g0,38,3,23,0,0
g1,39,3,98,0,0
g10,48,3,66,240,0
g100,138,3,410,393,0
g1000,1917,5,1423,121,0
g1001,1916,5,956,121,0
g1002,1915,5,417,121,0
g1003,1914,5,470,126,0
g1004,1913,5,749,121,0
g1005,1912,5,1062,121,0
g1006,1911,5,754,126,0
g1007,1910,5,1066,125,0
g1008,1909,5,754,126,0
g1009,1908,5,421,125,0
g101,139,3,410,393,0
g1010,1907,5,855,121,0
g1011,1906,5,672,121,0
g1012,1905,5,210,121,0
g1013,1904,5,315,125,0
g1014,1903,5,1317,121,0
g1015,1902,5,1317,121,0
g1016,1901,5,1221,126,0
g1017,1900,5,956,121,0
g1018,1899,5,672,121,0
g1019,1898,5,311,121,0
g102,140,3,410,393,0
g1020,1897,5,1216,121,0
g1021,1896,5,1423,121,0
g1022,1895,5,855,121,0
g1023,1894,5,465,121,0
g1024,1893,5,749,121,0
g1025,1892,5,104,121,0
g1026,1891,5,215,126,0
g1027,1890,5,860,126,0
g1028,1889,5,214,125,0
g1029,1888,5,754,126,0
g103,141,3,410,393,0
g1030,1887,5,677,126,0
g1031,1886,5,469,125,0
g1032,1885,5,315,125,0
g1033,1884,5,1114,125,0
g1034,1883,5,470,126,0
g1035,1882,5,316,126,0
g1036,1881,5,754,126,0
g1037,1880,5,1221,126,0
g1038,1879,5,470,126,0
g1039,1878,5,1221,126,0
g104,142,3,410,393,0
g1040,1877,5,1115,126,0
g1041,1876,5,215,126,0
g1042,1875,5,754,126,0
g1043,1874,5,783,126,0
g1044,1873,5,677,126,0
g1045,1872,5,860,126,0
g1046,1871,5,576,126,0
g1047,1870,5,1428,126,0
g1048,1869,5,1221,126,0
g1049,1868,5,1322,126,0
g105,143,3,410,393,0
g1050,1867,5,316,126,0
g1051,1866,5,1067,126,0
g1052,1865,5,961,126,0
g1053,1864,5,422,126,0
g1054,1863,5,109,126,0
g1055,1862,5,417,121,0
g1056,1861,5,576,126,0
