gate,net_ID,CC0,CC1,CO,is_trojan
g0,2765,2,2,236,0
g1,2901,12,490,726,0
g10,2936,12,474,721,0
g100,2729,6,473,727,0
g1000,2098,7,1633,13,0
g1001,2097,7,1633,13,0
g1002,2096,7,1633,13,0
g1003,2095,5,1631,13,0
g1004,2094,7,1632,13,0
g1005,2093,5,1350,13,0
g1006,2092,5,1631,13,0
g1007,2091,7,1632,13,0
g1008,2090,7,1633,13,0
g1009,2089,7,1634,13,0
g101,2728,6,473,712,0
g1010,2088,7,1633,13,0
g1011,2087,7,1632,13,0
g1012,2086,7,1272,13,0
g1013,2085,5,1631,13,0
g1014,2084,7,1632,13,0
g1015,2083,7,1633,13,0
g1016,2082,5,1632,13,0
g1017,2081,7,1633,13,0
g1018,2080,7,1632,13,0
g1019,2079,7,1633,13,0
g102,2727,6,473,727,0
g1020,2078,7,1633,13,0
g1021,2077,7,1633,13,0
g1022,2076,7,1632,13,0
g1023,2075,5,1290,13,0
g1024,2074,7,1167,29,0
g1025,2073,7,1184,29,0
g1026,2072,7,1188,29,0
g1027,2071,5,1186,29,0
g1028,2070,7,1173,13,0
g1029,2069,7,1177,13,0
g103,2726,6,473,727,0
g1030,2068,7,1182,13,0
g1031,2067,7,1187,13,0
g1032,2066,7,1192,13,0
g1033,2065,5,1195,13,0
g1034,2064,7,1202,13,0
g1035,2063,7,1207,13,0
g1036,2062,7,1212,13,0
g1037,2061,7,1217,13,0
g1038,2060,5,1220,13,0
g1039,2059,7,1227,13,0
g104,2725,6,473,727,0
g1040,2058,5,1230,13,0
g1041,2057,7,1432,13,0
g1042,2056,5,1235,13,0
g1043,2055,5,1240,13,0
g1044,2054,5,1245,13,0
g1045,2053,5,1250,13,0
g1046,2052,7,1257,13,0
g1047,2051,5,1260,13,0
g1048,2050,7,1267,13,0
g1049,2049,5,1275,13,0
g105,2724,6,473,727,0
g1050,2048,5,1280,13,0
g1051,2047,5,1190,10,0
g1052,2041,29,217,506,0
g1053,2040,9,224,11,0
g1054,2039,5,1300,13,0
g1055,2038,7,1307,13,0
g1056,2037,7,1317,13,0
g1057,2036,5,1320,13,0
g1058,2035,5,1325,13,0
g1059,2034,7,1332,13,0
g106,2723,6,473,712,0
g1060,2033,7,1337,13,0
g1061,2032,7,1342,13,0
g1062,2031,5,1345,13,0
g1063,2030,7,1357,13,0
g1064,2029,5,1360,13,0
g1065,2028,5,1365,13,0
g1066,2027,5,1375,13,0
g1067,2026,7,1382,13,0
g1068,2025,5,1385,13,0
g1069,2024,7,1392,13,0
g107,2722,6,473,727,0
g1070,2023,7,1397,13,0
g1071,2022,7,1639,26,0
g1072,2021,5,1400,13,0
g1073,2020,7,1407,13,0
g1074,2019,7,1412,13,0
g1075,2018,7,1417,13,0
g1076,2017,7,1422,13,0
g1077,2016,5,1370,13,0
g1078,2015,7,1646,26,0
g1079,2014,7,1427,13,0
g108,2721,6,473,727,0
g1080,2013,5,1435,13,0
g1081,2012,5,1440,13,0
g1082,2011,5,1445,13,0
g1083,2010,7,1659,26,0
g1084,2009,7,1452,13,0
g1085,2008,7,1457,13,0
g1086,2007,5,1460,13,0
g1087,2006,5,1465,13,0
g1088,2005,7,1661,26,0
g1089,2004,7,1633,13,0
g109,2720,6,473,712,0
g1090,2003,7,1633,13,0
g1091,2002,5,1631,13,0
g1092,2001,7,1633,13,0
g1093,2000,5,1631,13,0
g1094,1999,7,1633,13,0
g1095,1998,7,1633,13,0
g1096,1997,5,1631,13,0
g1097,1996,7,1633,13,0
g1098,1995,7,1633,13,0
g1099,1994,7,1633,13,0
g11,2910,12,474,721,0
g110,2719,6,473,727,0
g1100,1993,5,1631,13,0
g1101,1992,7,1633,13,0
g1102,1991,5,1631,13,0
g1103,1990,7,1633,13,0
g1104,1989,7,1633,13,0
g1105,1988,7,1633,13,0
g1106,1987,5,1631,13,0
g1107,1986,7,1633,13,0
g1108,1985,7,1633,13,0
g1109,1984,9,224,11,0
g111,2718,6,473,727,0
g1110,1983,8,937,28,0
g1111,1982,10,457,26,0
g1112,1981,8,937,28,0
g1113,1980,10,457,26,0
g1114,1979,8,937,28,0
g1115,1978,10,457,26,0
g1116,1977,8,937,25,0
g1117,1976,7,227,26,0
g1118,1975,8,937,26,0
g1119,1974,10,457,24,0
g112,2717,6,473,727,0
g1120,1973,8,937,25,0
g1121,1972,9,454,11,0
g1122,1971,7,227,26,0
g1123,1970,8,937,25,0
g1124,1969,7,227,26,0
g1125,1968,8,937,25,0
g1126,1967,7,227,26,0
g1127,1966,9,224,9,0
g1128,1965,9,224,9,0
g1129,1964,9,224,9,0
g113,2716,6,473,727,0
g1130,1963,9,224,11,0
g1131,1962,9,224,11,0
g1132,1961,9,224,9,0
g1133,1960,9,224,9,0
g1134,1959,9,454,9,0
g1135,1958,9,224,9,0
g1136,1957,9,224,11,0
g1137,1956,9,224,9,0
g1138,1955,9,224,9,0
g1139,1954,9,224,11,0
g114,2715,6,473,728,0
g1140,1953,9,224,9,0
g1141,1952,9,454,11,0
g1142,1951,9,224,11,0
g1143,1950,9,224,11,0
g1144,1949,9,224,9,0
g1145,1948,9,224,11,0
g1146,1947,9,224,11,0
g1147,1946,9,224,11,0
g1148,1945,9,454,11,0
g1149,1944,9,224,11,0
g115,2714,6,473,727,0
g1150,1943,9,454,11,0
g1151,1942,5,1295,13,0
g1152,1941,9,224,11,0
g1153,1940,9,454,9,0
g1154,1939,9,224,11,0
g1155,1938,9,224,11,0
g1156,1937,9,224,9,0
g1157,1936,9,224,11,0
g1158,1935,9,224,9,0
g1159,1934,9,224,11,0
g116,2713,6,473,727,0
g1160,1933,9,454,11,0
g1161,1932,9,224,11,0
g1162,1931,9,224,11,0
g1163,1930,9,224,11,0
g1164,1929,9,224,11,0
g1165,1928,9,224,9,0
g1166,1927,9,454,9,0
g1167,1926,9,224,11,0
g1168,1925,9,454,11,0
g1169,1924,9,224,11,0
g117,2712,6,473,727,0
g1170,1923,9,224,9,0
g1171,1922,9,454,9,0
g1172,1921,9,224,11,0
g1173,1920,9,224,11,0
g1174,1919,9,224,11,0
g1175,1918,9,224,11,0
g1176,1917,9,454,11,0
g1177,1916,9,224,11,0
g1178,1915,9,224,11,0
g1179,1914,9,454,11,0
g118,2711,6,473,727,0
g1180,1913,9,454,11,0
g1181,1912,9,454,9,0
g1182,1911,9,454,9,0
g1183,1910,9,224,11,0
g1184,1909,9,454,11,0
g1185,1908,9,454,9,0
g1186,1907,9,454,9,0
g1187,1906,9,454,11,0
g1188,1905,9,454,11,0
g1189,1904,9,454,11,0
g119,2710,6,473,727,0
g1190,1903,9,454,11,0
g1191,1902,9,454,11,0
g1192,1901,9,454,11,0
g1193,1900,9,454,11,0
g1194,1899,9,454,11,0
g1195,1898,9,454,9,0
g1196,1897,9,454,11,0
g1197,1896,9,454,11,0
g1198,1895,9,454,9,0
g1199,1894,9,454,9,0
g12,2909,12,474,721,0
g120,2709,6,473,727,0
g1200,1893,9,454,9,0
g1201,1892,9,454,11,0
g1202,1891,9,454,11,0
g1203,1890,9,454,9,0
g1204,1889,9,454,9,0
g1205,1888,9,454,11,0
g1206,1887,9,454,11,0
g1207,1886,9,454,9,0
g1208,1885,9,454,11,0
g1209,1884,9,454,11,0
g121,2708,6,473,727,0
g1210,1883,9,454,9,0
g1211,1882,9,454,11,0
g1212,1881,9,454,9,0
g1213,1880,9,454,11,0
g1214,1879,9,454,9,0
g1215,1878,9,454,9,0
g1216,1877,9,454,11,0
g1217,1876,9,454,11,0
g1218,1875,9,454,11,0
g1219,1874,9,454,11,0
g122,2707,6,473,727,0
g1220,1873,9,454,9,0
g1221,1872,9,454,9,0
g1222,1871,9,454,9,0
g1223,1870,9,454,9,0
g1224,1869,9,454,9,0
g1225,1868,9,454,9,0
g1226,1867,9,224,11,0
g1227,1866,9,224,11,0
g1228,1865,9,224,9,0
g1229,1864,9,224,11,0
g123,2706,6,473,727,0
g1230,1863,9,454,9,0
g1231,1862,9,224,9,0
g1232,1861,9,224,11,0
g1233,1860,9,224,11,0
g1234,1859,9,224,9,0
