gate,net_ID,CC0,CC1,CO,is_trojan
g0,173,5943,4,6807,0
g1,202,2270,7,16,0
g10,280,2,2,29,1
g100,261,8,52,2262,0
g101,278,2,2,57,1
g102,177,719,7,3794,0
g103,222,8,2276,10,0
g104,151,2972,4,9778,0
g105,105,6,6,3,1
g106,250,13,190,2119,0
g107,184,5,97,2281,0
g108,185,5,7,2276,0
g109,252,11,44,2283,0
g11,72,3,13,0,0
g110,109,6,6,3,1
g111,240,5,86,2294,0
g112,236,5,97,2294,0
g113,161,48,4,2282,0
g114,76,3,9,0,0
g115,267,8,746,11989,0
g116,227,14,2968,9762,0
g117,232,7,41,2278,0
g118,128,96,4,2213,0
g119,79,3,9,0,0
g12,296,2,5,7,1
g120,209,1505,9,776,0
g121,309,3,50,6,1
g122,136,194,4,2120,0
g123,275,2,2,38,1
g124,94,3,90,2285,0
g125,253,10,1511,770,0
g126,274,2,2,30,1
g127,305,2,5,7,1
g128,211,5,816,2225,0
g129,216,8,2967,9768,0
g13,108,6,6,3,1
g130,174,387,4,2654,0
g131,243,7,91,2223,0
g132,314,2,2,30,1
g133,234,5,183,2294,0
g134,74,3,18,0,0
g135,134,96,4,2218,0
g136,127,387,4,1922,0
g137,191,744,9,1540,0
g138,73,3,18,0,0
g139,146,5,2226,10509,0
g14,182,5,183,2281,0
g140,104,6,6,12,1
g141,171,5,4,2416,0
g142,169,96,4,2945,0
g143,320,2,2,26,1
g144,277,11,4,18,1
g145,196,5,2235,2278,0
g146,179,1519,5,762,0
g147,118,3,4,2280,0
g148,224,8,2276,10,0
g149,262,10,150,2164,0
g15,246,11,130,2288,0
g150,87,3,758,1526,0
g151,249,13,383,1926,0
g152,84,3,8,0,0
g153,163,23,4,2258,0
g154,304,43,4,9,1
g155,311,2,5,7,1
g156,102,6,6,12,1
g157,91,3,193,2116,0
g158,208,10,24,2307,0
g159,157,5205,10,7530,0
g16,143,740,4,11995,0
g160,297,3,34,6,1
g161,180,723,5,1610,0
g162,113,5,5,3,1
g163,302,2,5,7,1
g164,203,2270,7,16,0
g165,276,2,2,46,1
g166,92,3,386,1923,0
g167,86,3,718,1563,0
g168,264,5,10402,2328,0
g169,270,2,2,42,1
g17,292,27,4,9,1
g170,282,3,14,15,1
g171,293,2,5,7,1
g172,204,2270,7,11,0
g173,319,7,4,21,1
g174,239,5,129,2294,0
g175,260,29,715,1566,0
g176,207,23,9,2274,0
g177,300,3,38,6,1
g178,141,5,339,1975,0
g179,148,2227,9,10508,0
g18,210,10,1506,2274,0
g180,235,5,140,2294,0
