gate,net_ID,CC0,CC1,CO,is_trojan
g0,8020,6,18,58,0
g1,8019,6,18,69,0
g10,8010,6,18,71,0
g100,7952,3,12,101,0
g1000,7281,6,49,57,0
g1001,7280,6,55,59,0
g1002,7279,6,49,57,0
g1003,7278,6,48,62,0
g1004,7277,18,40,85,0
g1005,7276,13,43,90,0
g1006,7275,27,33,88,0
g1007,7274,27,29,87,0
g1008,7273,6,52,57,0
g1009,7272,6,51,65,0
g101,7951,3,12,109,0
g1010,7271,4,45,59,0
g1011,7270,4,43,72,0
g1012,7269,4,41,93,0
g1013,7268,6,45,75,0
g1014,7267,4,30,105,0
g1015,7266,6,41,88,0
g1016,7265,34,32,84,0
g1017,7264,11,42,90,0
g1018,7263,24,34,89,0
g1019,7262,18,21,62,0
g102,7950,3,12,95,0
g1020,7261,27,45,53,0
g1021,7260,27,45,55,0
g1022,7259,29,48,51,0
g1023,7258,25,46,54,0
g1024,7257,24,33,91,0
g1025,7256,22,32,92,0
g1026,7255,22,32,91,0
g1027,7254,36,38,75,0
g1028,7253,36,38,75,0
g1029,7252,38,34,74,0
g103,7949,3,12,107,0
g1030,7251,28,28,87,0
g1031,7250,14,48,66,0
g1032,571,65,12,0,0
g1033,570,65,12,0,0
g1034,553,82,10,0,0
g1035,7249,48,42,32,0
g1036,7248,50,42,32,0
g1037,7247,48,42,30,0
g1038,7246,48,42,29,0
g1039,7245,48,34,29,0
g104,7948,3,12,95,0
g1040,7244,7,50,70,0
g1041,608,64,16,0,0
g1042,7243,70,16,8,0
g1043,7242,32,42,48,0
g1044,7241,60,14,14,0
g1045,7240,71,17,8,0
g1046,7239,7,56,70,0
g1047,7238,18,41,61,0
g1048,7237,72,16,7,0
g1049,7236,20,33,61,0
g105,7947,3,12,103,0
g1050,7235,69,14,8,0
g1051,7234,31,34,37,0
g1052,7233,39,24,86,0
g1053,7232,14,47,66,0
g1054,7231,14,44,66,0
g1055,7230,14,44,68,0
g1056,7229,12,45,67,0
g1057,7228,14,47,66,0
g1058,7227,23,6,72,0
g1059,7226,6,43,75,0
g106,7946,3,12,96,0
g1060,7225,13,45,50,0
g1061,7224,32,27,85,0
g1062,7223,29,45,50,0
g1063,7222,13,47,52,0
g1064,7221,12,51,68,0
g1065,7220,12,49,68,0
g1066,7219,12,48,70,0
g1067,573,65,12,0,0
g1068,7218,37,41,74,0
g1069,7216,21,21,119,0
g107,7945,3,12,105,0
g1070,7214,33,28,92,0
g1071,7212,27,23,96,0
g1072,7208,22,26,93,0
g1073,7205,26,30,77,0
g1074,7203,26,30,100,0
g1075,7201,22,26,79,0
g1076,7198,22,26,95,0
g1077,7197,24,28,103,0
g1078,7194,26,27,80,0
