gate,net_ID,CC0,CC1,CO,is_trojan
g0,370,6,15375,1946,0
g1,6,3,3073,417,0
g10,38,3,265,282,0
g100,308,6150,4,427,0
g101,307,1535,4,434,0
g102,306,68307,10,395,0
g103,305,273619,10,395,0
g104,304,70079571,10,395,0
g105,303,280318673,10,395,0
g106,302,17519795,10,395,0
g107,301,560637478,12,395,0
g108,300,136746,12,395,0
g109,299,140159273,12,395,0
g11,62,3,4485100852,268,0
g110,298,2189862,12,395,0
g111,297,8759834,11,395,0
g112,296,4147,10,395,0
g113,295,35039722,12,395,0
g114,294,547369,12,395,0
g115,293,71761613557,10,395,0
g116,292,17940403291,10,395,0
g117,291,35880806715,11,395,0
g118,290,406,11,409,0
g119,289,4618,11,1942,0
g12,63,3,8970201709,268,0
g120,288,2010,11,395,0
g121,287,1094865,10,395,0
g122,286,1542,9,1952,0
g123,285,4379851,10,395,0
g124,284,939,10,398,0
g125,283,2242550299,11,395,0
g126,282,1121275083,10,395,0
g127,281,8970201582,12,395,0
g128,280,138,9,409,0
g129,279,8426,12,395,0
g13,64,3,17940403418,268,0
g130,278,10767,10,1942,0
g131,277,16979,10,395,0
g132,276,143523227247,11,395,0
g133,275,287046454621,10,418,0
g134,274,34090,11,395,0
g135,273,135,161,133,0
g136,397,9,287046454620,419,0
g137,396,10,143523227246,396,0
g138,185,5,287046454616,423,0
g139,184,143523227240,9,402,0
g14,65,3,35880806842,268,0
g140,402,9,71761613556,396,0
g141,183,143523227240,6,143523227799,0
g142,182,5,143523227239,406,0
g143,401,10,35880806714,396,0
g144,181,71761613553,6,71761614092,0
g145,180,5,71761613552,400,0
g146,179,35880806708,9,402,0
g147,400,9,17940403290,396,0
g148,178,35880806708,6,35880807244,0
g149,177,5,35880806707,406,0
g15,66,3,71761613684,268,0
g150,399,11,8970201581,396,0
g151,395,9,4485100724,396,0
g152,176,17940403287,6,17940403826,0
g153,175,5,17940403286,400,0
g154,174,8970201575,10,402,0
g155,394,10,2242550298,396,0
g156,173,5,4485100720,400,0
g157,172,8970201575,7,8970202111,0
g158,171,6,8970201574,406,0
g159,170,2242550292,9,402,0
g16,67,3,143523227374,268,0
g160,393,9,1121275082,396,0
g161,169,2242550292,6,2242550828,0
g162,168,5,2242550291,406,0
g163,392,11,560637477,396,0
g164,391,9,280318672,396,0
g165,389,9,70079570,396,0
g166,167,1121275079,6,1121275618,0
g167,166,5,1121275078,400,0
g168,165,560637471,10,402,0
g169,390,11,140159272,396,0
g17,45,3,34217,268,0
g170,388,11,35039721,396,0
g171,387,9,17519794,396,0
g172,164,5,280318668,400,0
g173,163,5,70079566,400,0
g174,162,560637471,7,560638007,0
g175,161,6,560637470,406,0
g176,160,140159266,10,402,0
g177,159,35039715,10,402,0
g178,386,10,8759833,396,0
g179,158,5,17519790,400,0
g18,68,3,287046454748,291,0
g180,157,35039715,7,35040251,0
g181,156,6,35039714,406,0
g182,155,140159266,7,140159802,0
g183,154,6,140159265,406,0
g184,153,8759827,9,402,0
g185,385,9,4379850,396,0
g186,152,8759827,6,8760363,0
g187,151,5,8759826,406,0
g188,384,11,2189861,396,0
g189,383,9,1094864,396,0
g19,61,3,2242550426,268,0
g190,381,9,273618,396,0
g191,150,6569835,5,2190397,0
g192,149,5,4379846,400,0
g193,148,2189855,10,402,0
g194,382,11,547368,396,0
g195,380,11,136745,396,0
g196,379,9,68306,396,0
g197,147,5,1094860,400,0
g198,146,5,273614,400,0
g199,145,2189855,7,2190391,0
g2,5,3,1534,414,0
g20,60,3,1121275210,268,0
g200,144,6,2189854,406,0
g201,143,136739,10,402,0
g202,142,547362,10,402,0
g203,378,10,34089,396,0
g204,141,5,68302,400,0
g205,140,547362,7,547898,0
g206,139,6,547361,406,0
g207,138,136739,7,137275,0
g208,137,6,136738,406,0
g209,136,34083,9,402,0
g21,39,3,533,282,0
g210,377,9,16978,396,0
g211,135,34083,6,34619,0
g212,134,5,34082,406,0
g213,376,11,8425,396,0
g214,375,9,4146,396,0
g215,133,5,16974,400,0
g216,132,25527,5,8961,0
g217,131,8419,10,402,0
g218,374,10,2009,396,0
g219,130,5,4142,400,0
g22,40,3,1066,271,0
g220,129,8419,7,8955,0
g221,128,6,8418,406,0
g222,127,2003,9,402,0
g223,373,9,938,399,0
g224,126,513277,5,34490,0
g225,125,131399437,5,8760234,0
g226,124,2003,6,2539,0
g227,123,5,2002,406,0
g228,372,10,405,410,0
g229,122,96359586,5,43800085,0
g23,41,3,2137,268,0
g230,121,5,934,403,0
g231,120,934,5,1474,0
g232,119,376402,5,171365,0
g233,118,399,9,416,0
g234,371,8,137,410,0
g235,117,420478203,5,140159673,0
g236,116,1642491,5,547769,0
g237,115,26279886,5,8760234,0
g238,114,6727651281,5,2242550699,0
g239,113,102654,5,34490,0
g24,42,3,4274,268,0
g240,112,6414,5,2410,0
g241,111,399,6,938,0
g242,110,5,398,420,0
g243,109,131,7,416,0
g244,108,143523227375,4,143523227664,0
g245,107,560637606,4,560637872,0
g246,106,35880806843,4,35880807109,0
g247,105,131,4,687,0
g248,104,17519923,4,17520197,0
g249,103,534,4,803,0
