gate,net_ID,CC0,CC1,CO,is_trojan
g0,214,2,2,0,0
g1,215,2,2,0,0
g10,212,2,2,0,0
g100,5041,3,4462,1017,0
g1000,4649,20,87,15,0
g1001,4648,20,87,15,0
g1002,4647,20,87,15,0
g1003,4646,20,87,15,0
g1004,4645,20,87,15,0
g1005,4644,20,87,15,0
g1006,4643,20,87,15,0
g1007,4642,20,87,15,0
g1008,4641,20,87,15,0
g1009,4640,20,87,15,0
g101,5040,3,18667444894,1331,0
g1010,4639,20,87,15,0
g1011,4638,20,87,15,0
g1012,4637,20,87,15,0
g1013,4636,20,87,15,0
g1014,4635,20,87,15,0
g1015,4634,20,87,15,0
g1016,4633,20,87,15,0
g1017,4632,20,87,15,0
g1018,4631,20,87,15,0
g1019,4630,20,87,15,0
g102,5039,5,2235,1015,0
g1020,4629,20,87,15,0
g1021,4628,20,87,15,0
g1022,4627,20,87,15,0
g1023,4626,20,87,15,0
g1024,4625,20,87,15,0
g1025,4624,20,87,15,0
g1026,4623,20,87,15,0
g1027,4622,7,653,19,0
g1028,4621,9,655,17,0
g1029,4620,7,653,19,0
g103,5038,5,72919711,1423,0
g1030,4619,9,655,17,0
g1031,4618,9,655,17,0
g1032,4617,7,653,19,0
g1033,4616,9,655,17,0
g1034,4615,7,653,19,0
g1035,4614,9,655,17,0
g1036,4613,7,653,19,0
g1037,4612,9,655,17,0
g1038,4611,7,653,19,0
g1039,4610,9,655,17,0
g104,5037,3,1112,1588,0
g1040,4609,7,653,19,0
g1041,4608,9,655,17,0
g1042,4607,7,653,19,0
g1043,4606,9,655,17,0
g1044,4605,7,653,19,0
g1045,4604,9,655,17,0
g1046,4603,7,653,19,0
g1047,4602,9,655,17,0
g1048,4601,7,653,19,0
g1049,4600,9,655,17,0
g105,5036,3,557,1038,0
g1050,4599,7,653,19,0
g1051,4598,9,655,17,0
g1052,4597,7,653,19,0
g1053,4596,9,655,17,0
g1054,4595,7,653,19,0
g1055,4594,9,655,17,0
g1056,4593,7,653,19,0
g1057,4592,9,655,17,0
g1058,4591,7,653,19,0
g1059,4590,20,87,15,0
g106,5035,5,1197579521506,695,0
g1060,4589,9,72,34,0
g1061,4588,9,655,17,0
g1062,4587,7,653,19,0
g1063,4586,9,655,17,0
g1064,4585,7,653,19,0
g1065,4584,9,655,17,0
g1066,4583,9,655,17,0
g1067,4582,7,653,19,0
g1068,4581,7,653,19,0
g1069,4580,9,655,17,0
g107,5034,5,36459856,1423,0
g1070,4579,7,653,19,0
