gate,net_ID,CC0,CC1,CO,is_trojan
g0,3368,6133,5,9253,0
g1,3498,9,6139,9242,0
g10,3508,9,6139,9251,0
g100,3538,9,6139,9251,0
g1000,2697,12,6144,14,0
g1001,2696,12,6144,14,0
g1002,2695,12,6144,14,0
g1003,2694,12,9256,15,0
g1004,2693,12,9265,15,0
g1005,2692,12,9265,15,0
g1006,2691,12,9265,15,0
g1007,2690,12,9265,15,0
g1008,2689,12,9277,15,0
g1009,2688,12,9265,15,0
g101,3585,9,6139,9251,0
g1010,2687,12,9265,15,0
g1011,2686,12,9265,15,0
g1012,2685,12,9265,15,0
g1013,2684,12,9265,15,0
g1014,2683,12,9265,15,0
g1015,2682,12,9265,15,0
g1016,2681,12,9265,15,0
g1017,2680,12,9265,15,0
g1018,2679,12,9265,15,0
g1019,2678,12,6144,14,0
g102,3584,9,6139,9251,0
g1020,2677,12,9265,15,0
g1021,2676,12,9265,15,0
g1022,2675,12,9265,15,0
g1023,2674,12,9265,15,0
g1024,2673,12,9265,15,0
g1025,2672,12,9265,15,0
g1026,2671,12,9265,15,0
g1027,2670,12,9265,15,0
g1028,2669,12,9265,15,0
g1029,2668,12,9265,15,0
g103,3515,9,6139,9251,0
g1030,2667,12,9265,15,0
g1031,2666,12,9265,15,0
g1032,2665,12,9265,15,0
g1033,2664,12,9265,15,0
g1034,2663,12,9265,15,0
g1035,2662,12,9265,15,0
g1036,2661,12,9265,15,0
g1037,2660,12,9265,15,0
g1038,2659,12,9265,15,0
g1039,2658,12,9265,15,0
g104,3583,9,6139,9251,0
g1040,2657,12,9265,15,0
g1041,2656,12,9265,15,0
g1042,2655,12,9265,15,0
g1043,2654,12,9265,15,0
g1044,2653,12,9265,15,0
g1045,2652,12,9265,15,0
g1046,2651,12,9265,15,0
g1047,2650,12,9265,15,0
g1048,2649,12,9265,15,0
g1049,2648,12,9265,15,0
g105,3582,9,6139,9251,0
g1050,2647,12,9265,15,0
g1051,2646,12,9265,15,0
g1052,2645,12,9265,15,0
g1053,2644,12,9265,15,0
g1054,2643,12,9265,15,0
g1055,2642,12,9265,15,0
g1056,2641,12,9265,15,0
g1057,2640,12,9265,15,0
g1058,2639,12,9265,15,0
g1059,2638,12,9265,15,0
g106,3537,9,6139,9251,0
g1060,2637,12,9245,15,0
g1061,2636,12,9265,15,0
g1062,2635,12,9265,15,0
g1063,2634,12,9265,15,0
g1064,2633,12,9265,15,0
g1065,2632,12,9265,15,0
g1066,2631,12,9265,15,0
g1067,2630,5,9264,22,0
g1068,2629,5,9264,22,0
g1069,2628,5,9264,22,0
g107,3514,9,6139,9251,0
g1070,2627,5,9255,22,0
g1071,2626,5,9264,22,0
g1072,2625,5,9276,22,0
g1073,2624,5,9264,22,0
g1074,2623,5,9264,22,0
g1075,2622,5,9264,22,0
g1076,2621,5,9264,22,0
g1077,2620,5,9264,22,0
g1078,2619,5,9264,22,0
g1079,2618,5,9264,22,0
g108,3581,9,6139,9251,0
g1080,2617,5,9264,22,0
g1081,2616,5,9264,22,0
g1082,2615,5,9264,22,0
g1083,2614,5,9264,22,0
g1084,2613,5,9264,22,0
g1085,2612,5,9264,22,0
g1086,2611,5,9264,22,0
g1087,2610,5,9264,22,0
g1088,2609,5,9264,22,0
g1089,2608,5,9264,22,0
g109,3580,9,6139,9251,0
g1090,2607,5,9264,22,0
g1091,2606,5,9264,22,0
g1092,2605,5,9264,22,0
g1093,2604,5,9264,22,0
g1094,2603,5,9264,22,0
g1095,2602,5,9264,22,0
g1096,2601,5,9264,22,0
g1097,2600,5,9264,22,0
g1098,2599,5,9264,22,0
g1099,2598,5,9264,22,0
g11,3563,9,6139,9251,0
g110,3579,9,6139,9251,0
g1100,2597,5,9264,22,0
g1101,2596,5,9264,22,0
g1102,2595,5,9264,22,0
g1103,2594,5,9264,22,0
g1104,2593,5,9264,22,0
g1105,2592,5,9264,22,0
g1106,2591,5,9264,22,0
g1107,2590,5,9264,22,0
g1108,2589,5,9264,22,0
g1109,2588,5,9264,22,0
g111,3513,9,6139,9251,0
g1110,2587,5,9264,22,0
g1111,2586,5,9264,22,0
g1112,2585,5,9264,22,0
g1113,2584,5,9264,22,0
g1114,2583,5,9264,22,0
g1115,2582,5,9264,22,0
g1116,2581,5,9264,22,0
g1117,2580,5,9264,22,0
g1118,2579,5,9264,22,0
g1119,2578,5,9264,22,0
g112,3578,9,6139,9251,0
g1120,2577,5,9264,22,0
g1121,2576,5,9264,22,0
g1122,2575,5,9264,22,0
g1123,2574,5,9264,22,0
g1124,2573,5,9264,22,0
g1125,2572,5,9264,22,0
g1126,2571,5,9244,22,0
g1127,2570,5,9264,22,0
g1128,2569,5,9264,22,0
g1129,2568,5,9264,22,0
g113,3577,9,6139,9251,0
g1130,2567,5,9264,22,0
g1131,2566,18,3099,10,0
g1132,2565,18,3099,10,0
g1133,2564,18,3099,10,0
g1134,2563,16,3099,10,0
g1135,2562,18,3099,10,0
g1136,2561,18,3099,10,0
g1137,2560,16,3099,10,0
g1138,2559,18,3099,10,0
g1139,2558,18,3099,10,0
g114,3576,9,6139,9251,0
g1140,2557,18,3099,10,0
g1141,2556,16,3099,10,0
g1142,2555,18,3099,10,0
g1143,2554,16,3099,10,0
g1144,2553,18,3099,10,0
g1145,2552,18,3099,10,0
g1146,2551,8,6149,18,0
g1147,2550,8,6149,18,0
g1148,2549,8,6149,18,0
g1149,2548,8,6149,18,0
g115,3548,9,6139,9251,0
g1150,2547,8,6149,20,0
g1151,2546,8,6149,18,0
g1152,2545,8,6149,18,0
g1153,2544,8,6149,18,0
g1154,2543,8,6149,20,0
g1155,2542,8,6149,20,0
g1156,2541,8,6149,20,0
g1157,2540,8,6149,18,0
g1158,2539,8,6149,20,0
