gate,net_ID,CC0,CC1,CO,is_trojan
g0,34,2,2,0,0
g1,35,2,2,0,0
g10,23,4,24,0,0
g11,24,4,24,0,0
g12,25,2,2,0,0
g13,12,4,24,0,0
g14,13,2,2,0,0
g15,14,2,2,0,0
g16,15,4,24,0,0
g17,16,4,24,0,0
g18,17,4,24,0,0
g19,11,2,2,0,0
g2,36,2,2,0,0
g20,70,11,66,15,0
g21,38,3,20,3,0
g22,69,2,17,6,0
g23,10,3,28,0,0
g24,68,15,7,8,0
g25,18,3,23,0,0
g26,67,3,14,12,0
g27,66,5,25,3,0
g28,65,21,4,7,0
g29,64,2,2,24,0
g3,37,2,2,0,0
g30,31,16,37,0,0
g31,30,30,38,0,0
g32,63,10,65,27,0
g33,62,47,19,45,0
g34,61,17,9,75,0
g35,60,27,29,11,0
g36,59,26,15,11,0
g37,71,65,10,16,0
g38,58,47,19,34,0
g39,57,17,9,64,0
g4,32,2,2,0,0
g40,46,14,25,12,1
g41,45,28,26,12,1
g42,119,8,24,18,1
g43,118,17,19,21,1
g44,29,27,26,0,1
g45,117,13,24,27,1
g46,28,19,18,0,1
g47,116,17,13,13,1
g48,115,7,24,19,1
g49,114,13,12,14,1
g5,33,2,2,0,0
g50,113,13,12,6,1
g51,27,13,12,0,1
g52,112,17,6,26,1
g53,111,5,16,7,1
g54,110,6,12,12,1
g55,109,6,12,20,1
g56,108,5,16,13,1
g57,107,6,12,6,1
g58,106,5,16,21,1
g59,105,8,10,24,1
g6,19,4,24,0,0
g60,104,9,7,25,1
g61,103,8,10,10,1
g62,102,9,7,11,1
g63,101,8,12,30,1
g64,100,8,10,16,1
g65,99,9,7,17,1
g66,98,3,8,29,1
g67,97,3,8,15,1
g68,26,3,8,0,1
g69,96,3,8,21,1
g7,20,4,24,0,0
g70,95,5,35,21,1
g71,94,6,7,36,1
g72,93,3,27,15,1
g73,92,3,27,21,1
g74,91,3,27,29,1
g75,90,28,4,28,1
g76,89,3,27,29,1
g77,88,5,5,3,1
g78,87,6,4,23,1
g79,86,3,5,21,1
g8,21,4,24,0,0
g80,85,24,3,18,1
g81,84,6,4,50,1
g82,83,3,5,40,1
g83,82,6,4,17,1
g84,81,3,5,15,1
g85,80,6,4,31,1
g86,79,3,5,29,1
g87,78,2,2,27,1
g88,77,2,2,6,1
g89,76,2,2,40,1
g9,22,2,2,0,0
g90,75,21,4,21,1
g91,74,2,2,18,1
g92,73,2,2,35,1
g93,72,2,2,21,1
