gate,net_ID,CC0,CC1,CO,is_trojan
g0,362,32749,9,241,0
g1,274,7,30,33012,0
g10,360,5,32748,245,0
g100,328,262142,4,262351,0
g101,521,17,16,44,0
g102,641,8,8,55,1
g103,389,244,11,32749,0
g104,368,131053,9,227,0
g105,632,7,7,55,1
g106,588,12,7,23,0
g107,346,1005,6,31988,0
g108,475,4,506,32487,0
g109,518,12,14,69,0
g11,635,7,7,55,1
g110,571,11,68,74,0
g111,441,3,47,205,0
g112,350,2029,9,30964,0
g113,307,5,2560,432,0
g114,79,3,28,27,0
g115,499,5,167,56,0
g116,169,3,61,32932,0
g117,41,30,35,0,0
g118,470,4,131066,214,0
g119,627,7,7,55,1
g12,74,3,28,27,0
g120,429,7,44,245,0
g121,469,4,524279,214,0
g122,503,7,5462,263,0
g123,287,7,340,1620,0
g124,486,6,32900,77,0
g125,297,340,4,1451,0
g126,355,8173,6,24820,0
g127,602,8,19,32974,0
g128,457,89,5,163,0
g129,304,5,1192,599,0
g13,381,4084,11,28909,0
g130,262,3,#INF,59,1
g131,194,4,11,51,1
g132,139,3,3,59,0
g133,424,23,4,179,0
g134,313,5,10768,432,0
g135,410,30,4,222,0
g136,546,22,28,33,0
g137,51,30,35,0,0
g138,579,3,33,30,0
g139,390,516,11,1280,0
g14,163,3,29,173,0
g140,646,2,2,66,1
g141,193,4,11,51,1
g142,447,3,12,240,0
g143,421,5470,4,271,0
g144,261,4,#INF,59,1
g145,583,44,5,1726,0
g146,40,30,35,0,0
g147,333,5,44,32949,0
g148,302,509,6,1282,0
g149,183,3,166,27,0
g15,611,10,16371,16622,0
g150,590,1674,6,96,0
g151,637,#INF,7,71,1
g152,299,682,4,1109,0
g153,46,30,35,0,0
g154,379,51,4,201,0
g155,472,4,32762,228,0
g156,395,1012,11,31981,0
g157,498,5,10948,265,0
g158,386,21717,10,421,0
g159,294,167,4,1624,0
g16,422,1366,4,438,0
g160,414,21883,4,271,0
g161,575,7,140,58,0
g162,140,3,3,59,0
g163,319,126,4,32867,0
g164,418,340,4,1472,0
g165,72,3,28,27,0
g166,539,22,28,33,0
g167,453,3,36,1734,0
g168,586,1542,19,228,0
g169,363,5,65516,231,0
g17,348,5,2028,30965,0
g170,70,3,28,27,0
g171,256,4,#INF,59,1
g172,538,22,28,33,0
g173,500,7,165,74,0
g174,327,32766,4,32981,0
g175,185,3,681,1110,0
g176,630,7,7,55,1
g177,618,9,21716,422,0
g178,638,7,7,55,1
g179,506,46,10,96,0
g18,136,3,3,60,0
g180,351,5,4076,28917,0
g181,466,118,6,80,0
g182,509,160,9,33,0
g183,479,4,16378,16615,0
g184,315,10769,9,428,0
g185,255,3,#INF,59,1
g186,397,262132,11,220,0
g187,166,3,147,46,0
g188,603,10,51,32942,0
g189,417,23,4,229,0
g19,537,22,28,33,0
g190,268,4,#INF,59,1
g191,278,19,254,33000,0
g192,502,7,10934,263,0
g193,385,10776,11,421,0
g194,358,16365,6,16628,0
g195,434,27,5,225,0
g196,317,1022,4,31971,0
g197,388,16372,11,16621,0
g198,402,2568,11,421,0
g199,257,3,#INF,59,1
g2,606,10,499,32494,0
g20,427,16,4,186,0
g200,59,3,39,1731,0
g201,631,7,7,55,1
g202,392,2,2,33,0
g203,604,10,115,32878,0
g204,581,3,72,65,0
g205,45,30,35,0,0
g206,353,4077,9,28916,0
g207,443,7,37,83,0
g208,142,3,3,59,0
g209,177,3,16381,16612,0
g21,612,10,32755,235,0
g210,416,16,4,236,0
g211,517,333,13,1458,0
g212,69,3,28,27,0
g213,81,3,15,237,0
g214,202,4,11,51,1
g215,548,22,28,33,0
g216,485,5,156,37,0
g217,303,509,9,1287,0
g218,83,3,29,223,0
g219,310,5,5296,432,0
g22,463,7,9,58,0
g220,318,131070,4,131285,0
g221,553,21,29,47,0
g222,401,174,9,1622,0
g223,456,3,26,176,0
g224,131,3,3,59,0
g225,186,3,1365,418,0
g226,493,5,346,1466,0
g227,545,22,28,33,0
g228,487,3,10,80,0
g229,430,7,37,61,0
g23,504,7,2726,263,0
g230,540,22,28,33,0
g231,196,4,11,51,1
g232,610,10,8179,24814,0
g233,455,3,15,1755,0
g234,77,3,28,27,0
g235,272,7,2046,33012,0
g236,260,3,#INF,59,1
g237,440,3,50,1720,0
g238,372,5,524268,225,0
g239,432,5,17,142,0
g24,411,54,4,1716,0
g240,67,3,28,27,0
g241,162,3,22,180,0
g242,399,20,9,32973,0
g243,382,52,11,32941,0
g244,398,131060,11,220,0
g245,495,5,21889,265,0
g246,482,4,250,32743,0
g247,446,3,19,233,0
g248,338,109,9,32884,0
g249,205,4,11,51,1
g25,580,3,144,49,0
g250,265,3,#INF,59,1
g251,529,3,336,1455,0
g252,206,4,11,51,1
g253,270,3,#INF,59,1
g254,561,3,25,30,0
g255,279,23,255,32996,0
g256,491,5,95,59,0
g257,291,9,1535,245,0
g258,324,2046,4,30947,0
g259,642,7,7,55,1
g26,52,30,35,0,0
g260,305,1193,6,1799,0
g261,461,48,6,204,0
g262,556,3,25,30,0
g263,374,2,2,33,0
g264,577,69,17,68,0
g265,293,10942,4,11196,0
g266,589,1601,6,169,0
g267,477,4,58,32935,0
g268,629,7,7,55,1
g269,340,237,6,32756,0
g27,572,30,29,39,0
g270,281,35,13,32984,0
g271,445,3,26,226,0
g272,78,3,28,27,0
g273,43,30,35,0,0
g274,564,3,25,30,0
g275,420,61,4,1709,0
g276,64,3,28,27,0
g277,448,3,5,30,0
g278,613,10,65523,221,0
g279,259,4,#INF,59,1
g28,480,4,1018,31975,0
g280,378,682,4,1130,0
g281,439,3,40,212,0
g282,180,3,131069,211,0
g283,373,2,2,33,0
g284,44,30,35,0,0
g285,484,157,6,66,0
g286,73,3,28,27,0
g287,458,40,5,162,0
g288,396,8180,11,24813,0
g289,454,3,29,1741,0
g29,266,3,#INF,59,1
g290,616,9,524272,221,0
g291,423,37,4,215,0
g292,68,3,28,27,0
g293,563,3,25,30,0
g294,370,262125,6,262368,0
g295,490,56,8,196,0
g296,628,8,8,55,1
g297,129,3,3,60,0
g298,437,3,5,30,0
g299,336,5,108,32885,0
g3,203,4,11,51,1
g30,619,10,10775,422,0
g300,408,9,4,193,0
g301,547,22,28,33,0
g302,406,13,4,146,0
g303,312,5297,9,428,0
g304,349,2029,6,30964,0
g305,75,3,28,27,0
g306,172,3,509,32484,0
g307,513,10935,13,257,0
g308,316,5,21712,426,0
g309,380,116,11,32877,0
g31,391,32756,11,234,0
g310,633,7,7,55,1
g311,80,3,8,27,0
g312,132,3,3,60,0
g313,375,12,5,1758,0
g314,76,3,28,27,0
g315,431,5,1784,62,0
g316,576,141,13,52,0
g317,433,3,6,64,0
g318,407,9,4,180,0
g319,334,45,6,32948,0
g32,436,3,12,190,0
g320,354,5,8172,24821,0
g321,587,16,7,23,0
g322,188,3,5469,251,0
g323,200,4,11,51,1
g324,622,10,1199,589,0
g325,47,30,35,0,0
g326,331,65534,4,65749,0
g327,605,10,243,32750,0
g328,534,23,17,38,0
g329,625,21,32784,193,0
g33,494,5,2740,265,0
g330,560,3,25,30,0
g331,168,3,29,32964,0
g332,286,1366,4,417,0
g333,282,14,43,32976,0
g334,321,62,4,32931,0
g335,361,32749,6,32998,0
g336,592,1701,5,69,0
g337,474,4,2042,30951,0
g338,137,3,3,59,0
g339,164,3,36,27,0
g34,62,3,60,1710,0
g340,550,22,28,33,0
g341,640,8,8,55,1
g342,345,5,1004,31989,0
g343,56,3,18,1752,0
g344,442,5,3,34,0
g345,192,4,12,51,1
g346,599,1538,22,232,0
g347,425,19,4,1751,0
g348,591,11,16,19,0
g349,367,131053,6,131302,0
g35,435,3,19,183,0
g350,450,3,22,1748,0
g351,526,3,2730,254,0
g352,570,5,107,80,0
g353,292,13,1536,241,0
g354,492,5,1372,432,0
g355,404,148,4,45,0
g356,541,22,28,33,0
g357,184,3,339,1452,0
g358,582,9,4,193,0
g359,182,3,524282,211,0
g36,481,4,8186,24807,0
g360,384,1200,11,588,0
g361,175,3,4093,28900,0
g362,536,22,28,33,0
g363,322,510,4,32483,0
g364,542,22,28,33,0
g365,284,9,32782,205,0
g366,452,3,43,1727,0
g367,332,13,7,32980,0
