gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,0,0
CONST_1,1,1,0,0
CK,1,1,14,0
g1,1,1,0,0
g10,1,1,0,0
g1000,1,1,0,0
g1008,1,1,0,0
g1016,1,1,61,0
g1080,1,1,30,0
g11,1,1,0,0
g1194,1,1,8,0
g1196,1,1,8,0
g1198,1,1,8,0
g1202,1,1,8,0
g1203,1,1,16,0
g1206,1,1,8,0
g1234,1,1,8,0
g1553,1,1,#INF,0
g1554,1,1,0,0
g21,1,1,0,0
g22,1,1,0,0
g23,1,1,0,0
g24,1,1,0,0
g25,1,1,0,0
g26,1,1,0,0
g27,1,1,0,0
g28,1,1,0,0
g29,1,1,0,0
g30,1,1,0,0
g31,1,1,0,0
g32,1,1,0,0
g37,1,1,0,0
g41,1,1,0,0
g42,1,1,0,0
g43,1,1,1,0
g44,1,1,0,0
g45,1,1,0,0
g49,1,1,0,0
g633,1,1,136,0
g634,1,1,143,0
g635,1,1,136,0
g645,1,1,137,0
g647,1,1,173,0
g648,1,1,173,0
g690,1,1,152,0
g694,1,1,151,0
g698,1,1,170,0
g702,1,1,166,0
g722,1,1,156,0
g723,1,1,137,0
g751,1,1,615,0
g752,1,1,967,0
g753,1,1,935,0
g754,1,1,849,0
g755,1,1,848,0
g756,1,1,966,0
g757,1,1,916,0
g781,1,1,79,0
g786,1,1,12,0
g795,1,1,1,0
g9,1,1,0,0
g929,1,1,1,0
g941,1,1,48,0
g955,1,1,1,0
g962,1,1,70,0
test_se,1,1,8,0
test_si,1,1,40,0
U3,12,216,28,0
U4,21,54,40,0
U5,19,24,24,0
U6,13,8,24,0
U7,7,3,34,0
U8,16,8,16,0
U9,7,6,26,0
U10,26,10,0,0
U11,6,89,20,0
U12,88,3,23,0
U13,85,85,26,0
U14,214,2,24,0
U15,386,212,26,0
U16,116,352,122,0
U17,48,341,190,0
U18,67,303,171,0
U19,269,95,143,0
U20,65,342,173,0
U21,203,29,209,0
U22,208,10,0,0
U23,188,14,20,0
U24,56,12,152,0
U25,10,128,198,0
U26,10,86,198,0
U27,10,132,198,0
U28,10,114,198,0
U29,99,39,109,0
U30,135,10,198,0
U31,300,26,132,0
U32,68,100,332,0
U33,10,133,390,0
U34,10,129,390,0
U35,10,110,390,0
U36,10,121,390,0
U37,25,98,375,0
U38,14,147,459,0
U39,10,110,571,0
U40,3,63,578,0
U42,10,86,527,0
U43,87,11,147,0
U44,10,139,198,0
U45,10,123,198,0
U46,10,128,198,0
U47,329,10,0,0
U48,309,32,20,0
U49,31,182,147,0
U50,10,114,251,0
U51,10,126,251,0
U52,9,97,252,0
U53,10,82,282,0
U54,25,221,267,0
U55,22,220,466,0
U56,10,121,623,0
U57,25,98,608,0
U58,14,147,692,0
U59,10,111,803,0
U60,2,63,811,0
U62,10,106,760,0
U63,10,121,623,0
U64,10,119,577,0
U65,10,137,577,0
U66,10,135,282,0
U67,32,126,203,0
U68,10,113,342,0
U69,10,84,342,0
U70,10,113,236,0
U71,10,124,236,0
U72,10,128,236,0
U73,330,10,0,0
U74,310,32,20,0
U75,31,186,144,0
U76,10,129,252,0
U77,10,132,252,0
U78,9,97,253,0
U79,10,86,279,0
U80,25,221,264,0
U81,22,224,463,0
U82,10,125,624,0
U83,25,98,609,0
U84,14,147,693,0
U85,10,129,804,0
U86,2,63,812,0
U88,10,113,761,0
U89,10,124,624,0
U90,10,123,574,0
U91,10,141,574,0
U92,10,137,279,0
U93,32,123,207,0
U94,10,130,343,0
U95,10,74,343,0
U96,10,110,240,0
U97,10,125,240,0
U98,10,142,240,0
U99,478,10,0,0
U100,458,14,20,0
U101,99,12,379,0
U102,53,81,425,0
U103,10,116,468,0
U104,10,116,468,0
U105,10,109,468,0
U106,10,79,468,0
U107,10,134,468,0
U108,10,133,468,0
U109,10,68,468,0
U110,10,96,468,0
U111,234,20,244,0
U112,113,9,374,0
U113,134,9,374,0
U114,145,11,371,0
U115,118,11,371,0
U116,102,39,376,0
U117,123,10,468,0
U118,311,26,399,0
U119,68,111,599,0
U120,10,133,657,0
U121,10,135,657,0
U122,10,130,657,0
U123,10,121,657,0
U124,25,109,642,0
U125,25,74,726,0
U126,10,126,757,0
U127,10,80,757,0
U128,3,56,764,0
U129,147,15,810,0
U130,63,2,905,0
U131,93,11,896,0
U133,145,11,878,0
U134,90,11,414,0
U135,10,116,468,0
U136,10,112,468,0
U137,452,10,0,0
U138,432,14,20,0
U139,99,12,353,0
U140,53,82,399,0
U141,10,108,442,0
U142,10,108,442,0
U143,10,101,442,0
U144,10,80,442,0
U145,10,142,442,0
U146,10,128,442,0
U147,10,63,442,0
U148,10,98,442,0
U149,209,20,243,0
U150,105,9,356,0
U151,109,9,356,0
U152,128,11,361,0
U153,101,10,362,0
U154,101,39,351,0
U155,115,10,442,0
U156,305,26,374,0
U157,61,105,574,0
U158,10,115,625,0
U159,10,117,625,0
U160,10,115,625,0
U161,3,103,632,0
U162,25,109,610,0
U163,25,74,694,0
U164,10,120,725,0
U165,10,99,725,0
U166,3,56,732,0
U167,147,15,778,0
U168,63,2,873,0
