gate,CC0,CC1,CO,is_trojan
g0,5,9,138,0
g1,13,11,125,0
g2,13,11,138,0
g3,13,11,137,0
g4,13,11,136,0
g5,13,11,138,0
g6,13,11,136,0
g7,13,11,136,0
g8,13,11,136,0
g9,13,11,136,0
g10,13,11,138,0
g11,13,11,136,0
g12,13,11,125,0
g13,13,11,138,0
g14,13,11,123,0
g15,13,11,136,0
g16,13,11,137,0
g17,13,11,138,0
g18,13,11,138,0
g19,13,11,136,0
g20,13,11,138,0
g21,13,11,138,0
g22,13,11,138,0
g23,13,11,135,0
g24,13,11,136,0
g25,13,11,136,0
g26,13,11,138,0
g27,13,11,136,0
g28,13,11,136,0
g29,13,11,138,0
g30,13,11,138,0
g31,13,11,136,0
g32,13,11,138,0
g33,13,11,137,0
g34,13,11,123,0
g35,13,11,138,0
g36,13,11,138,0
g37,13,11,136,0
g38,13,11,136,0
g39,13,11,137,0
g40,13,11,138,0
g41,13,11,138,0
g42,13,11,137,0
g43,13,11,137,0
g44,13,11,138,0
g45,13,11,135,0
g46,13,11,136,0
g47,13,11,138,0
g48,13,11,138,0
g49,13,11,138,0
g50,13,11,138,0
g51,13,11,137,0
g52,13,11,136,0
g53,13,11,136,0
g54,13,11,137,0
g55,13,11,138,0
g56,13,11,138,0
g57,13,11,137,0
g58,13,11,138,0
g59,13,11,135,0
g60,13,11,138,0
g61,13,11,136,0
g62,13,11,138,0
g63,13,11,138,0
g64,13,11,138,0
g65,13,11,138,0
g66,13,11,136,0
g67,13,11,138,0
g68,13,11,138,0
g69,13,11,138,0
g70,13,11,138,0
g71,13,11,136,0
g72,13,11,136,0
g73,13,11,138,0
g74,13,11,136,0
g75,13,11,138,0
g76,13,11,138,0
g77,13,11,136,0
g78,13,11,138,0
g79,13,11,138,0
g80,13,11,138,0
g81,13,11,138,0
g82,13,11,136,0
g83,13,11,135,0
g84,13,11,138,0
g85,13,11,138,0
g86,13,11,137,0
g87,13,11,138,0
g88,13,11,136,0
g89,13,11,136,0
g90,13,11,138,0
g91,13,11,137,0
g92,13,11,138,0
g93,13,11,137,0
g94,13,11,137,0
g95,13,11,137,0
g96,13,11,138,0
g97,13,11,138,0
g98,13,11,135,0
g99,13,11,138,0
g100,13,11,138,0
g101,13,11,136,0
g102,13,11,138,0
g103,13,11,135,0
g104,13,11,135,0
g105,13,11,137,0
g106,13,11,136,0
g107,13,11,138,0
g108,13,11,138,0
g109,13,11,137,0
g110,13,11,135,0
g111,13,11,137,0
g112,13,11,138,0
g113,13,11,137,0
g114,13,11,138,0
g115,13,11,138,0
g116,13,11,136,0
g117,13,11,138,0
g118,13,11,138,0
g119,13,11,137,0
g120,13,11,136,0
g121,13,11,138,0
g122,13,11,138,0
g123,13,11,136,0
g124,13,11,138,0
g125,13,11,136,0
g126,13,11,137,0
g127,13,11,138,0
g128,13,11,136,0
g129,3,10,148,0
g130,9,10,142,0
g131,9,10,140,0
g132,9,10,142,0
g133,9,10,142,0
g134,9,10,140,0
g135,9,10,142,0
g136,9,10,141,0
g137,9,10,140,0
g138,9,10,142,0
g139,9,10,140,0
g140,9,10,142,0
g141,9,10,142,0
g142,9,10,142,0
g143,9,10,140,0
g144,9,10,140,0
g145,9,10,139,0
g146,9,10,142,0
g147,9,10,140,0
g148,9,10,141,0
g149,9,10,140,0
g150,9,10,142,0
g151,9,10,140,0
g152,9,10,142,0
g153,9,10,129,0
g154,9,10,142,0
g155,9,10,141,0
g156,9,10,142,0
g157,9,10,127,0
g158,9,10,142,0
g159,9,10,140,0
g160,9,10,140,0
g161,9,10,141,0
g162,9,10,142,0
g163,3,10,146,0
g164,9,10,141,0
g165,9,10,142,0
g166,9,10,142,0
g167,9,10,141,0
g168,9,10,140,0
g169,9,10,141,0
g170,9,10,142,0
g171,3,10,146,0
g172,9,10,142,0
g173,9,10,142,0
g174,9,10,142,0
g175,9,10,142,0
g176,9,10,140,0
g177,9,10,140,0
g178,3,10,146,0
g179,9,10,142,0
g180,9,10,139,0
g181,9,10,142,0
g182,9,10,139,0
g183,9,10,141,0
g184,3,10,148,0
g185,9,10,140,0
g186,9,10,140,0
g187,9,10,142,0
g188,9,10,141,0
g189,3,10,146,0
g190,9,10,142,0
g191,9,10,139,0
g192,9,10,142,0
g193,9,10,142,0
g194,9,10,142,0
g195,3,10,146,0
g196,9,10,142,0
g197,9,10,142,0
g198,9,10,140,0
g199,3,10,146,0
g200,9,10,141,0
g201,3,10,133,0
g202,3,10,147,0
g203,3,10,146,0
g204,3,10,148,0
g205,3,10,146,0
g206,3,10,146,0
g207,3,10,146,0
g208,3,10,146,0
g209,3,10,148,0
g210,3,10,135,0
g211,3,10,148,0
g212,3,10,148,0
g213,3,10,146,0
g214,3,10,148,0
g215,3,10,148,0
g216,3,10,146,0
g217,3,10,148,0
g218,3,10,147,0
g219,3,10,148,0
g220,3,10,146,0
g221,9,10,140,0
g222,9,10,140,0
g223,9,10,139,0
g224,9,10,140,0
g225,9,10,127,0
g226,9,10,140,0
g227,9,10,139,0
g228,9,10,139,0
g229,3,10,148,0
g230,3,10,146,0
g231,3,10,148,0
g232,3,10,146,0
g233,3,10,148,0
g234,3,10,146,0
g235,3,10,135,0
g236,3,10,147,0
g237,3,10,145,0
g238,3,10,133,0
g239,3,10,148,0
g240,3,10,148,0
g241,3,10,147,0
g242,3,10,148,0
g243,3,10,148,0
g244,3,10,146,0
g245,3,10,148,0
g246,3,10,146,0
g247,3,10,148,0
g248,3,10,146,0
g249,3,10,147,0
g250,3,10,148,0
g251,3,10,147,0
g252,3,10,145,0
g253,3,10,146,0
g254,3,10,146,0
g255,3,10,148,0
g256,3,10,148,0
g257,3,10,148,0
g258,3,10,146,0
g259,3,10,148,0
g260,3,10,147,0
g261,3,10,145,0
g262,3,10,147,0
g263,3,10,148,0
g264,3,10,148,0
g265,3,10,148,0
g266,3,10,148,0
g267,3,10,145,0
g268,3,10,147,0
g269,3,10,148,0
g270,3,10,148,0
g271,3,10,147,0
g272,3,10,148,0
g273,3,10,148,0
g274,3,10,148,0
g275,3,10,148,0
g276,3,10,148,0
g277,3,10,148,0
g278,3,10,148,0
g279,3,10,148,0
g280,3,10,148,0
g281,3,10,146,0
g282,3,10,145,0
g283,3,10,146,0
g284,3,10,146,0
g285,3,10,148,0
g286,3,10,148,0
g287,3,10,146,0
g288,3,10,148,0
g289,3,10,148,0
g290,3,10,146,0
g291,3,10,148,0
g292,3,10,148,0
g293,3,10,148,0
g294,3,10,148,0
g295,3,10,145,0
g296,3,10,148,0
g297,3,10,148,0
g298,3,10,148,0
g299,3,10,146,0
g300,3,10,146,0
g301,3,10,147,0
g302,3,10,147,0
g303,3,10,147,0
g304,3,10,148,0
g305,3,10,147,0
g306,3,10,148,0
g307,3,10,147,0
g308,3,10,146,0
g309,3,10,148,0
g310,3,10,146,0
g311,3,10,147,0
g312,3,10,148,0
g313,3,10,148,0
g314,3,10,145,0
g315,3,10,147,0
g316,3,10,148,0
g317,3,10,147,0
g318,3,10,147,0
g319,3,10,148,0
g320,3,10,146,0
g321,3,10,148,0
g322,3,10,147,0
g323,3,10,148,0
g324,3,10,148,0
g325,3,10,148,0
g326,3,10,148,0
g327,3,10,146,0
g328,3,10,145,0
g329,2,2,154,0
g330,2,2,156,0
g331,2,2,153,0
g332,4,8,145,0
g333,4,8,145,0
g334,2,2,156,0
g335,2,2,154,0
g336,2,2,156,0
g337,4,8,147,0
g338,4,8,148,0
g339,2,2,156,0
g340,2,2,154,0
g341,2,2,155,0
g342,2,2,156,0
g343,4,8,147,0
g344,2,2,156,0
g345,4,8,148,0
g346,2,2,155,0
g347,4,8,146,0
g348,2,2,155,0
g349,2,2,153,0
g350,2,2,156,0
g351,4,8,146,0
g352,2,2,156,0
g353,4,8,147,0
g354,2,2,154,0
g355,4,8,146,0
g356,2,2,156,0
g357,2,2,155,0
g358,2,2,154,0
g359,2,2,155,0
g360,2,2,156,0
g361,4,8,148,0
g362,4,8,145,0
g363,2,2,156,0
g364,2,2,154,0
g365,4,8,148,0
g366,2,2,154,0
g367,2,2,156,0
g368,4,8,146,0
g369,2,2,156,0
g370,2,2,156,0
g371,2,2,154,0
g372,4,8,148,0
g373,2,2,156,0
g374,2,2,156,0
g375,2,2,156,0
g376,4,8,148,0
g377,2,2,156,0
g378,2,2,154,0
g379,2,2,156,0
g380,2,2,156,0
g381,4,8,148,0
g382,4,8,148,0
g383,4,8,147,0
g384,4,8,148,0
g385,2,2,156,0
g386,2,2,153,0
g387,4,8,135,0
g388,2,2,156,0
g389,2,2,154,0
g390,4,8,133,0
g391,2,2,141,0
g392,2,2,156,0
g393,2,2,154,0
g394,2,2,154,0
g395,2,2,156,0
g396,4,8,146,0
g397,2,2,154,0
g398,2,2,154,0
g399,2,2,155,0
g400,4,8,146,0
g401,4,8,148,0
g402,2,2,156,0
g403,4,8,146,0
g404,4,8,146,0
g405,4,8,148,0
g406,2,2,156,0
g407,2,2,156,0
g408,2,2,156,0
g409,2,2,156,0
g410,2,2,156,0
g411,4,8,148,0
g412,4,8,145,0
g413,4,8,147,0
g414,2,2,155,0
g415,4,8,146,0
g416,2,2,154,0
g417,2,2,155,0
g418,2,2,155,0
g419,4,8,146,0
g420,2,2,154,0
g421,4,8,148,0
g422,2,2,156,0
