gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,1,0
CONST_1,1,1,6,0
n0,1,1,14,0
n1,1,1,15,0
n2[15],1,1,85,0
n2[14],1,1,87,0
n2[13],1,1,91,0
n2[12],1,1,93,0
n2[11],1,1,91,0
n2[10],1,1,95,0
n2[9],1,1,95,0
n2[8],1,1,99,0
n2[7],1,1,75,0
n2[6],1,1,71,0
n2[5],1,1,75,0
n2[4],1,1,71,0
n2[3],1,1,77,0
n2[2],1,1,73,0
n2[1],1,1,77,0
n2[0],1,1,73,0
n3[7],1,1,75,0
n3[6],1,1,71,0
n3[5],1,1,75,0
n3[4],1,1,71,0
n3[3],1,1,77,0
n3[2],1,1,73,0
n3[1],1,1,77,0
n3[0],1,1,73,0
n4[7],1,1,93,0
n4[6],1,1,99,0
n4[5],1,1,99,0
n4[4],1,1,103,0
n4[3],1,1,99,0
n4[2],1,1,104,0
n4[1],1,1,102,0
n4[0],1,1,107,0
n5[3],1,1,77,0
n5[2],1,1,73,0
n5[1],1,1,77,0
n5[0],1,1,73,0
n6[3],1,1,99,0
n6[2],1,1,104,0
n6[1],1,1,102,0
n6[0],1,1,107,0
n7[3],1,1,93,0
n7[2],1,1,99,0
n7[1],1,1,99,0
n7[0],1,1,103,0
n8[5],1,1,95,0
n8[4],1,1,99,0
n8[3],1,1,97,0
n8[2],1,1,102,0
n8[1],1,1,104,0
n8[0],1,1,109,0
n9[1],1,1,102,0
n9[0],1,1,107,0
g0,5,5,98,0
g1,3,3,69,0
g2,4,8,81,0
g3,5,25,299,0
g4,6,22,58,0
g5,7,3,83,0
g6,4,8,65,0
g7,27,25,37,0
g8,22,57,8,0
g9,6,22,58,0
g10,58,23,7,0
g11,7,11,84,0
g12,5,5,69,0
g13,13,24,51,0
g14,5,5,103,0
g15,42,46,348,0
g16,4,8,70,0
g17,5,5,331,0
g18,23,7,306,0
g19,5,26,59,0
g20,7,7,372,0
g21,4,8,316,0
g22,5,25,60,0
g23,19,12,285,1
g24,4,8,76,0
g25,5,26,59,0
g26,29,21,35,0
g27,6,3,96,0
g28,4,8,65,0
g29,38,42,355,0
g30,4,8,81,0
g31,5,5,99,0
g32,7,3,78,0
g33,7,3,354,0
g34,12,4,57,0
g35,7,3,85,0
g36,7,3,339,0
g37,4,8,65,0
g38,7,3,80,0
g39,4,8,70,0
g40,42,46,361,0
g41,13,24,51,0
g42,9,19,55,0
g43,58,22,246,0
g44,7,3,88,0
g45,7,3,0,0
g46,9,9,354,0
g47,12,23,52,0
g48,7,3,83,0
g49,5,5,95,0
g50,7,10,89,0
g51,12,23,53,0
g52,7,3,90,0
g53,16,20,49,0
g54,4,8,338,0
g55,6,3,84,0
g56,25,5,44,0
g57,5,5,89,0
g58,5,29,60,0
g59,5,5,103,0
g60,16,20,49,0
g61,3,3,97,0
g62,7,3,62,0
g63,7,3,317,0
g64,6,22,59,0
g65,7,3,91,0
g66,28,7,357,0
g67,7,3,7,0
g68,4,8,76,0
g69,5,29,60,0
g70,6,22,59,0
g71,7,3,85,0
g72,7,3,0,0
g73,27,25,38,0
g74,7,23,58,0
g75,6,22,58,0
g76,7,26,57,0
g77,4,8,82,0
g78,4,8,70,0
g79,4,8,84,0
g80,38,5,31,0
g81,26,30,320,0
g82,24,58,361,0
g83,7,3,81,0
g84,7,23,57,0
g85,5,26,59,0
g86,7,3,88,0
g87,9,19,295,0
g88,4,8,65,0
g89,5,5,100,0
g90,30,34,360,0
g91,4,8,65,0
g92,6,3,91,0
g93,13,27,52,0
g94,12,4,57,0
g95,5,29,60,0
g96,7,3,311,0
g97,9,80,376,0
g98,7,3,78,0
g99,4,8,310,0
g100,7,3,77,0
g101,7,26,58,0
g102,12,23,52,0
g103,7,295,9,1
g104,7,3,82,0
g105,4,8,71,0
g106,3,3,100,0
g107,23,7,328,0
g108,5,5,364,0
g109,46,50,321,0
g110,5,5,89,0
g111,3,3,71,0
g112,7,3,80,0
g113,7,3,78,0
g114,4,8,80,0
g115,27,20,299,0
g116,7,3,390,0
g117,7,26,57,0
g118,9,9,89,0
g119,9,11,295,1
g120,9,3,301,1
g121,5,5,401,0
g122,4,8,79,0
g123,4,8,356,0
g124,5,5,73,0
g125,7,3,96,0
g126,6,3,84,0
g127,8,32,296,0
g128,7,3,79,0
g129,4,8,80,0
g130,9,3,295,1
g131,4,8,82,0
g132,46,50,357,0
g133,55,51,401,0
g134,7,10,87,0
g135,7,60,333,0
g136,4,8,80,0
g137,6,22,58,0
g138,6,22,334,0
g139,4,8,80,0
g140,7,10,84,0
g141,5,5,346,0
g142,9,52,342,0
g143,38,42,330,0
g144,7,3,83,0
g145,9,19,56,0
g146,12,4,68,0
g147,4,8,80,0
g148,5,29,59,0
g149,58,22,282,0
g150,4,49,324,0
g151,3,3,69,0
g152,4,8,76,0
g153,4,50,347,0
g154,5,5,397,0
g155,7,3,66,0
g156,7,3,77,0
g157,4,8,77,0
g158,5,68,299,0
g159,30,34,338,0
g160,7,3,84,0
g161,29,21,35,0
g162,9,3,295,1
g163,4,8,70,0
g164,34,38,359,0
g165,7,3,88,0
g166,7,3,81,0
g167,26,30,364,0
g168,7,3,62,0
g169,4,8,81,0
g170,7,3,81,0
g171,12,23,292,0
g172,17,5,63,0
g173,5,47,299,0
g174,4,8,85,0
g175,7,3,78,0
g176,4,8,77,0
g177,7,3,88,0
g178,7,3,93,0
g179,29,21,275,0
g180,7,11,88,0
g181,12,23,53,0
g182,16,20,49,0
g183,43,21,283,0
