gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,1,0
CONST_1,1,1,6,0
n0,1,1,14,0
n1,1,1,17,0
n2,1,1,19,0
n3,1,1,7,0
n4[1],1,1,36,0
n4[0],1,1,28,0
n5[1],1,1,22,0
n5[0],1,1,7,0
g0,2,2,0,0
g1,2,2,0,0
g2,2,2,0,0
g3,2,2,0,0
g4,2,2,0,0
g5,2,2,0,0
g6,8,4,0,0
g7,8,4,0,0
g8,8,4,0,0
g9,2,2,0,0
g10,8,4,0,0
g11,8,4,0,0
g12,2,2,0,0
g13,8,4,0,0
g14,2,2,0,0
g15,2,2,0,0
g16,8,4,0,0
g17,8,4,0,0
g18,8,4,0,0
g19,2,2,0,0
g20,11,66,25,0
g21,7,3,5,0
g22,2,6,12,0
g23,7,3,0,0
g24,4,11,14,0
g25,7,3,0,0
g26,3,14,22,0
g27,4,12,7,0
g28,4,8,15,0
g29,2,2,34,0
g30,16,31,0,0
g31,30,38,0,0
g32,10,65,21,0
g33,47,19,39,0
g34,17,9,69,0
g35,27,29,11,0
g36,20,15,11,0
g37,65,10,26,0
g38,47,19,44,0
g39,17,9,74,0
g40,14,19,12,1
g41,28,26,12,1
g42,8,24,18,1
g43,17,19,21,1
g44,27,26,0,1
g45,13,24,27,1
g46,19,18,0,1
g47,17,13,13,1
g48,7,24,19,1
g49,13,12,14,1
g50,13,12,6,1
g51,13,12,0,1
g52,17,6,26,1
g53,5,16,7,1
g54,6,12,12,1
g55,6,12,20,1
g56,5,16,13,1
g57,6,12,6,1
g58,5,16,21,1
g59,8,10,24,1
g60,9,7,25,1
g61,8,10,10,1
g62,9,7,11,1
g63,8,12,30,1
g64,8,10,16,1
g65,9,7,17,1
g66,3,8,29,1
g67,3,8,15,1
g68,3,8,0,1
g69,3,8,21,1
g70,5,18,21,1
g71,6,7,36,1
g72,3,10,15,1
g73,3,10,21,1
g74,3,10,29,1
g75,11,4,28,1
g76,3,10,29,1
g77,5,5,3,1
g78,6,4,23,1
g79,3,5,21,1
g80,7,3,18,1
g81,6,4,33,1
g82,3,5,34,1
g83,6,4,17,1
g84,3,5,15,1
g85,6,4,31,1
g86,3,5,29,1
g87,2,2,27,1
g88,2,2,6,1
g89,2,2,23,1
g90,4,8,21,1
g91,2,2,18,1
g92,2,2,35,1
g93,2,2,21,1
