gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,89,0
CONST_1,1,1,94,0
xmit_dataH[7],1,1,139,0
xmit_dataH[6],1,1,142,0
xmit_dataH[5],1,1,152,0
xmit_dataH[4],1,1,162,0
xmit_dataH[3],1,1,172,0
xmit_dataH[2],1,1,182,0
xmit_dataH[1],1,1,192,0
xmit_dataH[0],1,1,202,0
sys_clk,1,1,18,0
sys_rst_l,1,1,19,0
xmitH,1,1,35,0
uart_REC_dataH,1,1,25,0
test_mode,1,1,94,0
test_se,1,1,16,0
test_si,1,1,83,0
U304,5,14,0,1
U303,5,22,0,1
U302,79,3,11,1
U301,16,2,74,1
U297,14,29,76,1
U296,62,3,28,1
U295,11,153,79,1
U294,24,165,66,1
U293,23,155,67,1
U230,11,45,103,0
U229,6,75,108,0
U228,11,38,113,0
U227,9,22,123,0
U226,11,36,91,0
U225,6,48,96,0
U224,11,29,101,0
U223,9,13,111,0
U222,11,80,152,0
U221,6,180,157,0
U220,11,73,159,0
U219,9,57,239,0
U218,11,52,178,0
U217,6,96,183,0
U216,11,45,188,0
U215,9,29,198,0
U214,3,92,45,0
U213,17,10,14,0
U212,24,5,107,0
U211,56,5,194,0
U210,42,5,119,0
U209,64,7,235,0
U208,112,5,165,0
U207,24,95,31,0
U206,97,2,43,0
U205,21,98,24,0
U204,30,103,41,0
U202,31,5,78,0
U201,39,7,73,0
U138,11,22,61,0
U137,23,12,60,0
U135,7,25,99,0
U132,23,12,111,0
U131,13,24,116,0
U129,19,11,113,0
U128,8,37,87,0
U127,9,43,83,0
U126,9,51,73,0
U125,9,67,63,0
U124,9,74,53,0
U123,6,16,56,0
U120,25,9,106,0
U118,25,16,94,0
U117,11,19,91,0
U116,32,14,54,0
U114,14,11,94,0
U113,26,4,82,0
U112,25,5,81,0
U111,4,30,45,0
U109,59,11,43,0
U108,7,29,43,0
U107,16,12,22,0
U106,20,18,14,0
U102,51,5,56,0
U101,6,77,30,0
U100,6,102,65,0
U99,103,7,199,0
U97,6,93,49,0
U96,78,7,210,0
U95,6,170,72,0
U94,6,56,139,0
U93,57,7,138,0
U92,103,16,107,0
U91,24,105,99,0
U90,25,111,93,0
U89,10,135,92,0
