gate,CC0,CC1,CO,is_trojan
g0,8,4,0,0
g1,8,4,0,0
g2,2,2,0,0
g3,7,3,0,0
g4,7,3,0,0
g5,7,3,0,0
g6,7,3,0,0
g7,7,3,0,0
g8,7,3,0,0
g9,6,7,7,0
g10,6,7,7,0
g11,6,7,7,0
g12,3,29,7,0
g13,3,29,7,0
g14,3,25,7,0
g15,22,29,10,0
g16,26,26,10,0
g17,26,26,10,0
g18,7,3,0,0
g19,7,3,0,0
g20,16,52,20,0
g21,16,50,20,0
g22,13,21,26,0
g23,7,3,72,0
g24,7,3,142,0
g25,7,3,142,0
g26,7,3,72,0
g27,7,3,65,0
g28,7,3,65,0
g29,7,3,65,0
g30,7,3,142,0
g31,9,25,27,0
g32,9,25,27,0
g33,9,25,30,0
g34,3,8,7,0
g35,3,34,7,0
g36,7,3,65,0
g37,7,3,65,0
g38,21,21,49,0
g39,11,49,149,0
g40,11,49,149,0
g41,5,7,10,0
g42,10,41,149,0
g43,11,49,79,0
g44,20,20,32,0
g45,31,21,10,0
g46,11,49,79,0
g47,11,49,72,0
g48,11,49,72,0
g49,11,49,72,0
g50,11,48,72,0
g51,11,49,72,0
g52,5,57,78,0
g53,4,19,13,0
g54,5,47,78,0
g55,5,57,154,0
g56,5,48,78,0
g57,5,57,155,0
g58,5,48,155,0
g59,5,57,155,0
g60,5,48,155,0
g61,5,57,85,0
g62,5,48,85,0
g63,5,57,85,0
g64,5,48,78,0
g65,9,36,22,0
g66,11,30,20,0
g67,5,57,78,0
g68,5,57,78,0
g69,5,57,78,0
g70,5,48,78,0
g71,5,57,78,0
g72,5,48,85,0
g73,11,23,41,0
g74,26,15,46,0
g75,8,19,44,0
g76,24,15,46,0
g77,4,40,155,0
g78,2,4,15,0
g79,5,48,78,0
g80,14,22,56,0
g81,16,25,56,0
g82,15,25,24,0
g83,32,4,93,0
g84,52,4,83,0
g85,14,3,18,0
g86,31,12,27,0
g87,5,26,47,0
g88,5,22,47,0
g89,5,18,47,0
g90,2,13,17,0
g91,11,30,28,0
g92,7,3,0,0
g93,7,3,0,0
g94,7,3,0,0
g95,7,3,0,0
g96,7,3,0,0
g97,7,3,0,0
g98,7,3,0,0
g99,2,22,50,0
g100,2,24,50,0
g101,11,49,19,0
g102,2,25,50,0
g103,2,21,50,0
g104,2,25,50,0
g105,8,24,64,0
g106,6,21,64,0
g107,7,21,63,0
g108,7,24,32,0
g109,21,3,104,0
g110,3,20,67,0
g111,3,20,7,0
g112,3,23,36,0
g113,3,23,7,0
g114,3,24,7,0
g115,3,21,7,0
g116,3,20,36,0
g117,3,21,67,0
g118,3,23,36,0
g119,3,23,36,0
g120,3,24,36,0
g121,23,3,52,0
g122,20,2,52,0
g123,3,18,7,0
g124,3,23,7,0
g125,22,2,52,0
g126,2,17,50,0
g127,3,20,7,0
g128,2,26,50,0
g129,23,2,52,0
g130,19,2,52,0
g131,2,22,53,0
g132,18,10,32,0
g133,7,3,0,0
g134,7,3,0,0
g135,7,3,0,0
g136,7,3,0,0
g137,7,3,0,0
g138,7,3,0,0
g139,7,3,0,0
g140,7,3,0,0
g141,7,3,0,0
g142,7,3,0,0
g143,7,3,0,0
g144,7,3,0,0
g145,7,3,0,0
g146,24,5,52,0
g147,15,10,10,0
g148,21,5,10,0
g149,18,6,10,0
g150,7,3,0,0
g151,7,3,0,0
g152,7,3,0,0
g153,7,3,0,0
g154,7,3,0,0
g155,4,23,53,0
g156,17,5,10,0
g157,20,4,10,0
g158,17,4,10,0
g159,9,14,11,0
g160,4,20,11,0
g161,5,17,11,0
g162,20,5,10,0
g163,3,7,7,0
g164,3,5,7,0
g165,3,5,7,0
g166,3,5,7,0
g167,3,5,7,0
g168,3,7,7,0
g169,3,7,7,0
g170,3,7,7,0
g171,3,7,7,0
g172,3,7,7,0
g173,3,7,7,0
g174,3,7,7,0
g175,3,7,7,0
g176,3,7,7,0
g177,3,7,7,0
g178,2,6,11,0
g179,2,6,11,0
g180,2,6,11,0
g181,3,7,7,0
g182,3,7,7,0
g183,3,7,7,0
g184,4,8,208,0
g185,4,8,138,0
g186,4,8,131,0
g187,4,8,13,0
g188,4,8,10,0
g189,4,8,10,0
g190,4,8,13,0
g191,4,8,10,0
g192,4,8,10,0
g193,4,8,138,0
g194,4,8,208,0
g195,4,8,10,0
g196,4,8,131,0
g197,4,8,10,0
g198,4,8,13,0
