gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,#INF,0
CONST_1,1,1,#INF,0
CK,1,1,14,0
DATA_0_0,1,1,114,0
DATA_0_1,1,1,122,0
DATA_0_10,1,1,74,0
DATA_0_11,1,1,82,0
DATA_0_12,1,1,90,0
DATA_0_13,1,1,98,0
DATA_0_14,1,1,106,0
DATA_0_15,1,1,114,0
DATA_0_16,1,1,122,0
DATA_0_17,1,1,130,0
DATA_0_18,1,1,133,0
DATA_0_19,1,1,107,0
DATA_0_2,1,1,106,0
DATA_0_20,1,1,115,0
DATA_0_21,1,1,91,0
DATA_0_22,1,1,99,0
DATA_0_23,1,1,75,0
DATA_0_24,1,1,83,0
DATA_0_25,1,1,58,0
DATA_0_26,1,1,66,0
DATA_0_27,1,1,74,0
DATA_0_28,1,1,82,0
DATA_0_29,1,1,90,0
DATA_0_3,1,1,114,0
DATA_0_30,1,1,98,0
DATA_0_31,1,1,107,0
DATA_0_4,1,1,90,0
DATA_0_5,1,1,98,0
DATA_0_6,1,1,74,0
DATA_0_7,1,1,82,0
DATA_0_8,1,1,58,0
DATA_0_9,1,1,66,0
RESET,1,1,21,0
TM0,1,1,43,0
TM1,1,1,41,0
test_se,1,1,8,0
test_si1,1,1,56,0
test_si2,1,1,24,0
test_si3,1,1,48,0
test_si4,1,1,48,0
test_si5,1,1,46,0
test_si6,1,1,46,0
test_si7,1,1,44,0
test_si8,1,1,40,0
test_si9,1,1,34,0
test_si10,1,1,8,0
test_si11,1,1,8,0
test_si12,1,1,25,0
test_si13,1,1,25,0
test_si14,1,1,49,0
test_si15,1,1,48,0
test_si16,1,1,48,0
test_si17,1,1,48,0
test_si18,1,1,48,0
test_si19,1,1,32,0
test_si20,1,1,32,0
test_si21,1,1,8,0
test_si22,1,1,8,0
test_si23,1,1,25,0
test_si24,1,1,25,0
test_si25,1,1,48,0
test_si26,1,1,48,0
test_si27,1,1,48,0
test_si28,1,1,40,0
test_si29,1,1,32,0
test_si30,1,1,34,0
test_si31,1,1,34,0
test_si32,1,1,8,0
test_si33,1,1,8,0
test_si34,1,1,25,0
test_si35,1,1,25,0
test_si36,1,1,32,0
test_si37,1,1,32,0
test_si38,1,1,32,0
test_si39,1,1,32,0
test_si40,1,1,32,0
test_si41,1,1,34,0
test_si42,1,1,34,0
test_si43,1,1,8,0
test_si44,1,1,8,0
test_si45,1,1,25,0
test_si46,1,1,25,0
test_si47,1,1,33,0
test_si48,1,1,32,0
test_si49,1,1,32,0
test_si50,1,1,32,0
test_si51,1,1,32,0
test_si52,1,1,32,0
test_si53,1,1,34,0
test_si54,1,1,8,0
test_si55,1,1,8,0
test_si56,1,1,25,0
test_si57,1,1,25,0
test_si58,1,1,33,0
test_si59,1,1,32,0
test_si60,1,1,32,0
test_si61,1,1,32,0
test_si62,1,1,32,0
test_si63,1,1,32,0
test_si64,1,1,34,0
test_si65,1,1,34,0
test_si66,1,1,8,0
test_si67,1,1,8,0
test_si68,1,1,25,0
test_si69,1,1,33,0
test_si70,1,1,32,0
test_si71,1,1,32,0
test_si72,1,1,32,0
test_si73,1,1,32,0
test_si74,1,1,32,0
