gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,#INF,0
CONST_1,1,1,#INF,0
CK,1,1,22,0
G0,1,1,109,0
G1,1,1,101,0
G10,1,1,38,0
G11,1,1,32,0
G12,1,1,197,0
G13,1,1,32,0
G14,1,1,32,0
G15,1,1,1,0
G16,1,1,226,0
G2,1,1,112,0
G3,1,1,172,0
G4,1,1,164,0
G5,1,1,175,0
G6,1,1,89,0
G7,1,1,81,0
G8,1,1,73,0
G9,1,1,65,0
test_se,1,1,16,0
test_si,1,1,200,0
U1,11,15,0,0
U2,47,14,8,0
U3,7,14,16,0
U4,26,3,20,0
U5,13,3,20,0
U6,2,37,8,0
U7,103,35,10,0
U8,34,11,102,0
U9,32,24,112,0
U10,34,29,115,0
U11,66,30,119,0
U12,29,3,182,0
U13,23,2,142,0
U14,#INF,63,44,0
U15,81,36,#INF,0
U16,37,18,#INF,0
U17,97,26,185,0
U18,15,24,267,0
U19,90,21,86,0
U20,20,77,99,0
U21,76,10,109,0
U22,91,9,110,0
U23,13,84,0,0
U24,11,22,62,0
U25,10,99,74,0
U26,223,11,73,0
U27,21,21,63,0
U28,43,27,57,0
U29,19,3,16,0
U30,14,3,25,0
U31,25,4,24,0
U32,19,3,24,0
U33,14,3,33,0
U34,24,4,32,0
U35,19,3,14,0
U36,3,13,31,0
U37,22,11,23,0
U38,7,26,22,0
U39,31,3,26,0
U40,25,3,26,0
U41,7,21,30,0
U42,26,3,34,0
U43,20,3,34,0
U44,7,14,38,0
U45,21,3,42,0
U46,2,4,42,0
U47,13,3,42,0
U48,2,3,30,0
U49,2,3,30,0
U50,6,5,51,0
U51,26,3,54,0
U52,4,2,55,0
U53,6,5,59,0
U54,26,3,62,0
U55,4,2,63,0
U56,13,61,50,0
U57,45,36,66,0
U58,10,44,92,0
U59,26,150,110,0
U60,6,5,58,0
U61,26,3,61,0
U62,4,2,62,0
U63,6,5,66,0
U64,26,3,69,0
U65,4,2,70,0
U66,6,5,74,0
U67,26,3,77,0
U68,4,2,78,0
U69,6,5,82,0
U70,26,3,85,0
U71,4,2,86,0
U72,13,2,57,0
U73,14,11,59,0
U74,13,83,90,0
U75,67,38,106,0
U76,14,80,98,0
U77,167,28,116,0
U78,21,34,144,0
U79,185,11,154,0
U80,13,71,106,0
U81,55,36,122,0
U82,14,68,114,0
U83,154,26,129,0
U84,21,24,158,0
U85,162,11,168,0
U86,13,59,122,0
U87,43,34,138,0
U88,141,24,78,0
U89,23,25,194,0
U90,251,11,206,0
U91,#INF,35,130,0
U92,34,26,#INF,0
U93,15,12,96,0
U94,11,2,109,0
U95,21,6,90,0
U96,28,3,108,0
U97,79,2,97,0
U98,16,2,97,0
U99,21,6,79,0
U100,28,3,97,0
U101,79,2,86,0
U102,16,2,86,0
U103,29,14,79,0
U104,36,3,105,0
U105,79,2,94,0
U106,10,77,88,0
U107,16,2,94,0
U108,16,14,88,0
U109,14,2,100,0
U110,4,143,87,0
U111,20,87,143,0
U112,106,10,153,0
U113,193,11,219,0
U114,3,77,90,0
U115,34,33,133,0
U116,4,145,79,0
U117,24,23,143,0
U118,21,77,147,0
U119,85,11,157,0
