gate,CC0,CC1,CO,is_trojan
U303,5,29,0,1
U302,105,10,19,1
U301,32,9,92,1
U300,17,8,107,1
U297,14,29,110,1
U296,72,159,52,1
U295,11,157,113,1
U294,24,169,100,1
U293,23,159,101,1
U292,11,187,113,1
U230,11,45,99,0
U229,6,75,104,0
U228,11,38,109,0
U227,9,22,119,0
U226,11,36,91,0
U225,6,48,96,0
U224,11,29,101,0
U223,9,13,111,0
U222,11,82,188,0
U221,6,186,193,0
U220,11,75,195,0
U219,9,59,277,0
U218,11,54,186,0
U217,6,100,191,0
U216,11,47,196,0
U215,9,29,206,0
U214,3,94,51,0
U213,17,10,20,0
U212,24,5,107,0
U211,58,5,202,0
U210,42,5,115,0
U209,66,7,239,0
U208,116,5,201,0
U207,24,97,31,0
U206,99,2,49,0
U205,21,100,30,0
U204,30,105,41,0
U202,31,5,74,0
U201,39,7,69,0
U138,11,22,57,0
U137,23,12,56,0
U135,7,25,99,0
U132,23,12,107,0
U131,13,24,112,0
U129,19,11,113,0
U128,8,37,87,0
U127,9,43,83,0
U126,9,51,73,0
U125,9,67,63,0
U124,9,74,53,0
U123,6,16,52,0
U120,25,9,102,0
U118,25,16,90,0
U117,11,19,87,0
U116,32,14,50,0
U114,14,11,90,0
U113,26,4,78,0
U112,25,5,77,0
U111,4,30,45,0
U109,59,11,39,0
U108,7,29,39,0
U107,16,12,18,0
U106,20,18,10,0
U102,53,5,62,0
U101,6,79,36,0
U100,6,104,65,0
U99,105,7,209,0
U97,6,95,49,0
U96,80,7,220,0
U95,6,174,72,0
U94,6,58,141,0
U93,59,7,140,0
U92,105,16,115,0
U91,24,107,107,0
U90,25,113,101,0
U89,10,137,98,0
U88,12,155,88,0
U87,12,162,78,0
U85,91,7,298,0
U83,104,14,57,0
U82,106,15,56,0
U80,97,13,42,0
U79,93,2,52,0
U77,96,10,44,0
U75,189,14,32,0
U74,15,190,31,0
U73,2,2,40,0
U72,9,9,28,0
U71,85,7,30,0
U69,10,10,148,0
U68,175,7,162,0
U67,8,242,95,0
U66,11,19,139,0
U65,76,16,82,0
U64,17,77,81,0
U63,83,16,72,0
U62,17,84,71,0
U61,90,16,62,0
U60,17,91,61,0
U59,97,16,52,0
U58,17,98,51,0
U57,11,100,40,0
U56,102,18,33,0
U55,11,97,51,0
U51,98,9,48,0
U50,17,100,40,0
U48,98,9,58,0
U47,17,100,50,0
U45,98,9,68,0
U44,17,100,60,0
U42,98,9,78,0
U41,17,100,70,0
U39,98,9,88,0
U38,17,100,80,0
U36,98,9,98,0
U35,17,100,90,0
U33,98,9,108,0
U32,17,100,100,0
U31,36,12,34,0
U30,13,37,33,0
U29,78,12,44,0
U28,13,79,43,0
U27,79,12,44,0
U26,13,80,43,0
U25,72,12,44,0
U24,13,73,43,0
U23,65,12,44,0
U22,13,66,43,0
U21,58,12,44,0
U20,13,59,43,0
U19,51,12,44,0
U18,13,52,43,0
U17,44,12,44,0
U16,13,45,43,0
U15,18,11,115,0
U14,19,20,107,0
U13,61,12,61,0
U12,13,62,60,0
U11,38,12,91,0
U10,13,39,90,0
U9,47,12,81,0
U8,13,48,80,0
U7,54,12,71,0
U6,13,55,70,0
U5,7,192,99,0
U4,181,14,92,0
U3,106,11,0,0
U290,3,4,91,0
U289,3,2,92,0
iXMIT_bitCell_cntrH_reg_2_,4,40,78,0
iXMIT_state_reg_0_,4,82,31,0
iXMIT_state_reg_2_,4,96,21,0
iXMIT_state_reg_1_,4,89,21,0
iXMIT_bitCountH_reg_0_,4,54,71,0
iXMIT_bitCountH_reg_1_,4,61,61,0
iXMIT_bitCountH_reg_2_,4,68,51,0
iXMIT_bitCountH_reg_3_,4,75,41,0
iXMIT_xmit_ShiftRegH_reg_7_,4,108,20,0
