gate,CC0,CC1,CO,is_trojan
g0,10,10,323,0
g1,7,3,290,0
g2,7,3,295,0
g3,7,3,290,0
g4,7,3,280,0
g5,9,24,302,0
g6,7,3,0,0
g7,10,24,297,0
g8,10,24,297,0
g9,10,24,287,0
g10,7,3,134,0
g11,7,3,242,0
g12,7,3,242,0
g13,7,3,242,0
g14,7,3,242,0
g15,7,3,242,0
g16,7,3,242,0
g17,7,3,242,0
g18,7,3,45,0
g19,7,3,242,0
g20,7,3,242,0
g21,7,3,138,0
g22,7,3,134,0
g23,7,3,138,0
g24,7,3,134,0
g25,7,3,138,0
g26,7,3,134,0
g27,7,3,138,0
g28,7,3,242,0
g29,7,3,242,0
g30,7,3,242,0
g31,7,3,242,0
g32,7,3,242,0
g33,7,3,242,0
g34,7,3,242,0
g35,7,3,242,0
g36,7,3,242,0
g37,7,3,242,0
g38,7,3,242,0
g39,7,3,242,0
g40,7,3,242,0
g41,7,3,242,0
g42,5,42,302,0
g43,5,42,302,0
g44,5,41,292,0
g45,4,34,307,0
g46,15,9,7,0
g47,5,32,249,0
g48,5,33,145,0
g49,4,23,303,0
g50,4,23,303,0
g51,4,23,293,0
g52,5,33,249,0
g53,5,32,249,0
g54,5,32,249,0
g55,5,33,249,0
g56,4,23,307,0
g57,5,33,249,0
g58,5,32,249,0
g59,5,33,249,0
g60,5,32,52,0
g61,5,23,17,0
g62,5,33,141,0
g63,5,33,145,0
g64,5,32,141,0
g65,7,3,309,0
g66,26,4,307,0
g67,5,32,141,0
g68,5,33,145,0
g69,5,33,249,0
g70,5,32,249,0
g71,5,32,141,0
g72,5,33,249,0
g73,5,32,249,0
g74,5,33,249,0
g75,5,32,249,0
g76,5,33,249,0
g77,5,32,249,0
g78,5,33,249,0
g79,5,32,249,0
g80,5,33,249,0
g81,5,32,249,0
g82,5,33,249,0
g83,5,32,249,0
g84,5,33,249,0
g85,9,8,13,0
g86,4,25,145,0
g87,15,3,318,0
g88,3,37,316,0
g89,17,4,23,0
g90,18,3,298,0
g91,3,16,18,0
g92,10,2,24,0
g93,26,6,327,0
g94,5,25,29,0
g95,14,18,267,0
g96,4,8,17,0
g97,4,8,312,0
g98,4,8,329,0
g99,4,8,322,0
g100,4,8,322,0
g101,4,8,326,0
g102,14,18,267,0
g103,14,18,267,0
g104,14,18,267,0
g105,14,18,267,0
g106,14,18,267,0
g107,15,20,267,0
g108,15,20,267,0
g109,15,20,267,0
g110,15,20,267,0
g111,15,19,267,0
g112,14,18,159,0
g113,15,20,267,0
g114,15,20,267,0
g115,14,18,267,0
g116,14,18,267,0
g117,15,19,267,0
g118,15,17,163,0
g119,15,17,329,0
g120,15,19,163,0
g121,14,18,267,0
g122,15,11,329,0
g123,14,18,267,0
g124,14,18,159,0
g125,15,19,267,0
g126,14,18,267,0
g127,15,20,267,0
g128,15,11,159,0
g129,15,20,163,0
g130,14,18,319,0
g131,14,18,159,0
g132,15,19,267,0
g133,14,18,70,0
g134,15,19,267,0
g135,5,17,35,0
g136,17,13,71,0
g137,18,14,268,0
g138,9,170,75,0
g139,4,17,278,0
g140,17,13,268,0
g141,165,10,80,0
g142,9,164,81,0
g143,18,14,268,0
g144,159,10,86,0
g145,9,158,87,0
g146,4,17,278,0
g147,17,13,268,0
g148,153,10,92,0
g149,9,152,93,0
g150,19,14,268,0
g151,17,13,268,0
g152,147,10,98,0
g153,9,146,99,0
g154,4,18,278,0
g155,18,14,268,0
g156,9,135,272,0
g157,141,11,104,0
g158,10,140,105,0
g159,4,17,278,0
g160,17,13,268,0
g161,130,10,115,0
g162,9,129,116,0
g163,19,14,268,0
g164,17,13,268,0
g165,17,13,268,0
g166,124,10,121,0
g167,9,123,122,0
g168,4,18,278,0
g169,19,14,268,0
g170,19,14,268,0
g171,17,13,268,0
g172,9,112,272,0
g173,9,102,272,0
g174,118,11,127,0
g175,10,117,128,0
g176,4,18,278,0
g177,4,18,278,0
g178,18,14,268,0
g179,9,91,272,0
