gate,CC0,CC1,CO,is_trojan
g0,2,2,0,0
g1,2,2,0,0
g2,2,2,0,0
g3,2,2,0,0
g4,2,2,0,0
g5,2,2,0,0
g6,2,2,0,0
g7,2,2,0,0
g8,2,2,0,0
g9,2,2,0,0
g10,2,2,0,0
g11,2,2,0,0
g12,2,2,0,0
g13,2,2,0,0
g14,2,2,0,0
g15,2,2,0,0
g16,2,2,0,0
g17,2,2,0,0
g18,2,2,0,0
g19,2,2,0,0
g20,2,2,0,0
g21,2,2,0,0
g22,5,24,102,0
g23,7,3,66,0
g24,7,3,66,0
g25,14,21,73,0
g26,7,3,66,0
g27,9,21,73,0
g28,7,3,11,0
g29,9,21,73,0
g30,9,36,78,0
g31,7,3,0,0
g32,7,3,0,0
g33,7,3,0,0
g34,7,3,0,0
g35,7,3,11,0
g36,4,35,83,0
g37,4,34,78,0
g38,4,33,78,0
g39,19,28,18,0
g40,7,3,27,0
g41,7,3,0,0
g42,7,3,0,0
g43,7,3,0,0
g44,7,3,0,0
g45,7,3,0,0
g46,7,3,0,0
g47,7,3,0,0
g48,7,3,0,0
g49,7,3,0,0
g50,7,3,0,0
g51,7,3,0,0
g52,7,3,0,0
g53,7,3,0,0
g54,7,3,0,0
g55,7,3,0,0
g56,7,3,0,0
g57,10,14,7,0
g58,10,14,7,0
g59,10,14,7,0
g60,10,14,7,0
g61,16,29,34,0
g62,4,20,78,0
g63,4,20,78,0
g64,4,20,83,0
g65,12,27,25,0
g66,15,29,18,0
g67,7,3,0,0
g68,7,3,0,0
g69,7,3,0,0
g70,7,3,0,0
g71,7,3,0,0
g72,25,3,86,0
g73,7,3,44,0
g74,7,3,44,0
g75,7,3,44,0
g76,7,3,44,0
g77,7,3,44,0
g78,7,3,44,0
g79,7,3,44,0
g80,7,3,44,0
g81,7,3,44,0
g82,7,3,44,0
g83,7,3,0,0
g84,7,3,44,0
g85,7,3,0,0
g86,7,3,0,0
g87,7,3,0,0
g88,7,3,0,0
g89,7,3,44,0
g90,7,3,0,0
g91,7,3,0,0
g92,7,3,0,0
g93,7,3,0,0
g94,7,3,0,0
g95,7,3,0,0
g96,7,3,0,0
g97,7,3,0,0
g98,7,3,0,0
g99,7,3,0,0
g100,7,3,0,0
g101,7,3,44,0
g102,7,3,11,0
g103,7,3,44,0
g104,7,3,44,0
g105,7,3,44,0
g106,7,3,11,0
g107,17,11,7,0
g108,5,56,12,0
g109,5,53,12,0
g110,5,50,12,0
g111,3,19,7,0
g112,17,11,7,0
g113,17,11,7,0
g114,10,28,23,0
g115,7,26,30,0
g116,10,28,40,0
g117,17,11,7,0
g118,17,11,7,0
g119,17,11,7,0
g120,5,53,12,0
g121,17,11,7,0
g122,17,11,7,0
g123,17,11,7,0
g124,17,11,7,0
g125,17,11,7,0
g126,17,11,7,0
g127,17,11,7,0
g128,17,11,7,0
g129,17,11,7,0
g130,17,11,7,0
g131,17,11,7,0
g132,17,11,7,0
g133,17,11,7,0
g134,17,11,7,0
g135,7,3,44,0
g136,7,3,44,0
g137,7,3,44,0
g138,7,3,44,0
g139,15,3,83,0
g140,6,27,31,0
g141,9,10,15,0
g142,9,10,15,0
g143,7,30,17,0
g144,7,30,17,0
g145,7,30,17,0
g146,7,30,17,0
g147,7,30,17,0
g148,7,30,17,0
g149,7,30,17,0
g150,7,30,17,0
g151,7,30,17,0
g152,7,30,17,0
g153,7,30,17,0
g154,7,30,17,0
g155,7,30,17,0
g156,7,30,17,0
g157,7,30,17,0
g158,7,30,17,0
g159,7,30,17,0
g160,7,30,17,0
g161,7,30,17,0
g162,7,30,17,0
g163,9,10,15,0
g164,9,10,15,0
g165,9,10,15,0
g166,9,10,15,0
g167,9,10,15,0
g168,9,10,15,0
g169,9,10,15,0
g170,9,10,15,0
g171,9,10,15,0
g172,9,10,15,0
g173,9,10,15,0
g174,9,10,15,0
g175,9,10,15,0
g176,9,10,15,0
g177,9,10,15,0
g178,9,10,15,0
g179,9,10,15,0
g180,9,10,15,0
g181,3,60,34,0
g182,7,3,0,0
g183,37,5,25,0
g184,16,22,10,0
g185,6,27,27,0
g186,6,27,44,0
g187,5,39,45,0
g188,3,13,51,0
g189,3,13,51,0
g190,3,13,51,0
g191,3,13,51,0
g192,3,13,51,0
g193,3,13,51,0
g194,3,13,51,0
g195,3,13,51,0
g196,3,13,51,0
g197,3,13,51,0
g198,3,13,51,0
g199,3,13,51,0
g200,3,11,7,0
g201,3,13,7,0
g202,3,13,7,0
g203,3,13,7,0
g204,3,13,7,0
g205,3,13,18,0
g206,3,13,7,0
g207,3,13,7,0
g208,3,13,7,0
g209,3,13,7,0
g210,3,13,18,0
g211,3,13,7,0
g212,3,13,7,0
g213,3,13,51,0
g214,3,13,7,0
g215,3,13,51,0
g216,3,13,7,0
g217,3,13,51,0
g218,3,13,7,0
g219,3,13,7,0
g220,3,13,7,0
g221,3,13,51,0
g222,3,13,51,0
g223,3,13,51,0
g224,3,13,51,0
g225,3,13,51,0
g226,12,21,86,0
g227,40,4,25,0
g228,25,6,22,0
g229,4,13,13,0
g230,4,13,13,0
g231,4,13,13,0
g232,4,13,13,0
g233,3,30,30,0
g234,9,15,23,0
g235,4,41,33,0
g236,10,13,54,0
g237,10,13,54,0
g238,4,32,29,0
g239,10,13,54,0
g240,29,2,65,0
g241,34,4,50,0
g242,12,20,20,0
g243,10,13,54,0
g244,10,13,54,0
g245,10,13,54,0
g246,10,13,54,0
g247,10,13,54,0
g248,10,13,54,0
g249,10,13,54,0
g250,10,13,54,0
g251,32,4,30,0
g252,4,46,83,0
g253,22,5,32,0
g254,5,24,20,0
g255,8,12,10,0
g256,10,16,10,0
g257,9,13,7,0
g258,10,16,10,0
g259,10,16,10,0
g260,10,13,54,0
g261,10,16,10,0
g262,10,13,21,0
g263,10,16,10,0
g264,10,13,21,0
g265,10,16,10,0
g266,10,16,10,0
g267,10,16,10,0
g268,10,16,10,0
g269,10,13,54,0
g270,10,16,10,0
g271,10,16,10,0
g272,10,16,10,0
g273,10,16,10,0
g274,10,13,54,0
g275,10,16,10,0
g276,10,13,54,0
g277,10,16,10,0
g278,10,13,54,0
g279,10,13,54,0
g280,10,13,54,0
g281,10,13,54,0
g282,10,13,54,0
g283,6,36,20,0
g284,7,3,143,0
g285,7,3,143,0
g286,7,3,98,0
g287,7,3,98,0
g288,7,3,91,0
g289,7,3,91,0
g290,7,3,91,0
g291,7,3,91,0
g292,7,3,91,0
g293,4,12,12,0
g294,6,37,20,0
g295,6,37,20,0
g296,6,37,20,0
g297,6,37,20,0
g298,6,37,20,0
g299,6,37,20,0
g300,6,37,20,0
g301,6,37,20,0
g302,6,37,20,0
g303,6,37,20,0
g304,6,37,20,0
g305,6,37,20,0
g306,3,25,64,0
g307,6,37,20,0
g308,6,37,20,0
g309,3,25,64,0
g310,3,25,64,0
g311,3,25,64,0
g312,3,25,64,0
g313,3,25,64,0
g314,3,25,64,0
g315,3,25,64,0
g316,3,25,64,0
g317,3,25,64,0
g318,3,25,64,0
g319,3,25,64,0
g320,3,25,64,0
g321,3,25,64,0
g322,3,25,64,0
g323,3,25,64,0
g324,3,25,31,0
g325,3,25,31,0
g326,3,25,64,0
g327,3,25,64,0
g328,3,25,64,0
g329,7,3,143,0
g330,15,11,25,0
g331,9,9,17,0
g332,9,9,58,0
g333,9,9,58,0
g334,9,9,58,0
g335,9,9,58,0
g336,9,9,58,0
g337,9,9,58,0
g338,9,9,58,0
g339,9,9,58,0
g340,9,9,58,0
g341,9,9,58,0
g342,9,9,58,0
g343,9,9,17,0
g344,9,9,58,0
g345,9,9,58,0
g346,9,9,58,0
g347,9,9,58,0
g348,9,9,58,0
g349,10,15,92,0
g350,9,9,17,0
g351,9,9,17,0
g352,9,9,17,0
g353,9,9,25,0
g354,3,25,64,0
g355,9,9,17,0
g356,9,9,17,0
g357,9,9,17,0
g358,9,9,58,0
g359,9,9,58,0
g360,9,9,58,0
g361,9,9,17,0
g362,9,9,17,0
g363,9,9,17,0
g364,9,9,17,0
g365,9,9,17,0
g366,9,9,17,0
g367,9,9,17,0
g368,9,9,58,0
g369,4,24,12,0
g370,9,9,25,0
g371,38,6,91,0
g372,3,25,34,0
g373,12,4,42,0
g374,27,4,33,0
g375,10,14,26,0
g376,24,3,37,0
g377,8,3,18,0
g378,7,3,0,0
g379,7,3,0,0
g380,7,3,0,0
g381,7,3,0,0
g382,7,3,0,0
g383,7,3,0,0
g384,4,29,98,0
g385,4,29,150,0
g386,4,29,98,0
g387,4,28,98,0
g388,4,29,150,0
g389,24,5,105,0
g390,21,5,35,0
g391,22,5,34,0
g392,4,29,98,0
g393,4,29,105,0
g394,4,29,105,0
g395,5,17,21,0
g396,4,21,150,0
g397,4,29,98,0
g398,19,3,17,0
g399,4,23,50,0
g400,7,3,17,0
g401,9,9,31,0
g402,4,20,14,0
g403,4,21,30,0
g404,8,4,36,0
g405,3,7,7,0
g406,3,7,7,0
g407,3,7,7,0
g408,9,9,75,0
g409,3,7,7,0
g410,3,7,7,0
g411,12,4,50,0
g412,3,7,7,0
g413,16,5,58,0
g414,16,5,20,0
g415,13,5,38,0
g416,4,12,36,0
g417,15,4,58,0
g418,15,4,50,0
g419,4,15,59,0
g420,12,4,22,0
g421,4,15,20,0
g422,4,12,36,0
g423,13,3,113,0
g424,4,8,43,0
g425,4,8,22,0
g426,4,8,43,0
g427,4,8,21,0
g428,4,8,22,0
g429,4,8,21,0
g430,4,8,22,0
g431,4,8,43,0
g432,4,8,43,0
g433,4,8,21,0
g434,4,8,22,0
g435,4,8,43,0
g436,4,8,43,0
g437,4,8,21,0
g438,4,8,21,0
g439,4,8,22,0
g440,4,8,21,0
g441,4,8,22,0
g442,4,8,22,0
g443,4,8,43,0
g444,4,8,21,0
g445,4,8,43,0
g446,4,8,43,0
g447,4,8,43,0
g448,4,8,20,0
g449,4,8,22,0
g450,4,8,21,0
g451,4,8,43,0
g452,4,8,43,0
g453,4,8,43,0
g454,4,8,22,0
g455,4,8,21,0
g456,4,8,21,0
g457,4,8,21,0
g458,4,8,21,0
g459,4,8,22,0
g460,4,8,21,0
g461,4,8,21,0
g462,4,8,21,0
g463,4,8,22,0
g464,4,8,43,0
g465,4,8,22,0
g466,4,8,22,0
g467,4,8,22,0
g468,4,8,94,0
g469,4,8,10,0
g470,4,8,99,0
g471,4,8,43,0
g472,4,8,43,0
g473,4,8,43,0
g474,4,8,10,0
g475,4,8,43,0
g476,4,8,94,0
g477,4,8,10,0
g478,4,8,10,0
g479,4,8,10,0
g480,2,2,87,0
g481,14,18,42,0
g482,2,2,54,0
g483,2,2,87,0
g484,15,19,42,0
g485,2,2,54,0
g486,15,19,112,0
g487,15,11,42,0
g488,2,2,87,0
g489,15,17,42,0
g490,15,19,42,0
g491,15,19,112,0
g492,2,2,87,0
g493,15,19,42,0
g494,15,19,42,0
g495,15,19,42,0
g496,9,13,109,0
g497,2,2,87,0
g498,15,19,42,0
g499,15,19,42,0
g500,15,11,164,0
g501,15,19,119,0
g502,14,18,112,0
g503,2,2,87,0
g504,15,19,42,0
g505,15,19,42,0
g506,2,2,87,0
g507,2,2,87,0
g508,2,2,87,0
g509,2,2,87,0
g510,15,19,42,0
g511,8,12,104,0
g512,2,2,87,0
g513,15,19,42,0
g514,2,2,87,0
g515,2,2,87,0
g516,2,2,87,0
g517,2,2,87,0
g518,2,2,87,0
g519,15,17,164,0
g520,15,19,112,0
g521,15,19,119,0
g522,15,19,112,0
g523,2,2,87,0
g524,2,2,87,0
g525,2,2,87,0
g526,2,2,87,0
g527,15,19,42,0
g528,4,8,22,0
g529,4,8,21,0
g530,4,8,43,0
g531,4,8,21,0
g532,4,8,21,0
g533,30,11,64,0
g534,4,8,22,0
g535,4,8,43,0
g536,4,8,21,0
g537,2,2,58,0
g538,4,8,21,0
g539,4,8,22,0
g540,4,8,34,0
g541,4,8,10,0
g542,4,8,34,0
g543,2,2,18,0
g544,2,2,18,0
g545,2,2,18,0
g546,2,2,18,0
g547,2,2,16,0
g548,2,2,12,0
g549,12,8,110,0
g550,11,7,105,0
g551,4,15,114,0
g552,23,4,103,0
g553,15,4,111,0
g554,10,29,65,0
g555,19,9,75,0
g556,14,10,80,0
g557,9,9,85,0
g558,9,9,85,0
g559,4,15,90,0
g560,4,8,90,0
g561,4,8,90,0
g562,4,8,90,0
g563,4,8,90,0
g564,4,8,90,0
g565,17,13,113,0
g566,18,14,113,0
g567,9,51,117,0
g568,4,17,123,0
g569,18,14,113,0
g570,46,10,122,0
g571,9,45,118,0
g572,4,17,123,0
g573,18,14,113,0
g574,40,10,123,0
g575,9,39,118,0
g576,4,17,123,0
g577,18,14,113,0
g578,34,10,123,0
g579,9,33,118,0
g580,4,17,123,0
g581,18,14,120,0
g582,28,10,123,0
g583,9,27,124,0
