gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,#INF,0
CONST_1,1,1,45,0
n0,1,1,57,0
n1,1,1,52,0
n2[127],1,1,#INF,0
n2[126],1,1,#INF,0
n2[125],1,1,#INF,0
n2[124],1,1,#INF,0
n2[123],1,1,#INF,0
n2[122],1,1,#INF,0
n2[121],1,1,#INF,0
n2[120],1,1,#INF,0
n2[119],1,1,#INF,0
n2[118],1,1,#INF,0
n2[117],1,1,#INF,0
n2[116],1,1,#INF,0
n2[115],1,1,#INF,0
n2[114],1,1,#INF,0
n2[113],1,1,#INF,0
n2[112],1,1,#INF,0
n2[111],1,1,#INF,0
n2[110],1,1,#INF,0
n2[109],1,1,#INF,0
n2[108],1,1,#INF,0
n2[107],1,1,#INF,0
n2[106],1,1,#INF,0
n2[105],1,1,#INF,0
n2[104],1,1,#INF,0
n2[103],1,1,#INF,0
n2[102],1,1,#INF,0
n2[101],1,1,#INF,0
n2[100],1,1,#INF,0
n2[99],1,1,#INF,0
n2[98],1,1,#INF,0
n2[97],1,1,#INF,0
n2[96],1,1,#INF,0
n2[95],1,1,#INF,0
n2[94],1,1,#INF,0
n2[93],1,1,#INF,0
n2[92],1,1,#INF,0
n2[91],1,1,#INF,0
n2[90],1,1,#INF,0
n2[89],1,1,#INF,0
n2[88],1,1,#INF,0
n2[87],1,1,#INF,0
n2[86],1,1,#INF,0
n2[85],1,1,#INF,0
n2[84],1,1,#INF,0
n2[83],1,1,#INF,0
n2[82],1,1,#INF,0
n2[81],1,1,#INF,0
n2[80],1,1,#INF,0
n2[79],1,1,#INF,0
n2[78],1,1,#INF,0
n2[77],1,1,#INF,0
n2[76],1,1,#INF,0
n2[75],1,1,#INF,0
n2[74],1,1,#INF,0
n2[73],1,1,#INF,0
n2[72],1,1,#INF,0
n2[71],1,1,#INF,0
n2[70],1,1,#INF,0
n2[69],1,1,#INF,0
n2[68],1,1,#INF,0
n2[67],1,1,#INF,0
n2[66],1,1,#INF,0
n2[65],1,1,#INF,0
n2[64],1,1,#INF,0
n2[63],1,1,#INF,0
n2[62],1,1,#INF,0
n2[61],1,1,#INF,0
