gate,CC0,CC1,CO,is_trojan
U1,3,18,0,0
U2,1,1,0,0
U3,1,1,0,0
U4,1,1,0,0
U5,1,1,0,0
U6,1,1,0,0
U7,1,1,0,0
U8,1,1,0,0
U9,3,19,0,0
U11,9,6,0,0
U12,1,1,0,0
U13,7,2,0,0
U14,8,3,0,0
U15,7,2,0,0
U16,13,2,0,0
U17,4,15,0,0
U18,3,2,0,0
U19,3,2,0,0
U20,7,3,0,0
U21,3,2,0,0
U22,1,1,0,0
U23,1,1,0,0
U24,1,1,0,0
U25,1,1,0,0
U26,1,1,0,0
U27,1,1,0,0
U28,1,1,0,0
U29,1,1,0,0
U30,3,2,0,0
U31,7,11,7,0
U32,7,11,0,0
U33,7,11,0,0
U34,7,11,23,0
U35,7,11,14,0
U36,7,11,14,0
U37,7,11,19,0
U38,7,11,40,0
U39,7,11,0,0
U40,7,11,0,0
U41,7,11,0,0
U42,7,11,12,0
U43,7,11,2,0
U44,7,11,71,0
U45,7,11,3,0
U46,7,11,37,0
U47,7,11,30,0
U48,3,10,37,0
U49,7,11,0,0
U50,2,9,38,0
U51,3,10,30,0
U52,3,7,36,0
U53,3,7,39,0
U54,2,7,45,0
U55,8,9,#INF,0
U56,5,13,#INF,0
U57,22,17,#INF,0
U58,3,10,38,0
U59,6,12,35,0
U60,11,10,31,0
U61,3,16,32,0
U62,8,15,27,0
U63,16,12,23,0
U64,3,17,24,0
U65,8,20,19,0
U66,18,12,15,0
U67,6,43,18,0
U68,3,31,18,0
U69,7,53,18,0
U70,8,44,18,0
U71,2,4,45,0
U72,14,4,0,0
U73,10,16,#INF,0
U74,5,5,42,0
U75,1,1,5,0
U76,1,1,6,0
U77,1,1,6,0
U78,1,1,6,0
U79,1,1,6,0
U80,2,3,11,0
U81,1,1,13,0
U82,2,3,11,0
U83,2,3,11,0
U84,2,3,11,0
U85,1,1,20,0
U86,1,1,11,0
U87,1,1,39,0
U88,1,1,24,0
U89,2,3,11,0
U90,1,1,13,0
U91,2,3,11,0
U92,2,3,11,0
U93,2,3,11,0
U94,1,1,5,0
U95,1,1,5,0
U96,1,1,21,0
U97,1,1,47,0
U98,1,1,14,0
U99,1,1,22,0
U100,1,1,30,0
U101,1,1,30,0
U102,1,1,30,0
U103,1,1,26,0
U104,5,6,#INF,0
U105,6,2,34,0
U106,1,1,51,0
U107,3,2,38,0
U108,7,2,41,0
U109,2,9,46,0
U110,17,5,#INF,0
U111,2,9,47,0
U112,2,3,18,0
U113,2,5,2,0
U114,1,1,14,0
U115,7,3,8,0
U116,7,3,8,0
U117,11,5,25,0
