gate,CC0,CC1,CO,is_trojan
g0,2,2,42,0
g1,7,3,0,0
g2,7,3,0,0
g3,7,3,0,0
g4,7,3,0,0
g5,7,3,0,0
g6,7,3,0,0
g7,7,3,0,0
g8,7,3,0,0
g9,7,3,0,0
g10,7,3,0,0
g11,7,3,0,0
g12,7,3,0,0
g13,7,3,0,0
g14,7,3,0,0
g15,7,3,0,0
g16,7,3,0,0
g17,7,3,0,0
g18,7,3,0,0
g19,7,3,0,0
g20,7,3,0,0
g21,7,3,0,0
g22,7,3,0,0
g23,7,3,0,0
g24,7,3,0,0
g25,7,3,0,0
g26,7,3,0,0
g27,7,3,0,0
g28,7,3,0,0
g29,7,3,0,0
g30,7,3,0,0
g31,7,3,0,0
g32,7,3,0,0
g33,7,3,0,0
g34,7,3,0,0
g35,7,3,0,0
g36,7,3,0,0
g37,7,3,0,0
g38,7,3,0,0
g39,7,3,0,0
g40,7,3,0,0
g41,7,3,0,0
g42,7,3,0,0
g43,7,3,0,0
g44,7,3,0,0
g45,7,3,0,0
g46,7,3,0,0
g47,7,3,0,0
g48,7,3,0,0
g49,7,3,0,0
g50,7,3,0,0
g51,7,3,0,0
g52,7,3,0,0
g53,7,3,0,0
g54,7,3,0,0
g55,7,3,0,0
g56,7,3,0,0
g57,7,3,0,0
g58,7,3,0,0
g59,7,3,0,0
g60,7,3,0,0
g61,7,3,0,0
g62,7,3,0,0
g63,7,3,0,0
g64,7,3,0,0
g65,7,3,57,0
g66,7,3,57,0
g67,7,3,57,0
g68,7,3,57,0
g69,7,3,0,0
g70,7,3,0,0
g71,7,3,0,0
g72,7,3,0,0
g73,7,3,0,0
g74,7,3,0,0
g75,7,3,0,0
g76,7,3,0,0
g77,7,3,0,0
g78,7,3,0,0
g79,7,3,0,0
g80,7,3,0,0
g81,7,3,0,0
g82,7,3,0,0
g83,7,3,0,0
g84,7,3,0,0
g85,7,3,0,0
g86,7,3,0,0
g87,7,3,0,0
g88,7,3,0,0
g89,7,3,0,0
g90,7,3,0,0
g91,7,3,0,0
g92,7,3,0,0
g93,7,3,0,0
g94,7,3,0,0
g95,7,3,0,0
g96,7,3,0,0
g97,7,3,0,0
g98,7,3,0,0
g99,7,3,0,0
g100,7,3,0,0
g101,7,3,0,0
g102,7,3,0,0
g103,7,3,0,0
g104,7,3,0,0
g105,7,3,0,0
g106,7,3,0,0
g107,7,3,0,0
g108,7,3,0,0
g109,7,3,0,0
g110,7,3,0,0
g111,7,3,0,0
g112,7,3,0,0
g113,7,3,0,0
g114,7,3,0,0
g115,7,3,0,0
g116,7,3,0,0
g117,7,3,0,0
g118,7,3,0,0
g119,7,3,0,0
g120,7,3,0,0
g121,7,3,0,0
g122,7,3,0,0
g123,7,3,0,0
g124,7,3,0,0
g125,7,3,0,0
g126,7,3,0,0
g127,7,3,0,0
g128,7,3,0,0
g129,7,3,0,0
g130,7,3,0,0
g131,7,3,0,0
g132,7,3,0,0
g133,7,3,0,0
g134,7,3,0,0
g135,7,3,0,0
g136,7,3,0,0
g137,7,3,0,0
g138,7,3,0,0
g139,7,3,0,0
g140,7,3,0,0
g141,7,3,0,0
g142,7,3,0,0
g143,7,3,0,0
g144,7,3,0,0
g145,7,3,0,0
g146,7,3,0,0
g147,7,3,0,0
g148,7,3,0,0
g149,7,3,0,0
g150,7,3,0,0
g151,7,3,0,0
g152,7,3,0,0
g153,7,3,0,0
g154,7,3,0,0
g155,7,3,0,0
g156,7,3,0,0
g157,7,3,0,0
g158,7,3,0,0
g159,7,3,0,0
g160,7,3,0,0
g161,7,3,0,0
g162,7,3,0,0
g163,7,3,0,0
g164,7,3,0,0
g165,7,3,0,0
g166,7,3,0,0
g167,7,3,0,0
g168,7,3,0,0
g169,7,3,0,0
g170,7,3,0,0
g171,7,3,0,0
g172,7,3,0,0
g173,7,3,0,0
g174,7,3,0,0
g175,7,3,0,0
g176,7,3,0,0
g177,7,3,0,0
g178,7,3,0,0
g179,7,3,0,0
g180,7,3,0,0
g181,7,3,0,0
g182,7,3,0,0
g183,7,3,0,0
g184,7,3,0,0
g185,7,3,0,0
g186,7,3,0,0
g187,7,3,0,0
g188,7,3,0,0
g189,7,3,0,0
g190,7,3,0,0
g191,7,3,0,0
g192,7,3,0,0
g193,7,3,0,0
