gate,CC0,CC1,CO,is_trojan
g0,4,8,131,0
g1,28,6,23,0
g2,7,3,0,0
g3,7,3,49,0
g4,2,5,19,1
g5,15,4,20,1
g6,7,3,99,0
g7,9,10,125,0
g8,9,9,115,0
g9,7,3,43,0
g10,2,2,33,1
g11,7,3,0,0
g12,2,5,11,1
g13,6,6,7,1
g14,8,9,43,0
g15,18,12,56,0
g16,4,8,168,0
g17,27,4,13,1
g18,18,5,51,0
g19,6,6,7,1
g20,2,2,58,1
g21,4,7,48,0
g22,4,8,71,0
g23,19,4,16,1
g24,3,10,21,1
g25,31,4,13,1
g26,7,3,110,0
g27,8,9,38,0
g28,6,34,63,0
g29,2,2,30,1
g30,14,14,7,0
g31,6,6,7,1
g32,15,11,147,0
g33,4,8,48,0
g34,15,11,157,0
g35,9,9,104,0
g36,2,5,11,1
g37,4,17,158,0
g38,3,46,10,1
g39,4,15,71,0
g40,18,11,58,0
g41,7,3,159,0
g42,14,14,7,0
g43,23,4,13,1
g44,14,10,176,0
g45,4,8,109,0
g46,6,6,7,1
g47,3,54,9,1
g48,7,37,9,0
g49,8,46,116,0
g50,5,3,30,1
g51,4,8,120,0
g52,6,3,49,0
g53,29,6,79,0
g54,4,8,27,1
g55,7,3,110,0
g56,4,8,109,0
g57,17,11,117,0
g58,12,26,50,0
g59,2,5,11,1
g60,4,8,168,0
g61,4,8,42,0
g62,2,3,33,1
g63,17,13,148,0
g64,7,3,49,0
g65,4,8,98,0
g66,14,18,147,0
g67,10,10,157,0
g68,2,2,54,1
g69,4,8,131,0
g70,7,45,127,0
g71,2,2,33,1
g72,17,11,117,0
g73,9,9,115,0
g74,2,2,38,1
g75,4,23,71,0
g76,7,3,43,0
g77,16,5,70,0
g78,23,5,23,0
g79,6,29,57,0
g80,9,9,7,0
g81,3,30,10,1
g82,9,11,60,0
g83,16,14,158,0
g84,9,9,55,0
g85,7,37,14,0
g86,7,3,169,0
g87,3,26,10,1
g88,8,35,66,0
g89,4,14,47,0
g90,6,23,57,0
g91,9,9,93,0
g92,3,42,10,1
g93,7,39,69,0
g94,4,15,168,0
g95,2,3,29,1
g96,10,10,36,0
g97,24,5,70,0
g98,35,4,13,1
g99,4,14,47,0
g100,10,14,148,0
g101,2,2,61,1
g102,4,15,73,0
g103,7,37,14,0
g104,4,8,131,0
g105,6,6,7,1
g106,18,10,106,0
g107,8,9,43,0
g108,4,14,42,0
g109,18,12,51,0
g110,6,6,7,1
g111,8,35,66,0
g112,9,11,65,0
g113,4,8,43,0
g114,7,3,0,0
g115,10,14,158,0
g116,17,11,117,0
g117,4,38,176,0
g118,4,8,98,0
g119,7,3,0,0
g120,4,17,52,0
g121,3,50,10,1
g122,4,8,163,0
g123,2,2,42,1
g124,7,3,49,0
g125,10,14,50,0
g126,2,2,34,1
g127,2,5,11,1
g128,9,9,115,0
g129,7,45,127,0
g130,4,8,120,0
g131,8,46,116,0
g132,2,2,33,1
g133,9,11,65,0
g134,7,3,0,0
g135,4,8,158,0
g136,4,8,98,0
g137,4,17,65,0
g138,7,3,0,0
g139,9,9,163,0
g140,6,6,15,1
g141,4,7,48,0
g142,4,8,120,0
g143,2,2,29,1
g144,11,4,21,1
g145,9,9,68,0
g146,12,4,34,0
g147,6,3,44,0
g148,7,37,14,0
g149,16,14,148,0
g150,7,3,39,0
g151,18,10,106,0
g152,7,3,0,0
g153,4,8,42,0
g154,43,4,13,1
g155,2,5,11,1
g156,6,6,15,1
g157,7,3,99,0
g158,18,5,62,0
g159,14,18,157,0
g160,3,34,10,1
g161,12,4,96,0
g162,5,5,7,1
g163,2,5,11,1
g164,28,6,23,0
g165,2,2,50,1
g166,7,3,99,0
g167,7,3,43,0
g168,9,14,99,0
g169,2,2,46,1
g170,3,14,18,1
g171,2,5,11,1
g172,28,6,18,0
g173,7,4,24,1
g174,8,35,66,0
g175,13,24,50,0
g176,4,17,60,0
g177,3,38,10,1
g178,9,15,152,0
g179,4,17,168,0
g180,9,11,65,0
g181,28,6,23,0
g182,9,9,153,0
g183,6,6,7,1
g184,15,17,157,0
g185,2,5,19,1
g186,15,17,147,0
g187,47,4,13,1
g188,7,44,127,0
g189,6,3,49,0
g190,8,9,43,0
g191,8,45,116,0
g192,3,18,17,1
g193,18,12,56,0
g194,6,6,15,1
g195,6,23,46,0
g196,6,29,65,0
g197,7,3,0,0
g198,39,4,13,1
g199,3,22,13,1
g200,7,3,0,0
g201,4,8,173,0
g202,9,9,171,0
g203,9,10,125,0
g204,9,9,37,0
g205,10,10,167,0
g206,4,7,48,0
g207,4,8,158,0
g208,7,3,0,0
g209,4,8,48,0
g210,30,7,66,0
g211,7,3,44,0
g212,18,10,106,0
g213,7,3,0,0
g214,2,2,33,1
g215,9,10,125,0
g216,6,3,49,0
g217,4,14,47,0
g218,6,6,7,1
g219,2,5,11,1
g220,14,14,7,0
g221,4,15,158,0
g222,4,8,42,0
g223,7,3,0,0
g224,9,15,162,0
g225,14,10,166,0
g226,15,4,79,0
g227,7,3,110,0
g228,8,35,61,0
g229,17,13,158,0
g230,51,4,12,1
g231,4,8,176,0
g232,9,14,88,0
g233,9,15,60,0
g234,4,8,48,0
g235,18,12,56,0
g236,7,3,0,0
g237,2,5,19,1
g238,4,7,43,0
g239,5,28,80,0
g240,4,8,109,0
