gate,CC0,CC1,CO,is_trojan
g0,3,15,118,0
g1,7,3,26,0
g2,4,9,157,1
g3,5,21,40,0
g4,3,3,64,0
g5,4,21,207,0
g6,6,3,80,1
g7,2,2,36,0
g8,4,9,152,1
g9,9,3,62,1
g10,4,8,78,0
g11,7,3,114,0
g12,6,42,76,0
g13,52,10,156,0
g14,30,34,0,0
g15,6,29,39,0
g16,12,4,128,0
g17,4,21,207,0
g18,14,14,60,1
g19,15,11,213,0
g20,9,11,134,0
g21,9,11,73,0
g22,7,3,200,0
g23,3,7,86,0
g24,7,3,26,0
g25,15,19,154,0
g26,25,4,93,0
g27,7,3,111,0
g28,16,10,169,0
g29,4,17,133,0
g30,12,26,33,0
g31,16,11,49,1
g32,4,17,224,0
g33,7,3,111,0
g34,4,8,204,0
g35,7,55,66,1
g36,4,9,146,1
g37,8,3,110,1
g38,3,41,61,0
g39,7,71,67,1
g40,4,9,109,1
g41,4,4,174,1
g42,4,4,162,1
g43,11,7,22,0
g44,3,5,33,0
g45,3,3,68,0
g46,22,10,186,0
g47,7,3,60,1
g48,7,3,79,0
g49,18,14,159,0
g50,6,13,68,1
g51,7,3,200,0
g52,8,3,45,0
g53,3,3,64,0
g54,3,3,68,0
g55,7,3,118,0
g56,18,14,214,0
g57,12,18,125,0
g58,12,26,33,0
g59,7,3,109,0
g60,10,33,123,1
g61,18,14,155,0
g62,4,8,204,0
g63,9,33,175,0
g64,4,21,207,0
g65,6,6,148,1
g66,76,10,133,0
g67,4,17,169,0
g68,6,6,115,1
g69,7,47,67,1
g70,12,18,138,0
g71,5,5,66,0
g72,5,27,77,0
g73,7,3,137,0
g74,6,59,80,0
g75,4,8,127,0
g76,38,16,64,0
g77,58,10,150,0
g78,7,3,133,0
g79,3,3,68,0
g80,7,3,200,0
g81,6,3,79,1
g82,6,29,39,0
g83,10,10,60,1
g84,18,5,50,0
g85,17,4,101,0
g86,4,8,147,0
g87,14,9,49,1
g88,16,14,168,0
g89,29,33,0,0
g90,4,4,63,1
g91,8,38,144,0
g92,12,4,128,0
g93,11,39,74,1
g94,7,3,109,0
g95,10,15,58,0
g96,4,4,63,1
g97,4,8,210,0
g98,8,3,110,1
g99,3,7,144,0
g100,38,5,102,0
g101,7,3,128,0
g102,14,9,49,1
g103,3,3,62,0
g104,45,6,37,0
g105,7,3,75,0
g106,9,3,62,1
g107,15,19,213,0
g108,4,4,63,1
g109,12,26,33,0
g110,7,3,75,0
g111,4,17,138,0
g112,6,13,68,1
g113,3,3,64,0
g114,29,33,0,0
g115,7,3,26,0
g116,9,15,193,0
g117,10,10,60,1
g118,4,4,63,1
g119,108,6,70,1
g120,2,2,65,1
g121,16,12,66,0
g122,18,14,214,0
g123,15,4,192,0
g124,4,17,165,0
g125,4,17,224,0
g126,4,8,204,0
g127,7,3,137,0
g128,10,10,175,0
g129,3,3,64,0
g130,4,9,66,1
g131,40,10,168,0
g132,4,8,147,0
g133,9,40,42,0
g134,11,14,93,0
g135,8,3,86,1
g136,4,8,89,0
g137,28,11,128,1
g138,29,33,0,0
g139,12,18,134,0
g140,72,8,74,1
g141,29,33,0,0
g142,7,3,26,0
g143,5,21,67,0
g144,9,51,157,0
g145,5,23,40,0
g146,9,9,112,0
g147,5,23,40,0
g148,30,34,0,0
g149,31,5,176,0
g150,12,26,33,0
g151,6,6,65,1
g152,12,17,58,0
g153,10,9,123,1
g154,3,3,68,0
g155,5,23,40,0
g156,35,15,47,0
g157,6,37,74,0
g158,3,15,118,0
g159,20,15,118,1
g160,5,137,64,1
g161,18,14,60,1
g162,9,21,164,0
g163,10,15,58,0
g164,9,33,160,0
g165,8,3,77,1
g166,9,9,109,0
g167,22,11,128,1
g168,3,7,86,0
g169,5,25,40,0
g170,4,8,181,0
g171,4,9,109,1
g172,5,5,66,0
g173,5,25,40,0
g174,7,3,133,0
g175,15,17,213,0
g176,3,3,64,0
g177,16,11,49,1
g178,10,10,76,0
g179,9,81,128,0
g180,4,8,82,0
g181,12,18,121,0
g182,7,3,111,0
g183,7,3,118,0
g184,9,9,122,0
g185,7,3,75,0
g186,6,31,39,0
g187,30,34,0,0
g188,6,23,78,0
g189,6,29,39,0
g190,7,3,200,0
g191,6,6,156,1
g192,28,13,54,0
g193,3,10,85,0
g194,13,4,59,0
g195,8,3,110,1
g196,16,11,49,1
g197,9,3,62,1
g198,10,21,123,1
g199,12,24,33,0
g200,7,3,26,0
g201,6,31,39,0
g202,15,19,213,0
g203,8,38,131,0
g204,11,4,77,0
g205,17,21,12,0
g206,5,19,67,0
g207,12,26,33,0
g208,4,9,109,1
g209,29,33,0,0
g210,4,19,129,1
g211,4,4,168,1
g212,9,87,127,0
g213,9,15,170,0
g214,18,14,123,0
g215,40,12,74,1
g216,5,5,60,0
g217,4,8,78,0
g218,7,87,67,1
g219,4,19,129,1
g220,30,34,0,0
g221,8,38,148,0
g222,3,7,125,0
g223,4,8,204,0
g224,29,33,0,0
g225,9,11,143,0
g226,30,34,0,0
g227,10,24,97,0
g228,4,9,66,1
g229,34,10,164,0
g230,29,33,0,0
g231,29,10,84,1
g232,7,3,26,0
g233,14,9,49,1
g234,4,4,180,1
g235,4,17,114,0
g236,4,9,66,1
g237,4,4,63,1
g238,16,15,118,1
g239,4,8,85,0
g240,9,9,60,1
g241,5,23,40,0
g242,10,15,58,0
g243,6,6,65,1
g244,25,29,4,0
g245,4,8,136,0
g246,7,3,26,0
g247,4,8,147,0
g248,4,9,66,1
g249,15,11,18,0
g250,4,21,207,0
g251,12,13,58,0
g252,3,15,131,0
g253,3,7,144,0
g254,6,6,65,1
g255,6,31,39,0
g256,12,17,58,0
g257,7,3,60,1
g258,15,4,101,0
g259,4,20,116,0
g260,16,11,49,1
g261,9,10,104,1
g262,12,17,58,0
g263,4,8,141,0
g264,30,34,0,0
g265,4,9,118,1
g266,17,4,99,0
g267,18,14,128,0
g268,7,3,200,0
g269,10,10,60,1
g270,34,10,174,0
g271,5,33,78,0
g272,28,10,165,0
g273,29,33,0,0
g274,14,14,60,1
g275,4,21,116,0
g276,11,7,22,0
g277,9,63,145,0
g278,9,3,62,1
g279,4,9,128,1
g280,14,9,49,1
g281,4,8,117,0
g282,4,15,182,0
g283,10,15,118,1
g284,14,14,60,1
g285,4,4,186,1
g286,8,3,110,1
g287,4,21,121,0
g288,14,14,60,1
g289,9,40,74,0
g290,4,8,78,0
g291,14,14,60,1
g292,10,39,122,1
g293,5,125,65,1
g294,4,8,85,0
g295,3,13,33,0
g296,7,79,67,1
g297,5,23,40,0
g298,8,3,110,1
g299,29,33,0,0
g300,7,3,58,0
g301,4,19,129,1
g302,29,33,0,0
g303,4,17,36,0
g304,114,6,70,1
g305,4,8,204,0
g306,4,9,66,1
g307,4,8,89,0
g308,6,6,132,1
g309,6,13,68,1
g310,9,39,159,0
g311,34,11,127,1
g312,6,6,61,1
g313,18,14,214,0
g314,12,24,33,0
g315,12,24,33,0
g316,22,7,50,0
g317,15,19,213,0
g318,4,8,205,0
g319,18,14,155,0
g320,18,14,214,0
g321,6,31,39,0
g322,8,27,45,0
g323,7,3,26,0
g324,28,10,180,0
g325,7,3,200,0
g326,3,7,140,0
g327,4,21,207,0
g328,30,34,0,0
g329,9,9,176,0
g330,4,8,136,0
g331,70,10,138,0
g332,15,17,167,0
g333,24,10,89,1
g334,19,11,94,1
g335,4,9,109,1
g336,15,4,103,0
g337,64,10,144,0
g338,12,10,60,1
g339,8,3,86,1
g340,11,17,71,0
g341,6,34,82,0
g342,4,8,137,0
g343,9,10,104,1
g344,4,17,224,0
g345,3,15,122,0
g346,17,13,155,0
g347,63,6,144,0
g348,4,13,33,0
g349,7,3,200,0
g350,4,19,129,1
g351,7,3,60,1
g352,6,31,39,0
g353,6,6,65,1
g354,3,7,140,0
g355,18,14,155,0
g356,4,8,154,0
g357,4,8,57,0
g358,12,11,49,1
g359,4,4,63,1
g360,58,5,24,0
g361,7,3,26,0
g362,4,8,137,0
g363,6,6,65,1
g364,16,11,49,1
g365,15,19,158,0
g366,4,8,204,0
g367,4,9,109,1
g368,3,7,33,0
g369,15,19,154,0
g370,6,13,68,1
g371,8,3,110,1
g372,82,10,132,0
g373,16,10,192,0
g374,9,69,139,0
g375,15,4,192,0
g376,80,8,74,1
g377,4,8,85,0
g378,16,11,49,1
g379,10,10,60,1
g380,6,3,80,1
g381,5,131,65,1
g382,30,34,0,0
g383,5,25,40,0
g384,4,8,136,0
g385,7,95,67,1
g386,4,18,68,0
g387,18,14,214,0
g388,12,4,70,0
g389,4,17,224,0
g390,5,24,48,0
g391,4,8,181,0
g392,6,29,39,0
g393,10,14,172,0
g394,5,5,66,0
g395,18,14,214,0
g396,5,95,112,0
g397,4,21,207,0
g398,7,3,111,0
g399,102,6,70,1
g400,30,34,0,0
g401,6,3,80,1
g402,4,8,183,0
g403,8,3,110,1
g404,4,17,224,0
g405,12,26,33,0
g406,4,8,127,0
g407,4,8,150,0
g408,3,7,144,0
g409,3,7,86,0
g410,14,18,154,0
g411,8,38,131,0
g412,9,3,62,1
g413,12,4,128,0
g414,9,11,130,0
g415,15,4,192,0
g416,9,45,163,0
g417,7,3,200,0
g418,12,18,121,0
g419,2,2,36,0
g420,14,9,49,1
g421,6,29,39,0
g422,6,17,68,1
g423,12,22,33,0
g424,6,21,40,0
g425,12,4,74,0
g426,29,33,0,0
g427,126,6,70,1
g428,5,23,40,0
g429,6,3,80,1
g430,4,17,224,0
g431,15,19,122,0
g432,5,113,65,1
g433,18,4,93,0
g434,6,31,39,0
g435,3,3,68,0
g436,5,23,40,0
g437,4,8,68,0
g438,12,4,128,0
g439,64,8,74,1
g440,3,3,64,0
g441,5,25,40,0
g442,15,19,213,0
g443,20,15,118,1
g444,7,3,26,0
g445,33,5,83,0
g446,5,25,40,0
g447,4,8,194,0
g448,7,3,26,0
g449,6,64,76,0
g450,25,5,115,0
g451,5,30,46,0
g452,4,15,46,0
g453,7,3,115,0
g454,10,11,128,1
g455,8,37,131,0
g456,12,17,58,0
g457,5,5,66,0
g458,48,8,73,1
g459,9,3,58,1
g460,6,3,80,1
g461,4,17,224,0
g462,4,8,204,0
g463,30,34,0,0
g464,17,13,123,0
g465,4,8,89,0
g466,3,3,68,0
g467,3,37,65,0
g468,3,34,33,0
g469,3,15,82,0
g470,10,27,123,1
g471,9,9,77,0
g472,22,10,165,0
g473,16,14,214,0
g474,4,8,78,0
g475,3,7,86,0
g476,3,7,82,0
g477,4,11,66,1
g478,4,21,207,0
g479,30,34,0,0
g480,8,3,86,1
g481,14,4,68,0
g482,9,10,104,1
g483,5,25,40,0
g484,9,11,130,0
g485,8,4,53,0
g486,5,5,66,0
g487,15,19,213,0
g488,18,14,214,0
g489,4,17,224,0
g490,29,33,0,0
g491,15,19,122,0
g492,40,5,42,0
g493,4,21,207,0
g494,20,15,118,1
g495,16,5,45,0
g496,4,8,181,0
g497,7,3,137,0
g498,120,6,70,1
g499,9,27,160,0
g500,15,19,213,0
g501,12,17,58,0
g502,29,33,0,0
g503,3,15,118,0
g504,5,3,41,0
g505,2,2,36,0
g506,30,34,0,0
g507,4,8,204,0
g508,7,3,26,0
g509,4,9,109,1
g510,4,17,133,0
g511,4,21,207,0
g512,96,8,70,1
g513,14,18,122,0
g514,9,9,199,0
g515,9,9,112,0
g516,5,101,65,1
g517,7,3,200,0
g518,4,8,78,0
g519,7,3,60,1
g520,27,5,55,0
g521,15,4,192,0
g522,15,4,192,0
g523,4,9,140,1
g524,4,8,89,0
g525,3,3,68,0
g526,30,34,0,0
g527,7,3,133,0
g528,7,3,26,0
g529,7,3,109,0
g530,56,8,81,1
g531,9,11,130,0
g532,7,3,200,0
g533,4,8,204,0
g534,9,11,130,0
