gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,#INF,0
CONST_1,1,1,185,0
CK,1,1,22,0
G0,1,1,101,0
G1,1,1,101,0
G10,1,1,38,0
G11,1,1,32,0
G12,1,1,185,0
G13,1,1,32,0
G14,1,1,32,0
G15,1,1,1,0
G16,1,1,204,0
G2,1,1,106,0
G3,1,1,142,0
G4,1,1,142,0
G5,1,1,124,0
G6,1,1,89,0
G7,1,1,81,0
G8,1,1,73,0
G9,1,1,65,0
test_se,1,1,16,0
test_si,1,1,180,0
U1,11,15,0,0
U2,43,14,8,0
U3,7,14,16,0
U4,26,3,20,0
U5,13,3,20,0
U6,2,37,8,0
U7,39,35,10,0
U8,34,11,38,0
U9,32,24,48,0
U10,34,29,51,0
U11,44,30,55,0
U12,29,3,96,0
U13,23,2,78,0
U14,76,14,56,0
U15,59,36,115,0
U16,37,18,156,0
U17,97,26,99,0
U18,15,24,181,0
U19,90,21,111,0
U20,20,77,124,0
U21,76,10,134,0
U22,91,9,135,0
U23,13,84,0,0
U24,11,22,62,0
U25,10,99,74,0
U26,223,11,73,0
U27,21,21,63,0
U28,43,27,57,0
U29,19,3,16,0
U30,14,3,25,0
U31,25,4,24,0
U32,19,3,24,0
U33,14,3,33,0
U34,24,4,32,0
U35,19,3,14,0
U36,3,13,31,0
U37,22,11,23,0
U38,7,26,22,0
U39,31,3,26,0
U40,25,3,26,0
U41,7,21,30,0
U42,26,3,34,0
U43,20,3,34,0
U44,7,14,38,0
U45,21,3,42,0
U46,2,4,42,0
U47,13,3,42,0
U48,2,3,30,0
U49,2,3,30,0
U50,6,5,51,0
U51,26,3,54,0
U52,4,2,55,0
U53,6,5,59,0
U54,26,3,62,0
U55,4,2,63,0
U56,13,61,50,0
U57,45,36,66,0
U58,10,44,92,0
U59,26,150,110,0
U60,6,5,58,0
U61,26,3,61,0
U62,4,2,62,0
U63,6,5,66,0
U64,26,3,69,0
U65,4,2,70,0
U66,6,5,74,0
U67,26,3,77,0
U68,4,2,78,0
U69,6,5,82,0
U70,26,3,85,0
U71,4,2,86,0
U72,13,2,57,0
U73,14,11,59,0
U74,13,83,90,0
U75,67,38,106,0
U76,14,80,98,0
U77,112,28,116,0
U78,21,34,144,0
U79,130,11,154,0
U80,13,71,106,0
U81,55,36,122,0
U82,14,68,114,0
U83,99,26,129,0
U84,21,24,158,0
U85,107,11,168,0
U86,13,59,122,0
U87,43,34,138,0
U88,86,24,78,0
U89,23,25,139,0
U90,251,11,151,0
U91,59,14,130,0
U92,34,26,163,0
U93,15,12,96,0
U94,11,2,109,0
U95,21,6,84,0
U96,28,3,102,0
U97,57,2,91,0
U98,16,2,91,0
U99,21,6,79,0
U100,28,3,97,0
U101,57,2,86,0
U102,16,2,86,0
U103,21,6,79,0
U104,28,3,97,0
U105,57,2,86,0
U106,10,55,88,0
U107,16,2,86,0
U108,16,14,88,0
U109,14,2,100,0
U110,4,143,84,0
U111,20,87,140,0
U112,106,10,150,0
U113,193,11,216,0
U114,3,77,84,0
U115,34,33,127,0
U116,4,145,79,0
U117,24,23,137,0
U118,21,77,147,0
U119,85,11,157,0
U120,3,72,79,0
U121,23,33,128,0
U122,22,12,139,0
U123,164,11,150,0
U124,23,11,303,0
U125,8,110,87,0
U126,115,4,91,0
U127,109,3,92,0
U128,7,54,95,0
U129,64,2,100,0
U130,9,102,78,0
U131,105,4,83,0
U132,3,52,99,0
U133,101,4,83,0
U134,3,44,86,0
U135,41,46,89,0
U136,39,34,22,0
U137,33,24,37,0
U138,23,20,50,0
U139,68,11,62,0
U140,19,11,62,0
U141,42,14,47,0
U142,2,95,94,0
U143,73,11,100,0
U144,21,81,108,0
U145,3,91,102,0
U146,77,21,116,0
U147,10,135,127,0
U148,3,88,110,0
U149,74,21,124,0
U150,13,2,180,0
U151,140,11,118,0
U152,2,80,118,0
U153,20,66,132,0
U154,3,75,126,0
U155,62,21,139,0
U156,10,81,150,0
U157,3,48,134,0
U158,12,2,170,0
U159,35,47,147,0
U160,3,71,142,0
