gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,0,0
CONST_1,1,1,178,0
CK,1,1,14,0
g100,1,1,0,0
g101,1,1,0,0
g102,1,1,0,0
g103,1,1,0,0
g104,1,1,0,0
g109,1,1,4,0
g1170,1,1,0,0
g1173,1,1,0,0
g1176,1,1,0,0
g1179,1,1,0,0
g1182,1,1,0,0
g1185,1,1,0,0
g1188,1,1,0,0
g1191,1,1,0,0
g1194,1,1,0,0
g1197,1,1,0,0
g1200,1,1,0,0
g1203,1,1,0,0
g1696,1,1,12,0
g1700,1,1,12,0
g1712,1,1,#INF,0
g18,1,1,0,0
g1960,1,1,0,0
g1961,1,1,0,0
g23,1,1,1,0
g27,1,1,0,0
g28,1,1,0,0
g29,1,1,0,0
g30,1,1,0,0
g31,1,1,0,0
g41,1,1,0,0
g42,1,1,0,0
g43,1,1,0,0
g44,1,1,0,0
g45,1,1,0,0
g46,1,1,0,0
g47,1,1,0,0
g48,1,1,0,0
g741,1,1,4,0
g742,1,1,4,0
g743,1,1,4,0
g744,1,1,4,0
g750,1,1,21,0
g82,1,1,0,0
g83,1,1,0,0
g84,1,1,0,0
g85,1,1,0,0
g86,1,1,0,0
g87,1,1,0,0
g872,1,1,0,0
g873,1,1,0,0
g877,1,1,39,0
g88,1,1,0,0
g881,1,1,38,0
g886,1,1,0,0
g889,1,1,0,0
g89,1,1,0,0
g892,1,1,0,0
g895,1,1,0,0
g898,1,1,0,0
g90,1,1,0,0
g901,1,1,0,0
g904,1,1,0,0
g907,1,1,0,0
g91,1,1,0,0
g910,1,1,0,0
g913,1,1,0,0
g916,1,1,0,0
g919,1,1,0,0
g92,1,1,0,0
g922,1,1,0,0
g925,1,1,0,0
g93,1,1,0,0
g94,1,1,0,0
g95,1,1,0,0
g96,1,1,0,0
g99,1,1,0,0
test_se,1,1,8,0
test_si,1,1,81,0
U2,21,43,8,0
U3,10,3,0,0
U4,5,62,48,0
U5,57,86,53,0
U6,81,47,63,0
U7,91,33,111,0
U8,69,58,144,0
U9,57,59,154,0
U10,2,44,78,0
U11,21,29,93,0
U12,71,12,110,0
U13,50,37,200,0
U14,36,40,210,0
U15,2,50,63,0
U16,52,37,76,0
U17,236,10,103,0
U18,178,15,107,0
U19,31,11,265,0
U20,90,11,285,0
U21,100,11,265,0
U22,5,52,27,0
U23,47,26,32,0
U24,189,15,43,0
U25,36,43,189,0
U26,5,40,32,0
U27,35,26,37,0
U28,168,15,48,0
U29,60,22,194,0
U30,31,20,234,0
U31,31,11,254,0
U32,19,19,246,0
U33,6,6,39,0
U34,11,2,32,0
U35,12,2,69,0
U36,13,3,56,0
U37,3,10,59,0
U38,2,75,16,0
U39,49,36,55,0
U40,116,36,86,0
U41,104,36,55,0
U42,63,23,179,0
U43,101,11,257,0
U44,32,47,221,0
U45,5,88,48,0
U46,83,47,53,0
U47,115,36,64,0
U48,39,22,157,0
U49,58,22,174,0
U50,21,46,186,0
U51,83,11,221,0
U52,5,58,48,0
U53,53,47,53,0
U54,158,36,64,0
U55,36,65,157,0
U56,64,13,180,0
U57,91,66,37,0
U58,119,44,84,0
U59,63,82,121,0
U60,72,53,131,0
U61,52,14,189,0
U62,154,36,193,0
U63,91,66,16,0
U64,134,44,63,0
U65,63,97,100,0
U66,98,53,110,0
U67,52,40,168,0
U68,68,46,198,0
U69,23,82,263,0
U70,44,20,325,0
U71,91,66,40,0
U72,125,44,87,0
U73,63,88,124,0
U74,78,53,134,0
U75,52,20,192,0
U76,77,34,202,0
U77,188,11,268,0
U78,32,21,258,0
U79,91,66,16,0
U80,111,44,63,0
U81,63,74,100,0
U82,81,53,110,0
U83,52,23,168,0
U84,77,46,181,0
U85,71,33,225,0
U86,71,11,285,0
U87,32,59,237,0
U88,91,66,30,0
U89,149,44,77,0
U90,63,112,114,0
U91,103,53,124,0
U92,52,45,182,0
U93,75,46,217,0
U94,66,31,261,0
U95,66,11,316,0
U96,30,54,273,0
U97,91,66,56,0
U98,144,44,103,0
U99,63,107,140,0
U100,103,53,150,0
U101,52,45,208,0
U102,99,33,243,0
U103,91,66,80,0
U104,130,44,127,0
U105,63,93,164,0
U106,99,53,174,0
U107,52,41,232,0
U108,68,34,263,0
U109,33,24,307,0
U110,23,10,330,0
U111,110,11,332,0
U112,21,13,330,0
U113,91,66,73,0
U114,103,44,120,0
U115,63,66,157,0
U116,103,53,167,0
U117,52,45,225,0
U118,66,46,260,0
U119,62,22,304,0
U120,91,66,23,0
U121,133,44,70,0
U122,63,96,107,0
U123,86,53,117,0
U124,52,39,164,0
U125,56,46,157,0
U126,44,42,171,0
U127,99,11,103,0
U129,43,36,138,0
U130,14,145,71,0
U131,82,12,134,0
U132,50,22,194,0
U133,76,10,234,0
U134,61,11,203,0
U135,352,11,253,0
U136,10,176,280,0
U137,122,11,308,0
U138,33,49,167,0
U139,109,23,177,0
U140,21,65,221,0
U141,54,20,232,0
U142,51,11,284,0
U143,19,19,316,0
U144,21,39,149,0
U145,108,47,40,0
U146,124,57,91,0
U147,72,83,132,0
U148,133,62,142,0
U149,61,45,230,0
U150,178,37,235,0
U151,108,47,16,0
U152,149,57,67,0
U153,72,108,108,0
U154,124,62,118,0
U155,61,45,197,0
U156,77,46,211,0
U157,23,80,285,0
U158,50,20,345,0
U159,108,47,112,0
U160,141,57,163,0
U161,72,100,204,0
U162,132,62,214,0
U163,61,44,302,0
U164,86,40,306,0
U165,218,11,387,0
U166,32,27,371,0
U167,108,47,47,0
U168,130,57,98,0
U169,72,89,139,0
U170,133,62,149,0
U171,61,45,237,0
U172,86,46,242,0
U173,63,33,295,0
U174,63,11,347,0
U175,32,51,307,0
U176,108,47,80,0
U177,154,57,131,0
U178,72,113,172,0
U179,126,62,182,0
U180,61,40,268,0
U181,84,46,270,0
U182,67,31,323,0
U183,67,11,379,0
U184,30,55,335,0
U185,108,47,33,0
U186,158,57,84,0
U187,72,117,125,0
U188,128,62,135,0
U189,61,40,223,0
U190,123,33,223,0
U191,108,47,15,0
U192,158,57,66,0
U193,72,117,107,0
U194,130,62,117,0
U195,61,42,205,0
U196,93,35,207,0
U197,34,40,260,0
U198,39,11,283,0
U199,131,10,302,0
U200,21,29,283,0
U201,108,47,52,0
U202,132,57,103,0
U203,72,91,144,0
U204,122,62,154,0
U205,61,45,231,0
U206,75,46,247,0
U207,67,22,300,0
U208,108,47,64,0
U209,138,57,115,0
U210,72,97,156,0
U211,87,62,166,0
U212,61,40,213,0
U213,86,46,196,0
U214,44,51,207,0
U215,94,11,240,0
U216,46,50,73,0
U217,59,47,48,0
U218,104,11,96,0
U219,62,56,144,0
U220,78,22,184,0
U221,55,39,155,0
U222,46,47,60,0
U223,91,34,68,0
U224,55,33,104,0
U225,68,22,137,0
U226,21,57,137,0
U227,57,10,195,0
U228,33,11,147,0
U229,368,11,169,0
U230,10,206,331,0
U231,151,11,297,0
U232,34,21,137,0
U233,124,24,147,0
U234,21,80,191,0
U235,69,20,202,0
U236,76,11,217,0
U237,22,29,213,0
U238,67,12,230,0
U239,3,31,24,0
U240,28,48,27,0
U241,3,40,15,0
U242,37,18,18,0
U243,3,56,36,0
U244,53,18,39,0
U245,3,57,57,0
U246,54,45,60,0
U247,3,31,24,0
