gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,1,0
CONST_1,1,1,6,0
n0,1,1,15,0
n1,1,1,16,0
n2,1,1,31,0
n3[31],1,1,96,0
n3[30],1,1,96,0
n3[29],1,1,96,0
n3[28],1,1,96,0
n3[27],1,1,#INF,0
n3[26],1,1,#INF,0
n3[25],1,1,#INF,0
n3[24],1,1,#INF,0
n3[23],1,1,#INF,0
n3[22],1,1,#INF,0
n3[21],1,1,#INF,0
n3[20],1,1,#INF,0
n3[19],1,1,#INF,0
n3[18],1,1,#INF,0
n3[17],1,1,#INF,0
n3[16],1,1,#INF,0
n3[15],1,1,#INF,0
n3[14],1,1,#INF,0
n3[13],1,1,#INF,0
n3[12],1,1,#INF,0
n3[11],1,1,#INF,0
n3[10],1,1,#INF,0
n3[9],1,1,#INF,0
n3[8],1,1,#INF,0
n3[7],1,1,#INF,0
n3[6],1,1,#INF,0
n3[5],1,1,#INF,0
n3[4],1,1,#INF,0
n3[3],1,1,#INF,0
n3[2],1,1,#INF,0
n3[1],1,1,#INF,0
n3[0],1,1,#INF,0
n4[31],1,1,318,0
n4[30],1,1,318,0
n4[29],1,1,318,0
n4[28],1,1,318,0
n4[27],1,1,306,0
n4[26],1,1,306,0
n4[25],1,1,308,0
n4[24],1,1,306,0
n4[23],1,1,306,0
n4[22],1,1,306,0
n4[21],1,1,306,0
n4[20],1,1,308,0
n4[19],1,1,306,0
n4[18],1,1,306,0
n4[17],1,1,306,0
n4[16],1,1,306,0
n4[15],1,1,306,0
n4[14],1,1,306,0
n4[13],1,1,306,0
n4[12],1,1,308,0
n4[11],1,1,306,0
n4[10],1,1,306,0
n4[9],1,1,308,0
n4[8],1,1,306,0
n4[7],1,1,316,0
n4[6],1,1,316,0
n4[5],1,1,316,0
n4[4],1,1,316,0
n4[3],1,1,323,0
n4[2],1,1,323,0
n4[1],1,1,323,0
n4[0],1,1,323,0
n5[31],1,1,318,0
n5[30],1,1,318,0
n5[29],1,1,320,0
n5[28],1,1,318,0
n5[27],1,1,306,0
n5[26],1,1,306,0
n5[25],1,1,306,0
n5[24],1,1,306,0
n5[23],1,1,306,0
n5[22],1,1,308,0
n5[21],1,1,306,0
n5[20],1,1,306,0
n5[19],1,1,306,0
n5[18],1,1,306,0
n5[17],1,1,308,0
n5[16],1,1,308,0
n5[15],1,1,306,0
n5[14],1,1,306,0
n5[13],1,1,306,0
n5[12],1,1,306,0
n5[11],1,1,306,0
n5[10],1,1,306,0
n5[9],1,1,308,0
n5[8],1,1,306,0
n5[7],1,1,316,0
n5[6],1,1,316,0
n5[5],1,1,316,0
n5[4],1,1,316,0
n5[3],1,1,323,0
n5[2],1,1,323,0
n5[1],1,1,323,0
n5[0],1,1,323,0
n6[3],1,1,227,0
n6[2],1,1,229,0
n6[1],1,1,227,0
n6[0],1,1,227,0
n7[3],1,1,65,0
n7[2],1,1,65,0
n7[1],1,1,65,0
n7[0],1,1,65,0
n8[1],1,1,131,0
n8[0],1,1,131,0
n9[7],1,1,86,0
n9[6],1,1,88,0
n9[5],1,1,86,0
n9[4],1,1,86,0
n9[3],1,1,86,0
n9[2],1,1,86,0
n9[1],1,1,86,0
n9[0],1,1,88,0
g0,2,2,85,0
g1,4,8,21,0
g2,13,10,267,0
g3,2,2,317,0
g4,4,8,135,0
g5,13,12,267,0
g6,7,3,29,0
g7,12,8,519,1
g8,9,11,14,0
g9,4,8,82,0
g10,2,2,0,0
g11,6,38,100,0
g12,13,9,175,0
g13,6,26,72,0
g14,7,3,131,0
g15,7,3,0,0
g16,9,9,54,0
g17,7,3,171,0
g18,6,26,17,0
g19,6,38,193,0
g20,7,3,260,0
g21,13,9,182,0
g22,13,9,175,0
g23,16,12,231,0
g24,6,29,241,0
g25,4,8,175,0
g26,11,7,39,0
g27,4,8,82,0
g28,13,9,130,0
g29,4,8,213,0
g30,2,2,315,0
g31,2,2,305,0
g32,11,7,39,0
g33,16,10,102,0
g34,16,12,231,0
g35,13,9,125,0
g36,4,8,223,0
g37,9,11,195,0
g38,7,3,171,0
g39,4,8,175,0
g40,6,38,205,0
g41,9,9,97,0
g42,7,3,0,0
g43,6,29,241,0
g44,7,3,83,0
g45,9,11,14,0
g46,9,11,288,0
g47,16,12,231,0
g48,9,11,240,0
g49,3,30,277,0
g50,13,12,277,0
g51,28,5,503,1
g52,16,10,7,0
g53,9,11,57,0
g54,4,8,130,0
g55,4,8,130,0
g56,13,9,175,0
g57,6,33,17,0
g58,6,26,57,0
g59,9,9,271,0
g60,4,8,82,0
g61,6,26,17,0
g62,3,30,277,0
g63,7,3,40,0
g64,4,8,175,0
g65,9,11,228,0
g66,4,8,39,0
g67,12,4,519,1
g68,9,11,57,0
g69,11,7,256,0
g70,6,29,188,0
g71,7,3,0,0
g72,4,8,266,0
g73,7,3,176,0
g74,7,3,260,0
g75,4,8,175,0
g76,20,9,511,1
g77,7,3,0,0
g78,6,29,188,0
g79,7,3,0,0
g80,4,23,233,0
g81,4,8,266,0
g82,13,9,230,0
g83,11,7,39,0
g84,16,10,243,0
g85,7,3,50,0
g86,4,8,278,0
g87,16,12,7,0
g88,16,10,138,0
g89,9,11,145,0
g90,9,9,145,0
g91,2,2,305,0
g92,7,3,224,0
g93,7,3,136,0
g94,4,8,21,0
g95,3,15,51,0
g96,9,11,145,0
g97,6,26,17,0
g98,57,6,474,1
g99,7,3,272,0
g100,16,12,233,0
g101,9,9,102,0
g102,7,3,260,0
g103,7,3,176,0
