gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,#INF,0
CONST_1,1,1,32,0
n0,1,1,42,0
n1,1,1,37,0
n2[31],1,1,#INF,0
n2[30],1,1,#INF,0
n2[29],1,1,#INF,0
n2[28],1,1,#INF,0
n2[27],1,1,#INF,0
n2[26],1,1,#INF,0
n2[25],1,1,#INF,0
n2[24],1,1,#INF,0
n2[23],1,1,#INF,0
n2[22],1,1,#INF,0
n2[21],1,1,#INF,0
n2[20],1,1,#INF,0
n2[19],1,1,#INF,0
n2[18],1,1,#INF,0
n2[17],1,1,#INF,0
n2[16],1,1,#INF,0
n2[15],1,1,64,0
n2[14],1,1,64,0
n2[13],1,1,63,0
n2[12],1,1,64,0
n2[11],1,1,64,0
n2[10],1,1,64,0
n2[9],1,1,64,0
n2[8],1,1,63,0
n2[7],1,1,64,0
n2[6],1,1,63,0
n2[5],1,1,64,0
n2[4],1,1,63,0
n2[3],1,1,64,0
n2[2],1,1,64,0
n2[1],1,1,63,0
n2[0],1,1,37,0
n3[3],1,1,64,0
n3[2],1,1,63,0
n3[1],1,1,63,0
n3[0],1,1,37,0
g0,4,17,156,0
g1,15,4,202,0
g2,18,14,224,0
g3,8,3,49,1
g4,18,4,126,0
g5,7,3,26,0
g6,9,10,125,0
g7,4,8,182,0
g8,6,59,89,0
g9,7,3,210,0
g10,9,63,157,0
g11,8,8,57,1
g12,7,3,26,0
g13,15,19,223,0
g14,7,3,125,0
g15,18,14,224,0
g16,4,8,139,0
g17,9,39,181,0
g18,3,3,61,0
g19,16,21,36,0
g20,4,8,124,0
g21,18,14,146,0
g22,11,10,74,0
g23,7,37,131,0
g24,4,8,85,0
g25,3,35,64,0
g26,29,33,0,0
g27,5,29,46,0
g28,4,21,217,0
g29,8,4,61,1
g30,18,14,154,0
g31,15,19,145,0
g32,3,7,132,0
g33,9,10,129,0
g34,7,3,75,0
g35,3,7,132,0
g36,4,21,217,0
g37,8,3,49,1
g38,10,14,173,0
g39,46,10,174,0
g40,6,65,79,0
g41,18,14,224,0
g42,7,3,111,0
g43,70,10,151,0
g44,3,7,144,0
g45,25,29,4,0
g46,3,14,118,0
g47,4,8,135,0
g48,7,7,57,1
g49,28,10,192,0
g50,3,3,62,0
g51,16,21,36,0
g52,23,12,62,0
g53,7,3,132,0
g54,3,3,62,0
g55,16,10,204,0
g56,8,4,61,1
g57,11,17,125,0
g58,4,21,134,0
g59,28,10,164,0
g60,7,3,210,0
g61,3,12,33,0
g62,4,8,135,0
