gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,265,0
CONST_1,1,1,94,0
xmit_dataH[7],1,1,140,0
xmit_dataH[6],1,1,143,0
xmit_dataH[5],1,1,153,0
xmit_dataH[4],1,1,163,0
xmit_dataH[3],1,1,173,0
xmit_dataH[2],1,1,183,0
xmit_dataH[1],1,1,193,0
xmit_dataH[0],1,1,203,0
sys_clk,1,1,14,0
sys_rst_l,1,1,15,0
xmitH,1,1,36,0
uart_REC_dataH,1,1,21,0
test_mode,1,1,94,0
test_se,1,1,12,0
test_si,1,1,83,0
U305,5,92,21,1
U303,5,23,0,1
U302,247,4,19,1
U301,77,27,189,1
U300,16,25,250,1
U299,21,81,245,1
U298,23,85,243,1
U297,14,29,252,1
U296,169,3,97,1
U295,11,153,255,1
U294,24,165,242,1
U293,130,12,136,1
U230,11,45,99,0
U229,6,75,104,0
U228,11,38,109,0
U227,9,22,119,0
U226,11,36,91,0
U225,6,48,96,0
U224,11,29,101,0
U223,9,13,111,0
U222,11,80,301,0
U221,6,180,306,0
U220,11,73,311,0
U219,9,57,321,0
U218,11,52,179,0
U217,6,96,184,0
U216,11,45,189,0
U215,9,29,199,0
U214,3,92,46,0
U213,17,10,15,0
U212,24,5,107,0
U211,56,5,195,0
U210,42,5,115,0
U209,64,7,240,0
U208,112,5,317,0
U207,24,95,36,0
U206,97,2,44,0
U205,21,98,25,0
U204,30,103,46,0
U202,31,5,74,0
U201,39,7,69,0
U138,11,22,57,0
U137,23,12,56,0
U135,7,25,99,0
U132,23,12,107,0
U131,13,24,112,0
U129,19,11,113,0
U128,8,37,87,0
U127,9,43,83,0
U126,9,51,73,0
U125,9,67,63,0
U124,9,74,53,0
U123,6,16,52,0
U120,25,9,102,0
U118,25,16,90,0
U117,11,19,87,0
U116,32,14,50,0
U114,14,11,90,0
U113,26,4,78,0
U112,25,5,77,0
U111,4,30,45,0
U109,59,11,39,0
U108,7,29,39,0
U107,16,12,18,0
U106,20,18,10,0
U102,51,5,57,0
U101,6,77,31,0
U100,6,102,70,0
U99,103,7,200,0
U97,6,93,54,0
U96,78,7,211,0
U95,6,170,77,0
U94,6,56,144,0
U93,57,7,143,0
U92,103,16,108,0
U91,24,105,100,0
U90,25,111,94,0
U89,10,135,93,0
U88,12,151,83,0
U87,12,158,73,0
U85,89,7,297,0
U83,102,14,62,0
U82,104,15,61,0
U80,95,13,47,0
U79,91,2,47,0
U77,94,10,39,0
U75,185,14,33,0
U74,15,186,32,0
U73,2,2,35,0
U72,9,9,23,0
U71,83,7,25,0
U69,10,10,151,0
U68,171,7,165,0
U67,8,236,100,0
U66,11,19,142,0
U65,74,16,87,0
U64,17,75,86,0
U63,81,16,77,0
U62,17,82,76,0
U61,88,16,67,0
U60,17,89,66,0
U59,95,16,57,0
U58,17,96,56,0
U57,11,98,35,0
U56,100,18,28,0
U55,11,95,46,0
U51,96,9,43,0
