gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,0,0
CONST_1,1,1,55,0
CK,1,1,14,0
g100,1,1,2,0
g101,1,1,2,0
g102,1,1,2,0
g103,1,1,2,0
g104,1,1,2,0
g109,1,1,8,0
g1170,1,1,2,0
g1173,1,1,2,0
g1176,1,1,2,0
g1179,1,1,2,0
g1182,1,1,2,0
g1185,1,1,2,0
g1188,1,1,2,0
g1191,1,1,2,0
g1194,1,1,2,0
g1197,1,1,2,0
g1200,1,1,12,0
g1203,1,1,2,0
g1696,1,1,14,0
g1700,1,1,14,0
g1712,1,1,#INF,0
g18,1,1,3,0
g1960,1,1,2,0
g1961,1,1,2,0
g23,1,1,1,0
g27,1,1,2,0
g28,1,1,2,0
g29,1,1,2,0
g30,1,1,2,0
g31,1,1,2,0
g41,1,1,2,0
g42,1,1,2,0
g43,1,1,2,0
g44,1,1,2,0
g45,1,1,2,0
g46,1,1,2,0
g47,1,1,2,0
g48,1,1,2,0
g741,1,1,8,0
g742,1,1,8,0
g743,1,1,8,0
g744,1,1,8,0
g750,1,1,22,0
g82,1,1,2,0
g83,1,1,2,0
g84,1,1,2,0
g85,1,1,2,0
g86,1,1,2,0
g87,1,1,2,0
g872,1,1,2,0
g873,1,1,2,0
g877,1,1,80,0
g88,1,1,2,0
g881,1,1,68,0
g886,1,1,2,0
g889,1,1,2,0
g89,1,1,2,0
g892,1,1,2,0
g895,1,1,2,0
g898,1,1,2,0
g90,1,1,2,0
g901,1,1,2,0
g904,1,1,2,0
g907,1,1,2,0
g91,1,1,2,0
g910,1,1,2,0
g913,1,1,2,0
g916,1,1,2,0
g919,1,1,2,0
g92,1,1,2,0
g922,1,1,2,0
g925,1,1,2,0
g93,1,1,2,0
g94,1,1,2,0
g95,1,1,2,0
g96,1,1,2,0
g99,1,1,2,0
test_se,1,1,8,0
test_si1,1,1,77,0
test_si2,1,1,54,0
test_si3,1,1,24,0
test_si4,1,1,58,0
test_si5,1,1,63,0
test_si6,1,1,8,0
test_si7,1,1,41,0
test_si8,1,1,8,0
test_si9,1,1,24,0
test_si10,1,1,72,0
U1550,49,12,0,0
U1551,38,12,0,0
DFF_0_Q_reg,8,6,69,0
DFF_1_Q_reg,8,11,67,0
DFF_1_Q_reg,12,9,207,0
DFF_2_Q_reg,8,16,59,0
DFF_3_Q_reg,8,21,51,0
DFF_4_Q_reg,8,26,43,0
DFF_5_Q_reg,8,31,35,0
DFF_6_Q_reg,8,36,92,0
DFF_7_Q_reg,8,41,84,0
DFF_7_Q_reg,42,9,99,0
DFF_9_Q_reg,8,46,76,0
DFF_10_Q_reg,8,36,68,0
DFF_11_Q_reg,8,41,60,0
DFF_12_Q_reg,8,46,52,0
DFF_12_Q_reg,47,9,124,0
DFF_13_Q_reg,8,51,44,0
DFF_13_Q_reg,52,9,43,0
DFF_14_Q_reg,8,56,58,0
DFF_15_Q_reg,8,61,83,0
DFF_15_Q_reg,62,9,445,0
DFF_16_Q_reg,8,66,77,0
DFF_17_Q_reg,8,56,73,0
DFF_18_Q_reg,8,61,65,0
DFF_19_Q_reg,8,66,57,0
DFF_20_Q_reg,8,41,49,0
DFF_21_Q_reg,8,43,41,0
DFF_22_Q_reg,8,39,54,0
DFF_23_Q_reg,8,44,46,0
DFF_23_Q_reg,45,9,60,0
DFF_24_Q_reg,8,19,38,0
DFF_25_Q_reg,8,24,33,0
DFF_26_Q_reg,8,29,25,0
DFF_27_Q_reg,8,34,24,0
DFF_28_Q_reg,8,39,16,0
DFF_29_Q_reg,8,44,8,0
DFF_30_Q_reg,8,49,0,0
DFF_31_Q_reg,8,54,48,0
DFF_31_Q_reg,55,9,72,0
DFF_32_Q_reg,8,59,40,0
DFF_33_Q_reg,8,64,32,0
DFF_34_Q_reg,8,56,24,0
DFF_36_Q_reg,8,61,16,0
DFF_37_Q_reg,8,62,8,0
DFF_37_Q_reg,63,9,85,0
DFF_38_Q_reg,8,67,0,0
DFF_39_Q_reg,8,28,60,0
DFF_41_Q_reg,8,33,52,0
DFF_42_Q_reg,8,38,44,0
DFF_42_Q_reg,39,9,150,0
DFF_43_Q_reg,8,43,36,0
DFF_43_Q_reg,44,9,131,0
DFF_44_Q_reg,8,48,28,0
DFF_45_Q_reg,8,53,20,0
DFF_46_Q_reg,8,58,24,0
DFF_47_Q_reg,8,39,16,0
DFF_48_Q_reg,8,44,8,0
DFF_49_Q_reg,8,49,0,0
DFF_49_Q_reg,50,9,3,0
DFF_50_Q_reg,8,54,24,0
DFF_51_Q_reg,8,59,16,0
DFF_51_Q_reg,60,9,292,0
DFF_52_Q_reg,8,64,8,0
DFF_52_Q_reg,65,9,57,0
DFF_53_Q_reg,8,69,0,0
DFF_53_Q_reg,70,9,91,0
DFF_54_Q_reg,8,42,0,0
DFF_55_Q_reg,8,6,46,0
DFF_55_Q_reg,7,9,75,0
DFF_56_Q_reg,8,11,38,0
DFF_57_Q_reg,8,16,40,0
DFF_58_Q_reg,8,21,32,0
DFF_59_Q_reg,8,26,24,0
DFF_60_Q_reg,8,31,16,0
DFF_61_Q_reg,8,36,8,0
DFF_62_Q_reg,8,9,0,0
DFF_63_Q_reg,8,14,0,0
DFF_63_Q_reg,15,9,3,0
DFF_64_Q_reg,8,19,40,0
DFF_64_Q_reg,20,9,105,0
DFF_65_Q_reg,8,24,32,0
DFF_66_Q_reg,8,29,24,0
DFF_66_Q_reg,30,9,38,0
DFF_67_Q_reg,8,34,16,0
DFF_68_Q_reg,8,15,8,0
DFF_69_Q_reg,8,20,25,0
DFF_70_Q_reg,8,25,49,0
DFF_71_Q_reg,8,20,41,0
DFF_72_Q_reg,8,25,33,0
DFF_72_Q_reg,26,9,199,0
DFF_73_Q_reg,8,30,25,0
DFF_74_Q_reg,8,35,42,0
DFF_75_Q_reg,8,40,34,0
DFF_75_Q_reg,41,9,41,0
DFF_76_Q_reg,8,38,26,0
DFF_76_Q_reg,39,9,54,0
DFF_77_Q_reg,8,17,24,0
DFF_78_Q_reg,8,22,16,0
DFF_79_Q_reg,8,27,8,0
DFF_80_Q_reg,8,21,0,0
DFF_81_Q_reg,8,26,72,0
DFF_82_Q_reg,8,31,64,0
DFF_83_Q_reg,8,36,56,0
DFF_83_Q_reg,37,9,74,0
DFF_85_Q_reg,8,41,48,0
DFF_86_Q_reg,8,46,40,0
DFF_87_Q_reg,8,51,32,0
DFF_88_Q_reg,8,56,24,0
DFF_88_Q_reg,57,9,25,0
DFF_89_Q_reg,8,27,16,0
