gate,CC0,CC1,CO,is_trojan
CONST_0,1,1,#INF,0
CONST_1,1,1,3,0
N1,1,1,2,0
N18,1,1,16,0
N35,1,1,42,0
N52,1,1,80,0
N69,1,1,130,0
N86,1,1,192,0
N103,1,1,266,0
N120,1,1,352,0
N137,1,1,450,0
N154,1,1,560,0
N171,1,1,594,0
N188,1,1,414,0
N205,1,1,246,0
N222,1,1,118,0
N239,1,1,36,0
N256,1,1,32,0
N273,1,1,2,0
N290,1,1,13,0
N307,1,1,23,0
N324,1,1,35,0
N341,1,1,41,0
N358,1,1,47,0
N375,1,1,53,0
N392,1,1,59,0
N409,1,1,65,0
N426,1,1,71,0
N443,1,1,72,0
N460,1,1,64,0
N477,1,1,56,0
N494,1,1,48,0
N511,1,1,40,0
N528,1,1,32,0
U1,2,3,0,0
U2,2,3,11,0
U3,2,3,21,0
U4,2,3,33,0
U5,2,3,39,0
U6,2,3,45,0
U7,2,3,51,0
U8,2,3,57,0
U9,2,3,63,0
U10,2,3,69,0
U11,2,3,75,0
U12,2,3,81,0
U13,2,3,87,0
U14,2,3,93,0
U15,2,3,99,0
U16,2,3,105,0
U17,2,3,14,0
U18,2,3,37,0
U19,2,3,59,0
U20,2,3,83,0
U21,2,3,101,0
U22,2,3,119,0
U23,2,3,137,0
U24,2,3,155,0
U25,2,3,173,0
U26,2,3,191,0
U27,2,3,209,0
U28,2,3,227,0
U29,2,3,245,0
U30,2,3,263,0
U31,2,3,281,0
U32,2,3,293,0
U33,2,3,40,0
U34,2,3,75,0
U35,2,3,109,0
U36,2,3,145,0
U37,2,3,175,0
U38,2,3,205,0
U39,2,3,235,0
U40,2,3,265,0
U41,2,3,295,0
U42,2,3,325,0
U43,2,3,355,0
U44,2,3,385,0
U45,2,3,415,0
U46,2,3,422,0
U47,2,3,420,0
U48,2,3,401,0
U49,2,3,78,0
U50,2,3,125,0
U51,2,3,171,0
U52,2,3,219,0
U53,2,3,261,0
U54,2,3,303,0
U55,2,3,345,0
U56,2,3,387,0
U57,2,3,429,0
U58,2,3,471,0
U59,2,3,513,0
U60,2,3,555,0
U61,2,3,574,0
U62,2,3,584,0
U63,2,3,577,0
U64,2,3,674,0
U65,2,3,128,0
U66,2,3,187,0
U67,2,3,245,0
U68,2,3,305,0
U69,2,3,359,0
U70,2,3,413,0
U71,2,3,467,0
U72,2,3,521,0
U73,2,3,575,0
U74,2,3,629,0
U75,2,3,683,0
U76,2,3,714,0
U77,2,3,714,0
U78,2,3,712,0
U79,2,3,710,0
U80,2,3,701,0
U81,2,3,190,0
U82,2,3,261,0
U83,2,3,331,0
U84,2,3,403,0
U85,2,3,469,0
U86,2,3,535,0
U87,2,3,601,0
U88,2,3,667,0
U89,2,3,718,0
U90,2,3,716,0
U91,2,3,714,0
U92,2,3,712,0
U93,2,3,710,0
U94,2,3,708,0
U95,2,3,706,0
U96,2,3,704,0
U97,2,3,264,0
U98,2,3,347,0
U99,2,3,429,0
U100,2,3,513,0
U101,2,3,591,0
U102,2,3,669,0
U103,2,3,722,0
U104,2,3,720,0
U105,2,3,718,0
U106,2,3,716,0
U107,2,3,714,0
U108,2,3,712,0
U109,2,3,710,0
U110,2,3,708,0
U111,2,3,706,0
U112,2,3,701,0
U113,2,3,350,0
U114,2,3,445,0
U115,2,3,539,0
U116,2,3,635,0
U117,2,3,725,0
U118,2,3,724,0
U119,2,3,722,0
U120,2,3,720,0
U121,2,3,718,0
U122,2,3,716,0
U123,2,3,714,0
U124,2,3,712,0
U125,2,3,710,0
U126,2,3,708,0
U127,2,3,706,0
U128,2,3,701,0
U129,2,3,448,0
U130,2,3,555,0
U131,2,3,661,0
U132,2,3,728,0
U133,2,3,726,0
U134,2,3,724,0
U135,2,3,722,0
U136,2,3,720,0
U137,2,3,718,0
U138,2,3,716,0
U139,2,3,714,0
U140,2,3,712,0
U141,2,3,710,0
U142,2,3,708,0
U143,2,3,706,0
U144,2,3,701,0
U145,2,3,558,0
U146,2,3,677,0
U147,2,3,717,0
U148,2,3,721,0
U149,2,3,719,0
U150,2,3,717,0
U151,2,3,715,0
U152,2,3,713,0
U153,2,3,711,0
U154,2,3,709,0
U155,2,3,707,0
U156,2,3,705,0
U157,2,3,703,0
U158,2,3,701,0
U159,2,3,699,0
U160,2,3,697,0
U161,2,3,680,0
U162,2,3,625,0
U163,2,3,626,0
U164,2,3,630,0
U165,2,3,628,0
U166,2,3,626,0
U167,2,3,624,0
U168,2,3,622,0
U169,2,3,620,0
U170,2,3,618,0
U171,2,3,616,0
U172,2,3,614,0
U173,2,3,612,0
U174,2,3,610,0
U175,2,3,606,0
U176,2,3,592,0
U177,2,3,629,0
U178,2,3,485,0
U179,2,3,486,0
U180,2,3,490,0
U181,2,3,488,0
U182,2,3,486,0
U183,2,3,484,0
U184,2,3,482,0
U185,2,3,480,0
U186,2,3,478,0
U187,2,3,476,0
U188,2,3,468,0
U189,2,3,454,0
U190,2,3,440,0
U191,2,3,426,0
U192,2,3,412,0
U193,2,3,489,0
U194,2,3,357,0
